"l1","l2","cult.dist","domain","numCultVars"
"Erzya","Zulu",0.545454545454546,"Subsistence",11
"Estonian","Zulu",0.636363636363635,"Subsistence",11
"Gagauz","Zulu",0.545454545454546,"Subsistence",11
"Tatar","Zulu",0.545454545454546,"Subsistence",11
"Latvian","Zulu",0.636363636363635,"Subsistence",11
"Vepsian","Zulu",0.636363636363635,"Subsistence",11
"Czech","Zulu",0.545454545454546,"Subsistence",11
"Meadow Mari","Zulu",0.545454545454546,"Subsistence",11
"Bulgarian","Zulu",0.545454545454546,"Subsistence",11
"Belarusian","Zulu",0.727272727272728,"Subsistence",11
"Ukrainian","Zulu",0.636363636363635,"Subsistence",11
"Hungarian","Zulu",0.636363636363635,"Subsistence",11
"Lithuanian","Zulu",0.454545454545454,"Subsistence",11
"Kalmyk","Zulu",0.454545454545454,"Subsistence",11
"Armenian","Zulu",0.545454545454546,"Subsistence",11
"Kurdish (Sorani)","Zulu",0.454545454545454,"Subsistence",11
"Abkhazian","Zulu",0.636363636363635,"Subsistence",11
"Kabardian","Zulu",0.272727272727273,"Subsistence",11
"Turkish","Zulu",0.454545454545454,"Subsistence",11
"Ossetian","Zulu",0.454545454545454,"Subsistence",11
"Hebrew","Zulu",0.636363636363635,"Subsistence",11
"Sindhi","Zulu",0.545454545454546,"Subsistence",11
"Eastern Punjabi","Zulu",0.545454545454546,"Subsistence",11
"Kazakh","Zulu",0.503636363636364,"Subsistence",11
"Sakha","Zulu",0.545454545454546,"Subsistence",11
"Korean","Zulu",0.727272727272728,"Subsistence",11
"Chinese","Zulu",0.818181818181818,"Subsistence",11
"Nuosu","Zulu",0.545454545454546,"Subsistence",11
"Japanese","Zulu",0.545454545454546,"Subsistence",11
"Tibetan","Zulu",0.454545454545454,"Subsistence",11
"Bengali","Zulu",0.636363636363635,"Subsistence",11
"Kashmiri","Zulu",0.727272727272728,"Subsistence",11
"Gujarati","Zulu",0.636363636363635,"Subsistence",11
"Telugu","Zulu",0.545454545454546,"Subsistence",11
"Tamil","Zulu",0.636363636363635,"Subsistence",11
"Malayalam","Zulu",0.636363636363635,"Subsistence",11
"Sinhalese","Zulu",0.636363636363635,"Subsistence",11
"Burmese","Zulu",0.636363636363635,"Subsistence",11
"Vietnamese","Zulu",0.727272727272728,"Subsistence",11
"Khmer","Zulu",0.818181818181818,"Subsistence",11
"Malay","Zulu",0.727272727272728,"Subsistence",11
"Thai","Zulu",0.727272727272728,"Subsistence",11
"Cebuano","Zulu",0.727272727272728,"Subsistence",11
"Banyumasan","Zulu",0.636363636363635,"Subsistence",11
"Minangkabau","Zulu",0.727272727272728,"Subsistence",11
"Tetum","Zulu",0.363636363636364,"Subsistence",11
"Nauruan","Zulu",0.727272727272728,"Subsistence",11
"Chamorro","Zulu",0.363636363636364,"Subsistence",11
"Samoan","Zulu",0.727272727272728,"Subsistence",11
"Tongan","Zulu",0.727272727272728,"Subsistence",11
"Maori","Zulu",0.636363636363635,"Subsistence",11
"Hawaiian","Zulu",0.818181818181818,"Subsistence",11
"Tahitian","Zulu",0.636363636363635,"Subsistence",11
"Inupiak","Zulu",0.909090909090908,"Subsistence",11
"Greenlandic","Zulu",0.909090909090908,"Subsistence",11
"Cheyenne","Zulu",0.727272727272728,"Subsistence",11
"Choctaw","Zulu",0.636363636363635,"Subsistence",11
"Muscogee","Zulu",0.636363636363635,"Subsistence",11
"Cherokee","Zulu",0.545454545454546,"Subsistence",11
"Navajo","Zulu",0.636363636363635,"Subsistence",11
"Haitian","Zulu",0.545454545454546,"Subsistence",11
"Aymara","Zulu",0.545454545454546,"Subsistence",11
"Guarani","Zulu",0.454545454545454,"Subsistence",11
"Herero","Tswana",0.636363636363635,"Subsistence",11
"Zulu","Tswana",0,"Subsistence",11
"Tswana","Tswana",0,"Subsistence",11
"Shona","Tswana",0.272727272727273,"Subsistence",11
"Ndonga","Tswana",0.181818181818182,"Subsistence",11
"Swati","Tswana",0.363636363636364,"Subsistence",11
"Tsonga","Tswana",0.181818181818182,"Subsistence",11
"Venda","Tswana",0.454545454545454,"Subsistence",11
"Kongo","Tswana",0.636363636363635,"Subsistence",11
"Tumbuka","Tswana",0.454545454545454,"Subsistence",11
"Kikuyu","Tswana",0.454545454545454,"Subsistence",11
"Luganda","Tswana",0.545454545454546,"Subsistence",11
"Kinyarwanda","Tswana",0.363636363636364,"Subsistence",11
"Lingala","Tswana",0.636363636363635,"Subsistence",11
"Kirundi","Tswana",0.636363636363635,"Subsistence",11
"Igbo","Tswana",0.454545454545454,"Subsistence",11
"Bambara","Tswana",0.545454545454546,"Subsistence",11
"Tigrinya","Tswana",0.545454545454546,"Subsistence",11
"Afar","Tswana",0.727272727272728,"Subsistence",11
"Amharic","Tswana",0.636363636363635,"Subsistence",11
"Kanuri","Tswana",0.636363636363635,"Subsistence",11
"Wolof","Tswana",0.363636363636364,"Subsistence",11
"Egyptian Arabic","Tswana",0.636363636363635,"Subsistence",11
"Kabyle","Tswana",0.545454545454546,"Subsistence",11
"Albanian","Tswana",0.454545454545454,"Subsistence",11
"Latin","Tswana",0.636363636363635,"Subsistence",11
"Neapolitan","Tswana",0.636363636363635,"Subsistence",11
"Spanish","Tswana",0.545454545454546,"Subsistence",11
"Greek","Tswana",0.636363636363635,"Subsistence",11
"English","Tswana",0.636363636363635,"Subsistence",11
"French","Tswana",0.636363636363635,"Subsistence",11
"Dutch","Tswana",0.636363636363635,"Subsistence",11
"Icelandic","Tswana",0.454545454545454,"Subsistence",11
"Irish","Tswana",0.363636363636364,"Subsistence",11
"Northern Sami","Tswana",0.727272727272728,"Subsistence",11
"Serbian","Tswana",0.454545454545454,"Subsistence",11
"Russian","Tswana",0.545454545454546,"Subsistence",11
"Bashkir","Tswana",0.545454545454546,"Subsistence",11
"Chuvash","Tswana",0.636363636363635,"Subsistence",11
"Erzya","Tswana",0.545454545454546,"Subsistence",11
"Estonian","Tswana",0.636363636363635,"Subsistence",11
"Gagauz","Tswana",0.545454545454546,"Subsistence",11
"Tatar","Tswana",0.545454545454546,"Subsistence",11
"Latvian","Tswana",0.636363636363635,"Subsistence",11
"Vepsian","Tswana",0.636363636363635,"Subsistence",11
"Czech","Tswana",0.545454545454546,"Subsistence",11
"Meadow Mari","Tswana",0.545454545454546,"Subsistence",11
"Bulgarian","Tswana",0.545454545454546,"Subsistence",11
"Belarusian","Tswana",0.727272727272728,"Subsistence",11
"Ukrainian","Tswana",0.636363636363635,"Subsistence",11
"Hungarian","Tswana",0.636363636363635,"Subsistence",11
"Lithuanian","Tswana",0.454545454545454,"Subsistence",11
"Kalmyk","Tswana",0.454545454545454,"Subsistence",11
"Armenian","Tswana",0.545454545454546,"Subsistence",11
"Kurdish (Sorani)","Tswana",0.454545454545454,"Subsistence",11
"Abkhazian","Tswana",0.636363636363635,"Subsistence",11
"Kabardian","Tswana",0.272727272727273,"Subsistence",11
"Turkish","Tswana",0.454545454545454,"Subsistence",11
"Ossetian","Tswana",0.454545454545454,"Subsistence",11
"Hebrew","Tswana",0.636363636363635,"Subsistence",11
"Sindhi","Tswana",0.545454545454546,"Subsistence",11
"Eastern Punjabi","Tswana",0.545454545454546,"Subsistence",11
"Kazakh","Tswana",0.503636363636364,"Subsistence",11
"Sakha","Tswana",0.545454545454546,"Subsistence",11
"Korean","Tswana",0.727272727272728,"Subsistence",11
"Chinese","Tswana",0.818181818181818,"Subsistence",11
"Nuosu","Tswana",0.545454545454546,"Subsistence",11
"Japanese","Tswana",0.545454545454546,"Subsistence",11
"Tibetan","Tswana",0.454545454545454,"Subsistence",11
"Bengali","Tswana",0.636363636363635,"Subsistence",11
"Kashmiri","Tswana",0.727272727272728,"Subsistence",11
"Gujarati","Tswana",0.636363636363635,"Subsistence",11
"Telugu","Tswana",0.545454545454546,"Subsistence",11
"Tamil","Tswana",0.636363636363635,"Subsistence",11
"Malayalam","Tswana",0.636363636363635,"Subsistence",11
"Sinhalese","Tswana",0.636363636363635,"Subsistence",11
"Burmese","Tswana",0.636363636363635,"Subsistence",11
"Vietnamese","Tswana",0.727272727272728,"Subsistence",11
"Khmer","Tswana",0.818181818181818,"Subsistence",11
"Malay","Tswana",0.727272727272728,"Subsistence",11
"Thai","Tswana",0.727272727272728,"Subsistence",11
"Cebuano","Tswana",0.727272727272728,"Subsistence",11
"Banyumasan","Tswana",0.636363636363635,"Subsistence",11
"Minangkabau","Tswana",0.727272727272728,"Subsistence",11
"Tetum","Tswana",0.363636363636364,"Subsistence",11
"Nauruan","Tswana",0.727272727272728,"Subsistence",11
"Chamorro","Tswana",0.363636363636364,"Subsistence",11
"Samoan","Tswana",0.727272727272728,"Subsistence",11
"Tongan","Tswana",0.727272727272728,"Subsistence",11
"Maori","Tswana",0.636363636363635,"Subsistence",11
"Hawaiian","Tswana",0.818181818181818,"Subsistence",11
"Tahitian","Tswana",0.636363636363635,"Subsistence",11
"Inupiak","Tswana",0.909090909090908,"Subsistence",11
"Greenlandic","Tswana",0.909090909090908,"Subsistence",11
"Cheyenne","Tswana",0.727272727272728,"Subsistence",11
"Choctaw","Tswana",0.636363636363635,"Subsistence",11
"Muscogee","Tswana",0.636363636363635,"Subsistence",11
"Cherokee","Tswana",0.545454545454546,"Subsistence",11
"Navajo","Tswana",0.636363636363635,"Subsistence",11
"Haitian","Tswana",0.545454545454546,"Subsistence",11
"Aymara","Tswana",0.545454545454546,"Subsistence",11
"Guarani","Tswana",0.454545454545454,"Subsistence",11
"Herero","Shona",0.636363636363635,"Subsistence",11
"Zulu","Shona",0.272727272727273,"Subsistence",11
"Tswana","Shona",0.272727272727273,"Subsistence",11
"Shona","Shona",0,"Subsistence",11
"Ndonga","Shona",0.181818181818182,"Subsistence",11
"Swati","Shona",0.272727272727273,"Subsistence",11
"Tsonga","Shona",0.181818181818182,"Subsistence",11
"Venda","Shona",0.363636363636364,"Subsistence",11
"Kongo","Shona",0.454545454545454,"Subsistence",11
"Tumbuka","Shona",0.636363636363635,"Subsistence",11
"Kikuyu","Shona",0.636363636363635,"Subsistence",11
"Luganda","Shona",0.545454545454546,"Subsistence",11
"Kinyarwanda","Shona",0.545454545454546,"Subsistence",11
"Lingala","Shona",0.727272727272728,"Subsistence",11
"Kirundi","Shona",0.636363636363635,"Subsistence",11
"Igbo","Shona",0.636363636363635,"Subsistence",11
"Bambara","Shona",0.363636363636364,"Subsistence",11
"Tigrinya","Shona",0.727272727272728,"Subsistence",11
"Afar","Shona",0.545454545454546,"Subsistence",11
"Amharic","Shona",0.636363636363635,"Subsistence",11
"Kanuri","Shona",0.363636363636364,"Subsistence",11
"Wolof","Shona",0.363636363636364,"Subsistence",11
"Egyptian Arabic","Shona",0.636363636363635,"Subsistence",11
"Kabyle","Shona",0.727272727272728,"Subsistence",11
"Albanian","Shona",0.727272727272728,"Subsistence",11
"Latin","Shona",0.636363636363635,"Subsistence",11
"Neapolitan","Shona",0.636363636363635,"Subsistence",11
"Spanish","Shona",0.727272727272728,"Subsistence",11
"Greek","Shona",0.636363636363635,"Subsistence",11
"English","Shona",0.636363636363635,"Subsistence",11
"French","Shona",0.545454545454546,"Subsistence",11
"Dutch","Shona",0.636363636363635,"Subsistence",11
"Icelandic","Shona",0.636363636363635,"Subsistence",11
"Irish","Shona",0.636363636363635,"Subsistence",11
"Northern Sami","Shona",0.818181818181818,"Subsistence",11
"Serbian","Shona",0.727272727272728,"Subsistence",11
"Russian","Shona",0.727272727272728,"Subsistence",11
"Bashkir","Shona",0.727272727272728,"Subsistence",11
"Chuvash","Shona",0.818181818181818,"Subsistence",11
"Erzya","Shona",0.636363636363635,"Subsistence",11
"Estonian","Shona",0.636363636363635,"Subsistence",11
"Gagauz","Shona",0.727272727272728,"Subsistence",11
"Tatar","Shona",0.818181818181818,"Subsistence",11
"Latvian","Shona",0.545454545454546,"Subsistence",11
"Vepsian","Shona",0.363636363636364,"Subsistence",11
"Czech","Shona",0.727272727272728,"Subsistence",11
"Meadow Mari","Shona",0.636363636363635,"Subsistence",11
"Bulgarian","Shona",0.636363636363635,"Subsistence",11
"Belarusian","Shona",0.727272727272728,"Subsistence",11
"Ukrainian","Shona",0.636363636363635,"Subsistence",11
"Hungarian","Shona",0.545454545454546,"Subsistence",11
"Lithuanian","Shona",0.545454545454546,"Subsistence",11
"Kalmyk","Shona",0.454545454545454,"Subsistence",11
"Armenian","Shona",0.727272727272728,"Subsistence",11
"Kurdish (Sorani)","Shona",0.545454545454546,"Subsistence",11
"Abkhazian","Shona",0.636363636363635,"Subsistence",11
"Kabardian","Shona",0.545454545454546,"Subsistence",11
"Turkish","Shona",0.727272727272728,"Subsistence",11
"Ossetian","Shona",0.636363636363635,"Subsistence",11
"Hebrew","Shona",0.636363636363635,"Subsistence",11
"Sindhi","Shona",0.636363636363635,"Subsistence",11
"Eastern Punjabi","Shona",0.636363636363635,"Subsistence",11
"Kazakh","Shona",0.685454545454545,"Subsistence",11
"Sakha","Shona",0.545454545454546,"Subsistence",11
"Korean","Shona",0.727272727272728,"Subsistence",11
"Chinese","Shona",0.727272727272728,"Subsistence",11
"Nuosu","Shona",0.727272727272728,"Subsistence",11
"Japanese","Shona",0.727272727272728,"Subsistence",11
"Tibetan","Shona",0.727272727272728,"Subsistence",11
"Bengali","Shona",0.636363636363635,"Subsistence",11
"Kashmiri","Shona",0.454545454545454,"Subsistence",11
"Gujarati","Shona",0.545454545454546,"Subsistence",11
"Telugu","Shona",0.727272727272728,"Subsistence",11
"Tamil","Shona",0.636363636363635,"Subsistence",11
"Malayalam","Shona",0.636363636363635,"Subsistence",11
"Sinhalese","Shona",0.636363636363635,"Subsistence",11
"Burmese","Shona",0.727272727272728,"Subsistence",11
"Vietnamese","Shona",0.727272727272728,"Subsistence",11
"Khmer","Shona",0.727272727272728,"Subsistence",11
"Malay","Shona",0.727272727272728,"Subsistence",11
"Thai","Shona",0.727272727272728,"Subsistence",11
"Cebuano","Shona",0.818181818181818,"Subsistence",11
"Banyumasan","Shona",0.727272727272728,"Subsistence",11
"Minangkabau","Shona",0.636363636363635,"Subsistence",11
"Tetum","Shona",0.545454545454546,"Subsistence",11
"Nauruan","Shona",0.818181818181818,"Subsistence",11
"Chamorro","Shona",0.272727272727273,"Subsistence",11
"Samoan","Shona",0.818181818181818,"Subsistence",11
"Tongan","Shona",0.818181818181818,"Subsistence",11
"Maori","Shona",0.636363636363635,"Subsistence",11
"Hawaiian","Shona",0.727272727272728,"Subsistence",11
"Tahitian","Shona",0.727272727272728,"Subsistence",11
"Inupiak","Shona",0.818181818181818,"Subsistence",11
"Greenlandic","Shona",0.818181818181818,"Subsistence",11
"Cheyenne","Shona",0.818181818181818,"Subsistence",11
"Choctaw","Shona",0.636363636363635,"Subsistence",11
"Muscogee","Shona",0.636363636363635,"Subsistence",11
"Cherokee","Shona",0.454545454545454,"Subsistence",11
"Navajo","Shona",0.727272727272728,"Subsistence",11
"Haitian","Shona",0.636363636363635,"Subsistence",11
"Aymara","Shona",0.545454545454546,"Subsistence",11
"Guarani","Shona",0.363636363636364,"Subsistence",11
"Herero","Ndonga",0.727272727272728,"Subsistence",11
"Zulu","Ndonga",0.181818181818182,"Subsistence",11
"Tswana","Ndonga",0.181818181818182,"Subsistence",11
"Shona","Ndonga",0.181818181818182,"Subsistence",11
"Ndonga","Ndonga",0,"Subsistence",11
"Swati","Ndonga",0.454545454545454,"Subsistence",11
"Tsonga","Ndonga",0,"Subsistence",11
"Venda","Ndonga",0.545454545454546,"Subsistence",11
"Kongo","Ndonga",0.545454545454546,"Subsistence",11
"Tumbuka","Ndonga",0.545454545454546,"Subsistence",11
"Kikuyu","Ndonga",0.454545454545454,"Subsistence",11
"Luganda","Ndonga",0.454545454545454,"Subsistence",11
"Kinyarwanda","Ndonga",0.363636363636364,"Subsistence",11
"Lingala","Ndonga",0.636363636363635,"Subsistence",11
"Kirundi","Ndonga",0.454545454545454,"Subsistence",11
"Igbo","Ndonga",0.545454545454546,"Subsistence",11
"Bambara","Ndonga",0.454545454545454,"Subsistence",11
"Tigrinya","Ndonga",0.545454545454546,"Subsistence",11
"Afar","Ndonga",0.636363636363635,"Subsistence",11
"Amharic","Ndonga",0.454545454545454,"Subsistence",11
"Kanuri","Ndonga",0.545454545454546,"Subsistence",11
"Wolof","Ndonga",0.181818181818182,"Subsistence",11
"Egyptian Arabic","Ndonga",0.454545454545454,"Subsistence",11
"Kabyle","Ndonga",0.545454545454546,"Subsistence",11
"Albanian","Ndonga",0.636363636363635,"Subsistence",11
"Latin","Ndonga",0.636363636363635,"Subsistence",11
"Neapolitan","Ndonga",0.545454545454546,"Subsistence",11
"Spanish","Ndonga",0.545454545454546,"Subsistence",11
"Greek","Ndonga",0.454545454545454,"Subsistence",11
"English","Ndonga",0.454545454545454,"Subsistence",11
"French","Ndonga",0.545454545454546,"Subsistence",11
"Dutch","Ndonga",0.454545454545454,"Subsistence",11
"Icelandic","Ndonga",0.545454545454546,"Subsistence",11
"Irish","Ndonga",0.545454545454546,"Subsistence",11
"Northern Sami","Ndonga",0.727272727272728,"Subsistence",11
"Serbian","Ndonga",0.636363636363635,"Subsistence",11
"Russian","Ndonga",0.545454545454546,"Subsistence",11
"Bashkir","Ndonga",0.636363636363635,"Subsistence",11
"Chuvash","Ndonga",0.727272727272728,"Subsistence",11
"Erzya","Ndonga",0.636363636363635,"Subsistence",11
"Estonian","Ndonga",0.454545454545454,"Subsistence",11
"Gagauz","Ndonga",0.545454545454546,"Subsistence",11
"Tatar","Ndonga",0.727272727272728,"Subsistence",11
"Latvian","Ndonga",0.545454545454546,"Subsistence",11
"Vepsian","Ndonga",0.545454545454546,"Subsistence",11
"Czech","Ndonga",0.545454545454546,"Subsistence",11
"Meadow Mari","Ndonga",0.454545454545454,"Subsistence",11
"Bulgarian","Ndonga",0.636363636363635,"Subsistence",11
"Belarusian","Ndonga",0.545454545454546,"Subsistence",11
"Ukrainian","Ndonga",0.454545454545454,"Subsistence",11
"Hungarian","Ndonga",0.545454545454546,"Subsistence",11
"Lithuanian","Ndonga",0.454545454545454,"Subsistence",11
"Kalmyk","Ndonga",0.363636363636364,"Subsistence",11
"Armenian","Ndonga",0.545454545454546,"Subsistence",11
"Kurdish (Sorani)","Ndonga",0.454545454545454,"Subsistence",11
"Abkhazian","Ndonga",0.727272727272728,"Subsistence",11
"Kabardian","Ndonga",0.454545454545454,"Subsistence",11
"Turkish","Ndonga",0.636363636363635,"Subsistence",11
"Ossetian","Ndonga",0.545454545454546,"Subsistence",11
"Hebrew","Ndonga",0.454545454545454,"Subsistence",11
"Sindhi","Ndonga",0.454545454545454,"Subsistence",11
"Eastern Punjabi","Ndonga",0.636363636363635,"Subsistence",11
"Kazakh","Ndonga",0.594545454545454,"Subsistence",11
"Sakha","Ndonga",0.636363636363635,"Subsistence",11
"Korean","Ndonga",0.727272727272728,"Subsistence",11
"Chinese","Ndonga",0.727272727272728,"Subsistence",11
"Nuosu","Ndonga",0.545454545454546,"Subsistence",11
"Japanese","Ndonga",0.636363636363635,"Subsistence",11
"Tibetan","Ndonga",0.636363636363635,"Subsistence",11
"Bengali","Ndonga",0.636363636363635,"Subsistence",11
"Kashmiri","Ndonga",0.636363636363635,"Subsistence",11
"Gujarati","Ndonga",0.545454545454546,"Subsistence",11
"Telugu","Ndonga",0.545454545454546,"Subsistence",11
"Tamil","Ndonga",0.636363636363635,"Subsistence",11
"Malayalam","Ndonga",0.454545454545454,"Subsistence",11
"Sinhalese","Ndonga",0.454545454545454,"Subsistence",11
"Burmese","Ndonga",0.727272727272728,"Subsistence",11
"Vietnamese","Ndonga",0.727272727272728,"Subsistence",11
"Khmer","Ndonga",0.818181818181818,"Subsistence",11
"Malay","Ndonga",0.727272727272728,"Subsistence",11
"Thai","Ndonga",0.636363636363635,"Subsistence",11
"Cebuano","Ndonga",0.727272727272728,"Subsistence",11
"Banyumasan","Ndonga",0.727272727272728,"Subsistence",11
"Minangkabau","Ndonga",0.636363636363635,"Subsistence",11
