l1,l2,IDS_SEMANTICFIELD_l1,local_alignment,comparison_count
ga,lbe,Emotions and values,-0.08911727062729453,2
kn,ab,Emotions and values,-0.08906234852231112,2
it,xal,Agriculture and vegetation,-0.08813485226882883,2
mdf,lv,Clothing and grooming,-0.0880924798208406,2
hu,lbe,Clothing and grooming,-0.08752206664295409,1
sq,de,Animals,-0.08732233032735995,1
mdf,ga,Clothing and grooming,-0.08706433592738866,2
xal,ja,Food and drink,-0.08688512841426928,7
mdf,is,Modern world,-0.0866192435481859,2
xal,av,Clothing and grooming,-0.08648353979218286,2
mdf,is,Clothing and grooming,-0.0863623832867009,2
ga,lbe,The house,-0.08614640841688821,3
mhr,de,Time,-0.08550796108478298,1
ja,lbe,The house,-0.08477396456921356,3
ca,lbe,Possession,-0.0844609085180009,1
uz,cv,Motion,-0.0838684507375423,1
pt,xal,Agriculture and vegetation,-0.08338502931181624,3
mdf,tr,Clothing and grooming,-0.0823253927556381,2
kn,ab,Spatial relations,-0.0809201342005448,13
mhr,fr,Miscellaneous function words,-0.08091377898839787,3
mhr,sv,The house,-0.07959061165488374,1
mhr,bg,Possession,-0.07946628981308126,1
mhr,de,Miscellaneous function words,-0.07943419224865123,4
pt,lbe,Possession,-0.07932599545263094,1
mdf,en,Clothing and grooming,-0.0790419947813859,2
mdf,mn,Modern world,-0.077653647346844,2
ru,lbe,The house,-0.0773008813071715,3
mdf,ba,Modern world,-0.07679917504112263,2
udm,cv,Motion,-0.07638158502709688,8
fa,xal,The house,-0.07587062854799993,3
mdf,ta,Clothing and grooming,-0.07555986751073279,3
mdf,da,Clothing and grooming,-0.07450538333520905,2
bn,ab,Speech and language,-0.07325302795379755,3
ab,ce,Time,-0.0729392369538166,11
tt,lbe,Possession,-0.07272803239295253,1
de,cv,Food and drink,-0.07223901963575588,4
mdf,ta,Modern world,-0.07219459206003456,2
ja,ab,Motion,-0.0696955299437799,5
mhr,pl,The house,-0.06955428735727437,1
kv,xal,Motion,-0.06947990356811584,3
av,zh,The house,-0.06894177461404967,4
xal,ja,The body,-0.06881893171413708,19
mhr,fa,The house,-0.06843246999496448,1
kk,ab,The house,-0.06791378502163121,1
mdf,ps,Clothing and grooming,-0.0677101201224496,2
pt,lbe,The house,-0.06731530727005279,4
ko,lbe,Cognition,-0.066728678383472,4
ku,xal,Clothing and grooming,-0.06656277296743228,3
mrj,cv,Motion,-0.06640688817306553,8
es,xal,Food and drink,-0.06635113343821263,8
cv,av,Modern world,-0.06622682430023273,6
mdf,ku,Modern world,-0.06608544178757499,2
ku,xal,Modern world,-0.06512432698055333,6
hr,lbe,Clothing and grooming,-0.06471231676281781,2
ja,ab,Sense perception,-0.0645222901308629,2
ja,lbe,Food and drink,-0.06444678728000379,3
kn,lbe,Motion,-0.06435269021059227,4
ga,lbe,Food and drink,-0.06393027231961113,3
it,lbe,Possession,-0.06385157914291442,1
kn,ab,The body,-0.06381184862187737,11
ml,av,Clothing and grooming,-0.06360726902036616,3
fi,mhr,Agriculture and vegetation,-0.06358033199168645,4
lbe,zh,Emotions and values,-0.06242256092847143,2
mrj,lbe,Clothing and grooming,-0.06231335495874956,1
mhr,hu,Possession,-0.0622870015448488,1
be,lbe,Clothing and grooming,-0.06224895707540204,1
de,la,Agriculture and vegetation,-0.0617607702922433,1
mhr,sq,Possession,-0.06174323450232206,1
mhr,eu,The house,-0.06147363091838633,1
mdf,fa,Clothing and grooming,-0.061463577193601446,2
fi,mdf,Clothing and grooming,-0.06086669731157713,2
mhr,de,Spatial relations,-0.060587551628452,3
fr,lbe,The house,-0.0605596972646667,3
ja,ab,Spatial relations,-0.06048237028326364,13
de,he,Animals,-0.06029667063454454,1
mrj,lbe,Spatial relations,-0.06015562185106909,8
mhr,br,Miscellaneous function words,-0.060150661010929,2
lbe,he,Clothing and grooming,-0.060034904990503776,1
myv,ko,The house,-0.05995198423097514,4
mhr,en,Miscellaneous function words,-0.05939837815135001,4
ja,lbe,Emotions and values,-0.05930848727717472,2
mdf,ko,Clothing and grooming,-0.058888940662853766,1
mhr,zh,Miscellaneous function words,-0.058068585879755705,4
mhr,no,Motion,-0.057714985397534474,1
mdf,el,Modern world,-0.05759208055630323,2
ja,lbe,Speech and language,-0.057043862774745456,7
en,lbe,Possession,-0.05682593607011612,1
mdf,hy,Modern world,-0.05681280051577097,2
mhr,el,Miscellaneous function words,-0.0567457963832509,4
lbe,zh,Modern world,-0.05653069305761509,6
mdf,tt,Modern world,-0.056456614078695955,2
et,ab,The house,-0.05641969678975265,1
pt,ab,The house,-0.056159723504764975,1
kn,ab,Basic actions and technology,-0.05608260041458504,8
mdf,ml,Modern world,-0.055601202114808804,2
hy,xal,Agriculture and vegetation,-0.05548653166598564,3
mhr,hr,Possession,-0.055424719499837016,1
pt,xal,Food and drink,-0.054909732830556876,8
tt,xal,Agriculture and vegetation,-0.054755288988348395,3
cs,xal,The house,-0.054626170654584784,4
mdf,hu,Clothing and grooming,-0.05438748276251625,2
mrj,bn,The house,-0.054045520559144404,3
vep,cv,Emotions and values,-0.053931001873260644,2
uz,lbe,The body,-0.05391901084125223,11
cv,av,Agriculture and vegetation,-0.053792559666677287,1
kn,lbe,Possession,-0.053562027352948176,1
mdf,ko,Modern world,-0.05319790948640372,2
br,lez,The house,-0.05315110713618758,5
mdf,uz,Modern world,-0.05301745431769671,2
xal,ce,Clothing and grooming,-0.05278361980052592,6
mhr,hy,The house,-0.0526847091767863,1
sq,ab,The house,-0.052588429793839986,1
tr,xal,Agriculture and vegetation,-0.05232912506914217,4
mhr,no,The house,-0.052239874837651364,1
ko,lez,The house,-0.05222622815411703,3
bg,xal,Agriculture and vegetation,-0.05214379870828523,3
sk,lbe,Cognition,-0.05211960219229248,5
mdf,sq,Modern world,-0.05210065536513703,4
ja,lbe,Clothing and grooming,-0.052093445804252916,1
de,ar,Animals,-0.05205962850860117,1
ja,ab,Possession,-0.05189640153585511,3
mhr,eu,Miscellaneous function words,-0.051645048378543223,4
xal,ar,Social and political relations,-0.05155133780314974,11
sq,lbe,Cognition,-0.051547566573934986,7
fa,lbe,Clothing and grooming,-0.05149517241007057,1
cv,xal,The house,-0.051174757514577215,1
lv,lbe,Food and drink,-0.05114522016717274,3
os,is,Clothing and grooming,-0.05099450193221736,5
ps,ab,The house,-0.05095237053858538,1
hi,lbe,Clothing and grooming,-0.05075745374113794,1
os,da,Clothing and grooming,-0.05064232388039845,5
xal,ka,Agriculture and vegetation,-0.04975325687743557,3
ca,lbe,Clothing and grooming,-0.049748852587399466,1
mdf,la,Clothing and grooming,-0.049539933939477004,2
ja,lbe,Cognition,-0.04903353579809677,5
xal,ta,Food and drink,-0.04898264934505853,6
ga,lbe,Cognition,-0.048228495749720365,7
mhr,fr,Possession,-0.048202677196216084,1
ro,xal,Food and drink,-0.04816462774063527,7
ko,lbe,The body,-0.04811195211201179,14
tt,xal,Food and drink,-0.04796777574381924,7
mdf,sah,Modern world,-0.047776776670017465,2
sq,ab,Animals,-0.047352006455520075,3
mdf,sk,Modern world,-0.04707635321073839,4
mdf,da,Modern world,-0.04687100837366151,2
cy,lbe,Possession,-0.04676402909311388,1
lv,os,Clothing and grooming,-0.046591853476365436,5
bn,ab,The house,-0.046591209795704185,1
mn,ab,The house,-0.04634288881972631,2
en,ab,Emotions and values,-0.04628223283038348,2
kn,lbe,Cognition,-0.04614078846313096,6
sk,ab,Speech and language,-0.04612946249389773,3
xal,ka,Clothing and grooming,-0.045872257197093765,8
mdf,it,Modern world,-0.04555143777764422,2
myv,he,The house,-0.045545176184456894,7
xal,ta,Possession,-0.045308552044459466,3
br,lbe,Clothing and grooming,-0.045184736992083835,1
os,br,Clothing and grooming,-0.04502459799416254,5
da,ab,Agriculture and vegetation,-0.044996421392044655,1
ab,zh,The physical world,-0.044985374836424494,11
myv,av,Clothing and grooming,-0.04483943880137799,2
mdf,tt,Clothing and grooming,-0.0447678175611476,2
mdf,be,Modern world,-0.044687501467938595,2
ta,lbe,The physical world,-0.04448422383362567,10
mhr,pt,Miscellaneous function words,-0.04434678997263968,4
udm,lbe,Cognition,-0.04418377027871032,3
kv,xal,Agriculture and vegetation,-0.04411848940149994,2
mdf,cs,Modern world,-0.04399985574438488,2
xal,zh,Social and political relations,-0.04388191492514138,11
fi,av,Agriculture and vegetation,-0.04382837495674595,4
de,ko,Agriculture and vegetation,-0.04352618913783531,1
br,ab,Animals,-0.04338913647616112,1
no,xal,Agriculture and vegetation,-0.04337773651745878,3
sq,lbe,Clothing and grooming,-0.04331540053502651,2
te,lbe,Cognition,-0.042966454556525834,5
mhr,kn,Possession,-0.04265047033533048,1
mhr,uk,Motion,-0.04253961980976942,1
ku,ml,Clothing and grooming,-0.04246258580962908,8
ku,lbe,Cognition,-0.04231662339256862,6
sah,lez,The house,-0.04215426850031296,4
ml,ab,The house,-0.04214242643516185,1
no,lbe,Cognition,-0.0420822411648982,6
no,av,Agriculture and vegetation,-0.04201610034329125,4
de,ta,Clothing and grooming,-0.042009445638462116,1
ab,ce,Agriculture and vegetation,-0.041719304443130656,1
ko,av,Agriculture and vegetation,-0.04164369781385911,4
mdf,uz,Clothing and grooming,-0.04133708458581488,1
lv,lez,The house,-0.041154488014745805,5
mn,xal,Agriculture and vegetation,-0.041125553022202554,4
mdf,sv,Clothing and grooming,-0.04077108143710301,3
bg,lbe,The house,-0.04031216127005061,3
sq,lbe,Food and drink,-0.0402730403090494,2
pt,ab,Emotions and values,-0.04006368821054115,2
mdf,no,Modern world,-0.04003508732758676,2
te,ab,Speech and language,-0.039902618674332035,3
mdf,nl,Cognition,-0.03985626073278109,10
lbe,zh,Food and drink,-0.03978498970377601,3
mdf,uk,Modern world,-0.039669282936037636,4
ab,zh,Modern world,-0.03955835049953776,3
mrj,mdf,Clothing and grooming,-0.03955301836265987,1
lbe,ar,Cognition,-0.03952827159373084,6
vep,ga,The house,-0.03912071053805793,7
mhr,en,Motion,-0.039024081135548436,1
mrj,cy,The house,-0.038792050484907206,4
et,mhr,The house,-0.0385027277531282,1
mdf,udm,Speech and language,-0.038284403831061624,7
mhr,ca,Miscellaneous function words,-0.0382131846957504,4
os,ce,Miscellaneous function words,-0.03815898073910382,8
az,lbe,The house,-0.03769910847197717,3
mdf,lez,Modern world,-0.0374683569668704,4
myv,udm,Clothing and grooming,-0.03721373912110372,5
kk,lbe,Cognition,-0.03702945343434776,7
lbe,ar,The physical world,-0.03702066589373257,13
en,lbe,The physical world,-0.036701778876881884,11
xal,ko,Clothing and grooming,-0.03668291006062974,6
os,ar,Clothing and grooming,-0.036613434625301505,6
mdf,pt,Modern world,-0.03643352625424527,2
mhr,no,Possession,-0.03634817781101095,1
xal,lez,Clothing and grooming,-0.036224235105600244,5
xal,he,Agriculture and vegetation,-0.03618900473616992,3
nl,lbe,Cognition,-0.03608023447992082,7
ro,xal,Clothing and grooming,-0.035981991525988105,8
mrj,cv,Modern world,-0.03592574281108226,7
az,xal,Agriculture and vegetation,-0.03585016355128476,3
xal,eu,Agriculture and vegetation,-0.035816743489527084,3
is,xal,Cognition,-0.03571493551585014,6
mdf,hu,Modern world,-0.03564148931416515,2
mdf,en,Modern world,-0.03553486487638403,2
mdf,br,Clothing and grooming,-0.03541664642946574,2
uz,lbe,Cognition,-0.035362528084572756,5
uz,xal,Miscellaneous function words,-0.035291095095854395,3
lbe,zh,The physical world,-0.03514783573542105,11
udm,ab,Modern world,-0.035138680569616755,3
xal,eu,The house,-0.03509315793800936,4
lbe,he,Cognition,-0.03504603158285539,6
mdf,udm,Clothing and grooming,-0.0349588122898512,1
os,tt,Clothing and grooming,-0.034873681811743946,6
mdf,be,Clothing and grooming,-0.03480350873654697,2
kn,ab,Time,-0.034462106634726326,13
mhr,te,Agriculture and vegetation,-0.03445963526346113,1
ga,ab,Modern world,-0.03438597570204519,3
xal,ja,Agriculture and vegetation,-0.03415886828051098,3
et,lez,The house,-0.03413117973887668,4
is,xal,Agriculture and vegetation,-0.03400390798825632,3
xal,ce,The house,-0.033976588621352645,4
ku,ka,Clothing and grooming,-0.03356060607683166,9
la,xal,Food and drink,-0.03304124302156074,7
cs,lbe,Cognition,-0.03285808873235755,5
ko,ab,The house,-0.03254902633896987,1
bg,xal,Food and drink,-0.03234755564302317,7
ku,sah,Clothing and grooming,-0.03188368109225293,7
el,xal,Agriculture and vegetation,-0.03177896456566594,4
mrj,cv,Kinship,-0.03169241101066349,12
sq,xal,Clothing and grooming,-0.031632191131627165,8
se,he,Quantity,-0.031565824249701176,5
vep,br,The house,-0.03152533072385303,7
da,xal,Agriculture and vegetation,-0.03134884641591167,3
xal,zh,Food and drink,-0.03127273791214301,8
br,ab,Emotions and values,-0.0309747039485228,1
vep,os,Clothing and grooming,-0.03093603079713835,4
mdf,hr,Modern world,-0.03083374676809909,2
kn,lbe,Emotions and values,-0.030737950062753094,2
te,av,Clothing and grooming,-0.03070445213006138,4
cv,lez,Social and political relations,-0.030368301563426518,6
ku,ab,The house,-0.03015097477120895,2
fr,xal,Agriculture and vegetation,-0.02998920960764172,3
bn,xal,The body,-0.02986156016634261,20
xal,te,Clothing and grooming,-0.029463564407048608,7
hi,lbe,Possession,-0.02941339991746439,1
az,xal,Food and drink,-0.02932043630305577,8
ja,ab,Animals,-0.02931267550757423,2
xal,ka,Food and drink,-0.029292364337421432,8
fa,lbe,Cognition,-0.029106093776429937,6
nl,ab,Emotions and values,-0.02907114959520517,2
kv,ja,Speech and language,-0.028978238589285527,12
xal,ko,The house,-0.028950402490912856,4
ku,xal,Social and political relations,-0.028848129508621912,11
os,ga,Clothing and grooming,-0.028804824017105612,5
cv,xal,The body,-0.028791443837796978,8
sah,ab,The house,-0.02863822904096972,1
mhr,it,Miscellaneous function words,-0.02851958148616417,5
en,lbe,The house,-0.02829803869028431,3
la,lbe,Cognition,-0.028264079088556864,6
ku,en,Clothing and grooming,-0.02816595189337927,10
ca,ab,The house,-0.028068567868841186,1
lbe,he,Miscellaneous function words,-0.027856846930655498,6
sk,lbe,Clothing and grooming,-0.027683461853072355,2
sah,ab,Speech and language,-0.02764297628301677,4
vep,os,Animals,-0.027550075469650485,9
nl,lez,The house,-0.027457551900956455,5
mdf,xal,Speech and language,-0.027413909106174528,3
lbe,zh,Speech and language,-0.027409074311321606,7
bn,ab,Basic actions and technology,-0.027369253578586532,6
la,lez,The house,-0.027327090858787473,5
mhr,da,Possession,-0.02723750529413231,1
mdf,ps,Modern world,-0.027222624643887857,2
udm,ab,Speech and language,-0.02721775238523938,3
ku,cv,Motion,-0.027127137333265272,9
ja,lbe,The body,-0.026673839717461616,14
ml,lbe,Food and drink,-0.02659005147068294,3
mdf,cv,Possession,-0.026188070384827917,5
ku,ko,Clothing and grooming,-0.026015871553176348,8
ku,zh,Clothing and grooming,-0.026012751225419677,10
kn,ab,Sense perception,-0.025970640169013154,2
fi,lbe,Cognition,-0.025899525159752274,6
lv,lbe,Cognition,-0.025826723987756133,6
mdf,uk,Clothing and grooming,-0.02567930624229179,2
cv,ko,Basic actions and technology,-0.025365919662361718,24
vep,lbe,Food and drink,-0.025326370802100442,3
ps,ab,Cognition,-0.025240807309176962,2
sv,lbe,Possession,-0.02518784497869605,1
en,lbe,Cognition,-0.025156397527211646,6
ba,xal,Modern world,-0.025146952626935164,8
ps,de,The house,-0.02506288865044749,1
eu,lbe,Cognition,-0.025039223964525056,6
mrj,xal,Agriculture and vegetation,-0.02492464515051977,3
ja,lbe,The physical world,-0.02470188308052552,12
br,ab,The house,-0.02433185413018989,1
ja,ab,Cognition,-0.024064618507356323,2
udm,av,The body,-0.024052088594504008,11
la,ab,The house,-0.02391227965183084,1
mdf,uz,Possession,-0.02379912433070925,5
bn,ab,Emotions and values,-0.023511128368804764,2
uz,lbe,Possession,-0.023489141019692558,1
be,xal,Agriculture and vegetation,-0.023443569622825525,3
lbe,zh,Miscellaneous function words,-0.023349318986907414,7
xal,lez,Modern world,-0.023344982230090995,9
ml,lbe,Cognition,-0.023220088249317705,5
mdf,ru,Modern world,-0.023105105478626098,2
mdf,bg,Clothing and grooming,-0.02298466956885691,3
cy,xal,Agriculture and vegetation,-0.022949905107842533,3
sah,av,Motion,-0.022881667841208743,13
pt,lbe,The physical world,-0.022821305478235583,13
mhr,de,The body,-0.02270691442251184,1
ro,lbe,The body,-0.022705854523306552,14
ps,ab,Agriculture and vegetation,-0.02260069947272161,1
cy,ab,Speech and language,-0.022597608926476408,4
xal,kn,Food and drink,-0.022476407744106794,8
uz,xal,Sense perception,-0.022461675819390077,13
is,lbe,Emotions and values,-0.022457622583943536,2
mrj,lez,The house,-0.022397674994386087,1
te,ab,Agriculture and vegetation,-0.022395818028559486,1
myv,cv,Emotions and values,-0.02237946535469736,9
mdf,ro,Modern world,-0.022186861800292487,4
mdf,ko,Animals,-0.022181213839748814,5
mn,lbe,Miscellaneous function words,-0.0221416441813003,7
mhr,sah,Possession,-0.02212925116406337,1
kk,ab,Animals,-0.02209421298414484,2
xal,lez,Speech and language,-0.022079058305075436,9
kn,ab,The physical world,-0.022028906977326387,9
myv,os,Clothing and grooming,-0.021981009543214126,2
kv,xal,Time,-0.02196485968472243,15
xal,ta,Motion,-0.021935482825762482,3
ku,av,Agriculture and vegetation,-0.02188402601067786,3
xal,te,Cognition,-0.021740885542406784,6
eu,lbe,Possession,-0.02143991928281997,1
mhr,ko,The house,-0.02132949969391925,1
uz,lbe,Agriculture and vegetation,-0.021305104917138402,4
ka,lbe,The physical world,-0.021274474613227408,14
es,lbe,The house,-0.021203097500766516,3
xal,kn,The body,-0.021174322007551656,20
ku,de,Modern world,-0.02113859408134379,1
os,uz,Clothing and grooming,-0.0210037716608297,2
kv,cv,Miscellaneous function words,-0.020993205924437233,5
mdf,ka,Modern world,-0.020913740253182277,2
mrj,cv,The house,-0.020838414759418254,1
de,lbe,Possession,-0.020815318961813208,1
it,lez,The house,-0.020808002970219185,5
mdf,lez,Food and drink,-0.020615971125975876,8
ps,xal,The house,-0.020540378079475292,4
mdf,az,Clothing and grooming,-0.0204513575610931,2
mdf,cv,Quantity,-0.020369185399924446,7
tr,lbe,Cognition,-0.020358480337613727,8
os,ta,Clothing and grooming,-0.020329150086471622,5
mdf,cv,Motion,-0.020319933079387946,4
es,ab,The house,-0.02020550997549525,1
ja,lbe,Possession,-0.02018670353753911,1
kv,xal,Social and political relations,-0.020185858052541385,9
lbe,ce,Cognition,-0.020121990435107578,5
sah,ab,The body,-0.019975027336964383,11
xal,ta,Cognition,-0.019957862424471534,5
kv,ja,The house,-0.01992948107890868,3
kn,ab,Cognition,-0.019878007429506135,4
kn,ab,Social and political relations,-0.019809943963968464,7
fi,os,Clothing and grooming,-0.019789093219771035,5
ca,xal,Food and drink,-0.019778834145793567,8
pt,ab,Agriculture and vegetation,-0.019662262432806568,1
lbe,zh,The body,-0.01964071517989478,14
sv,lbe,Emotions and values,-0.01956749205639016,2
cv,ml,Speech and language,-0.01949977812672115,8
la,lbe,Clothing and grooming,-0.01948882251008143,1
cy,lbe,Cognition,-0.019473908274324474,5
ja,lbe,Spatial relations,-0.019443383890923274,6
myv,uz,Motion,-0.019441635237971128,1
mhr,cs,The house,-0.01932341275614003,1
xal,av,Modern world,-0.019256528199321003,4
uk,lbe,Food and drink,-0.019239466873336986,3
xal,zh,Emotions and values,-0.01911802741170768,15
cv,zh,Motion,-0.01907690856140304,18
kv,de,Social and political relations,-0.019025543166614155,1
sv,lbe,Food and drink,-0.019012834715905307,3
bn,xal,Social and political relations,-0.0189926651064869,10
da,lbe,Possession,-0.018855738877708115,1
ta,ab,Speech and language,-0.018830935397364582,4
ro,lez,The house,-0.018808468712565928,6
lbe,zh,Clothing and grooming,-0.018664037005502482,1
ko,ab,Sense perception,-0.01834747506690445,2
kv,av,Clothing and grooming,-0.018185132965160517,1
os,av,The house,-0.018167527840989246,2
bn,xal,Motion,-0.018156621735676243,4
mhr,nl,Motion,-0.0180123467908697,1
hr,lbe,Cognition,-0.01793091215232875,7
udm,cv,Clothing and grooming,-0.017906482136481862,1
os,ko,Food and drink,-0.017760123862237635,11
ab,zh,Emotions and values,-0.017640942949040547,2
ga,xal,The house,-0.017554315303789897,5
kv,xal,The body,-0.017523517916082476,13
xal,zh,Agriculture and vegetation,-0.017485216862570218,3
mn,lez,The house,-0.017409952203251748,5
ga,xal,Social and political relations,-0.017317517829575555,12
os,ml,Clothing and grooming,-0.017300336707152003,4
tt,xal,Social and political relations,-0.01726748139633955,12
no,lbe,Emotions and values,-0.017211780102883045,2
lbe,zh,Motion,-0.01720278947080286,3
ku,ta,Clothing and grooming,-0.01719492685906158,7
fa,xal,Food and drink,-0.017099297388814473,8
ab,zh,Sense perception,-0.017092534379365858,2
ba,ab,Kinship,-0.01699669655073281,7
it,ab,Modern world,-0.016960526635467862,3
mhr,sv,Speech and language,-0.016903300139100293,6
mrj,kv,Kinship,-0.016894907969938523,10
mhr,tr,Possession,-0.01674154041994319,1
ab,zh,Spatial relations,-0.016588933941432096,13
kv,br,Miscellaneous function words,-0.01651284382019996,3
os,ba,Clothing and grooming,-0.016480253151849644,4
et,lbe,The body,-0.01647141224030408,16
mdf,cv,Speech and language,-0.016391797993176332,4
ga,lez,The house,-0.016326943568078994,5
bg,lbe,Cognition,-0.016314838456574964,7
ce,zh,Modern world,-0.016226184383113598,21
ta,ab,Spatial relations,-0.01613713334598182,12
mdf,ga,The house,-0.016068794725638564,4
de,ce,Animals,-0.016063867416550002,1
pt,lbe,Clothing and grooming,-0.016055613285236886,1
en,xal,Social and political relations,-0.01604438227206526,11
kv,sah,The house,-0.016030249644882283,3
mdf,bg,Animals,-0.015942917344934082,5
udm,uz,The house,-0.015807403592149938,6
kv,xal,Sense perception,-0.015768259690734487,9
tt,xal,Clothing and grooming,-0.01565684504988332,8
cv,xal,Social and political relations,-0.015652762332747004,8
ba,xal,Kinship,-0.015648606453507737,14
mrj,ku,Clothing and grooming,-0.01562872640653067,7
is,lez,The house,-0.015622629679004334,5
os,xal,Clothing and grooming,-0.015550149635575342,4
udm,ja,Clothing and grooming,-0.015525367733645642,6
os,sv,Clothing and grooming,-0.01526329491367153,6
mdf,pl,Modern world,-0.015175191620643926,2
sq,ab,Emotions and values,-0.015136827831214693,2
mdf,av,Speech and language,-0.01510508743151012,7
uz,cv,Speech and language,-0.015045749182187328,4
cv,xal,Motion,-0.014980159445080507,3
mdf,hy,Clothing and grooming,-0.01493476450621286,2
de,tt,Agriculture and vegetation,-0.014865540685585604,2
xal,zh,Possession,-0.014820184889625174,4
et,lbe,Cognition,-0.014784070269079201,7
sk,lbe,Miscellaneous function words,-0.014782991906119505,7
udm,xal,Time,-0.014555260933334575,22
kv,ca,Miscellaneous function words,-0.014534033185784117,6
os,sq,Clothing and grooming,-0.014483436372009226,7
mdf,kn,Clothing and grooming,-0.014482067492699126,2
ku,xal,Cognition,-0.014467339002219526,5
mdf,lv,Modern world,-0.014386480949563383,2
bn,xal,Clothing and grooming,-0.014338068344720342,4
te,ab,Animals,-0.014334969469148029,2
mdf,lt,Animals,-0.014276870054852198,5
ga,lbe,Miscellaneous function words,-0.014228590504004643,6
ca,lbe,Emotions and values,-0.01416066465937093,2
xal,kn,Motion,-0.014067462563037019,5
ab,ar,Emotions and values,-0.013973874371614452,2
ja,ab,Basic actions and technology,-0.013951111057288945,12
ku,ab,Time,-0.01390762469003034,12
lbe,he,The body,-0.01390619691773008,14
el,lbe,Clothing and grooming,-0.013854987083957928,1
ja,ab,Speech and language,-0.013831465752691445,4
ps,xal,Possession,-0.013804707789386549,6
