l1,l2,IDS_SEMANTICFIELD_l1,local_alignment
ab,zh,Quantity,0.12109709497196075
ab,zh,Sense perception,-0.017092534379365858
ab,zh,Social and political relations,0.02554334036320948
ab,zh,Spatial relations,-0.016588933941432096
ab,zh,Speech and language,0.02352756809749801
ab,zh,The body,0.012550339449793654
ab,zh,The house,0.004356656122917087
ab,zh,The physical world,-0.044985374836424494
ab,zh,Time,0.023506915816207875
ar,he,Agriculture and vegetation,0.1539860517059865
ar,he,Animals,0.2104316352644007
ar,he,Basic actions and technology,0.17172593131691896
ar,he,Clothing and grooming,0.292071297120679
ar,he,Cognition,0.1958513882273462
ar,he,Emotions and values,0.21424199987055362
ar,he,Food and drink,0.21566895123115082
ar,he,Kinship,0.3320372389461281
ar,he,Miscellaneous function words,0.32716877701555597
ar,he,Modern world,0.1860822499279975
ar,he,Motion,0.2156240899971067
ar,he,Possession,0.2417924067406178
ar,he,Quantity,0.5069914188255158
ar,he,Sense perception,0.23640686711843614
ar,he,Social and political relations,0.16059407407508275
ar,he,Spatial relations,0.224914785521263
ar,he,Speech and language,0.20308928178683894
ar,he,The body,0.18552991026488488
ar,he,The house,0.15714428140062067
ar,he,The physical world,0.2613289436878513
ar,he,Time,0.4507013495785203
ar,zh,Agriculture and vegetation,0.12293340449899919
ar,zh,Animals,0.18577782190745393
ar,zh,Basic actions and technology,0.13150463944786112
ar,zh,Clothing and grooming,0.2107168106227042
ar,zh,Cognition,0.1563230607715069
ar,zh,Emotions and values,0.17673562161490783
ar,zh,Food and drink,0.23103610886121345
ar,zh,Kinship,0.33440121278573404
ar,zh,Miscellaneous function words,0.2700241838808606
ar,zh,Modern world,0.15071590082936734
ar,zh,Motion,0.13225313897655955
ar,zh,Possession,0.15485509384723958
ar,zh,Quantity,0.40816698524334083
ar,zh,Sense perception,0.19705154840472708
ar,zh,Social and political relations,0.14745206396989255
ar,zh,Spatial relations,0.15103131828534233
ar,zh,Speech and language,0.20866794685331075
ar,zh,The body,0.15345812079153656
ar,zh,The house,0.09249089412680962
ar,zh,The physical world,0.19691447831426093
ar,zh,Time,0.41443223249071853
av,ar,Agriculture and vegetation,0.039423303089512605
av,ar,Animals,0.21018614398508426
av,ar,Basic actions and technology,0.11847398575738549
av,ar,Clothing and grooming,0.12022966204364793
av,ar,Cognition,0.05023037498604387
av,ar,Emotions and values,0.08575799465573153
av,ar,Food and drink,0.08689400525146207
av,ar,Kinship,0.22297230811383165
av,ar,Miscellaneous function words,0.1540738744171449
av,ar,Modern world,0.10028726808011215
av,ar,Motion,0.20880865972572496
av,ar,Possession,0.19321376913564633
av,ar,Quantity,0.37171966121546507
av,ar,Sense perception,0.1782716018665483
av,ar,Social and political relations,0.06599811297446197
av,ar,Spatial relations,0.13747481771842657
av,ar,Speech and language,0.1401517611081509
av,ar,The body,0.11099028358230821
av,ar,The house,0.05117598197450529
av,ar,The physical world,0.06865648893593143
av,ar,Time,0.4079593805193847
av,ce,Agriculture and vegetation,0.06191352137001096
av,ce,Animals,0.0842274963896418
av,ce,Basic actions and technology,0.16157400130351612
av,ce,Clothing and grooming,0.03026029533624155
av,ce,Cognition,0.06803168300685815
av,ce,Emotions and values,0.12360158316607707
av,ce,Food and drink,0.04663176457456339
av,ce,Kinship,0.0783066997632968
av,ce,Miscellaneous function words,0.01619536021529839
av,ce,Modern world,0.05320495476581251
av,ce,Motion,0.19473146076343148
av,ce,Possession,0.19803930094455965
av,ce,Quantity,0.28312095201674137
av,ce,Sense perception,0.13260649270944364
av,ce,Social and political relations,0.059824889905774725
av,ce,Spatial relations,0.08888968204086
av,ce,Speech and language,0.10135391372992764
av,ce,The body,0.08215614275278871
av,ce,The house,0.011376592375637472
av,ce,The physical world,0.020749372823744547
av,ce,Time,0.2748098081754902
av,he,Agriculture and vegetation,0.10734374044261097
av,he,Animals,0.1434474159699832
av,he,Basic actions and technology,0.17354079754074422
av,he,Clothing and grooming,0.024690694826224935
av,he,Cognition,0.0930627850608339
av,he,Emotions and values,0.05460952000234043
av,he,Food and drink,0.13432707199818103
av,he,Kinship,0.120698883660629
av,he,Miscellaneous function words,0.11920230785376812
av,he,Modern world,0.018480036145284477
av,he,Motion,0.24942641501442453
av,he,Possession,0.18992616877879429
av,he,Quantity,0.3532066728407129
av,he,Sense perception,0.11434709542181105
av,he,Social and political relations,0.06317798747126913
av,he,Spatial relations,0.09776778142821263
av,he,Speech and language,0.07435765127695387
av,he,The body,0.08436038191155958
av,he,The house,0.13096331649216222
av,he,The physical world,0.08178059821996228
av,he,Time,0.310279754430527
av,lbe,Agriculture and vegetation,0.1408145053313841
av,lbe,Animals,0.20766887901689052
av,lbe,Basic actions and technology,0.23299303975025848
av,lbe,Clothing and grooming,0.10603281330463184
av,lbe,Cognition,0.007127177255373401
av,lbe,Emotions and values,0.10892155897656099
av,lbe,Food and drink,0.16497132298599337
av,lbe,Kinship,0.15474125032138564
av,lbe,Miscellaneous function words,0.11003120554233142
av,lbe,Modern world,-0.26373459223385937
av,lbe,Motion,0.1980255628752116
av,lbe,Quantity,0.08165143374597676
av,lbe,Sense perception,0.1989264233143525
av,lbe,Social and political relations,0.13726486743096344
av,lbe,Spatial relations,0.15410596343234473
av,lbe,Speech and language,0.18202906763943227
av,lbe,The body,0.13182707946865252
av,lbe,The house,0.22526949585871947
av,lbe,The physical world,0.11440896231171058
av,lbe,Time,0.16219204232703976
av,lez,Agriculture and vegetation,0.03437633484014147
av,lez,Animals,0.13179316667272262
av,lez,Basic actions and technology,0.18554243571258575
av,lez,Clothing and grooming,0.06571816450702841
av,lez,Cognition,0.1146657954739851
av,lez,Emotions and values,0.08645893271787261
av,lez,Food and drink,0.08752652798609734
av,lez,Kinship,0.13892033138428336
av,lez,Miscellaneous function words,0.10055088925415462
av,lez,Modern world,0.039948927408771
av,lez,Motion,0.15454856893992452
av,lez,Possession,0.17295245675320434
av,lez,Quantity,0.2734972779106547
av,lez,Sense perception,0.10596326097367745
av,lez,Social and political relations,0.13175940025263924
av,lez,Spatial relations,0.11424662393165652
av,lez,Speech and language,0.10159852458828508
av,lez,The body,0.07027416098445126
av,lez,The house,0.0803982975521919
av,lez,The physical world,0.021200942112857033
av,lez,Time,0.35850554390522427
av,zh,Agriculture and vegetation,-0.008505436280937664
av,zh,Animals,0.05782906478174427
av,zh,Basic actions and technology,0.0937763919743454
av,zh,Clothing and grooming,-0.006876838156770225
av,zh,Cognition,0.05020607644473443
av,zh,Emotions and values,0.055663551496513766
av,zh,Food and drink,0.07987604691036411
av,zh,Kinship,0.14400342283362402
av,zh,Miscellaneous function words,0.05627590060583617
av,zh,Modern world,0.0573939996884739
av,zh,Motion,0.09256429963176359
av,zh,Possession,0.12275390988992674
av,zh,Quantity,0.19233426241019927
av,zh,Sense perception,0.0673466418966798
av,zh,Social and political relations,0.05070444586460712
av,zh,Spatial relations,0.022077568044032634
av,zh,Speech and language,0.0397376452789053
av,zh,The body,0.06948766505081627
av,zh,The house,-0.06894177461404967
av,zh,The physical world,-0.0007032802503507864
av,zh,Time,0.21748052659587164
az,ab,Agriculture and vegetation,0.04079522352334684
az,ab,Animals,0.09488999550604478
az,ab,Basic actions and technology,0.25499299567970124
az,ab,Cognition,0.09744876004212613
az,ab,Emotions and values,0.06838731247364536
az,ab,Kinship,0.09831776689487161
az,ab,Miscellaneous function words,0.10662997698043773
az,ab,Modern world,0.044997637658017196
az,ab,Motion,0.21098962287130874
az,ab,Possession,0.22221321340335815
az,ab,Quantity,0.16918088727397881
az,ab,Sense perception,0.1131972122794297
az,ab,Social and political relations,0.13377415447486823
az,ab,Spatial relations,0.09116814474242114
az,ab,Speech and language,0.1593212885906909
az,ab,The body,0.07290170287508511
az,ab,The house,-0.0045984471238584715
az,ab,The physical world,0.06385157750714908
az,ab,Time,0.0797871274301362
az,ar,Agriculture and vegetation,0.21294666008517
az,ar,Animals,0.2541888388543361
az,ar,Basic actions and technology,0.1599028482952184
az,ar,Clothing and grooming,0.25717062348054415
az,ar,Cognition,0.19589490063375703
az,ar,Emotions and values,0.23745261175380888
az,ar,Food and drink,0.2873239776353896
az,ar,Kinship,0.40860076078391394
az,ar,Miscellaneous function words,0.38221436403109466
az,ar,Modern world,0.1823103004919307
az,ar,Motion,0.17200764837762955
az,ar,Possession,0.1902455778595008
az,ar,Quantity,0.5051191881774734
az,ar,Sense perception,0.2994371105934536
az,ar,Social and political relations,0.21941006191953752
az,ar,Spatial relations,0.23493418191861407
az,ar,Speech and language,0.24264054147430372
az,ar,The body,0.19707767071640347
az,ar,The house,0.13905705427908313
az,ar,The physical world,0.2594830964722042
az,ar,Time,0.3197047219862767
az,av,Agriculture and vegetation,0.034645724313728865
az,av,Animals,0.23473010115910814
az,av,Basic actions and technology,0.30428653182238097
az,av,Clothing and grooming,0.0404910598878314
az,av,Cognition,0.13933292122685723
az,av,Emotions and values,0.10942668944497853
az,av,Food and drink,0.11612903423040044
az,av,Kinship,0.1671680022349811
az,av,Miscellaneous function words,0.10959351657261678
az,av,Modern world,0.037068303881332504
az,av,Motion,0.32352446076590646
az,av,Possession,0.3825444160105387
az,av,Quantity,0.40021474977986154
az,av,Sense perception,0.2646703015648476
az,av,Social and political relations,0.13124812026661659
az,av,Spatial relations,0.15856828369184622
az,av,Speech and language,0.13448979673815034
az,av,The body,0.1616242258561552
az,av,The house,0.1497271805381341
az,av,The physical world,0.11787815277273436
az,av,Time,0.16091764611393283
az,ba,Agriculture and vegetation,0.22737465514333613
az,ba,Animals,0.28995312679749286
az,ba,Basic actions and technology,0.17959258965957944
az,ba,Clothing and grooming,0.18640902240026755
az,ba,Cognition,0.2244574491515053
az,ba,Emotions and values,0.21355980576394942
az,ba,Food and drink,0.25387145078436524
az,ba,Kinship,0.29456230230893954
az,ba,Miscellaneous function words,0.3212302155270997
az,ba,Modern world,0.20882203368266564
az,ba,Motion,0.20890948417620567
az,ba,Possession,0.21209377406869187
az,ba,Quantity,0.4088600124878396
az,ba,Sense perception,0.21276006545702347
az,ba,Social and political relations,0.22165723052773928
az,ba,Spatial relations,0.25065493584584275
az,ba,Speech and language,0.2671282591283154
az,ba,The body,0.26979945558153007
az,ba,The house,0.13919568149080447
az,ba,The physical world,0.2141909617048245
az,ba,Time,0.2573010820161449
az,ce,Agriculture and vegetation,0.08508708123139655
az,ce,Animals,0.15461261240074062
az,ce,Basic actions and technology,0.1541420611523938
az,ce,Clothing and grooming,0.12581086841175593
az,ce,Cognition,0.16605401052923122
az,ce,Emotions and values,0.12612681092040565
az,ce,Food and drink,0.15190954491456368
az,ce,Kinship,0.28347129241701147
az,ce,Miscellaneous function words,0.2435937830626196
az,ce,Modern world,0.11148468239181353
az,ce,Motion,0.1234270148604677
az,ce,Possession,0.1820285294218582
az,ce,Quantity,0.3148823351177984
az,ce,Sense perception,0.16165683263412234
az,ce,Social and political relations,0.16172251160063683
az,ce,Spatial relations,0.18449171892281105
az,ce,Speech and language,0.08178404843776278
az,ce,The body,0.1071645197102063
az,ce,The house,0.0217945518369569
az,ce,The physical world,0.11030332797135003
az,ce,Time,0.16573720207278467
az,cv,Agriculture and vegetation,0.14530547572040847
az,cv,Animals,0.2603052863014219
az,cv,Basic actions and technology,0.050548514284379266
az,cv,Clothing and grooming,0.16754956744518215
az,cv,Cognition,0.093722246408848
az,cv,Emotions and values,0.15860050996874997
az,cv,Food and drink,0.3597399757030657
az,cv,Kinship,0.30513597047490815
az,cv,Miscellaneous function words,0.4686552871481856
az,cv,Modern world,0.14245363887355975
az,cv,Motion,0.03154393891195165
az,cv,Possession,0.14054761134986224
az,cv,Quantity,0.24902624118075847
az,cv,Sense perception,0.15629442635966453
az,cv,Social and political relations,0.14480189851888506
az,cv,Spatial relations,0.1626840370357883
az,cv,Speech and language,0.1317921072258313
az,cv,The body,0.13558009630523996
az,cv,The house,0.10522797761524481
az,cv,The physical world,0.1084179995465541
az,cv,Time,0.1414229344206568
az,eu,Agriculture and vegetation,0.2620031135964546
az,eu,Animals,0.30252774748369565
az,eu,Basic actions and technology,0.18369994188534466
az,eu,Clothing and grooming,0.21551068950822388
az,eu,Cognition,0.28749217922768333
az,eu,Emotions and values,0.23691498082137277
az,eu,Food and drink,0.23688369131393466
az,eu,Kinship,0.42830412279227215
az,eu,Miscellaneous function words,0.3203075997385105
az,eu,Modern world,0.2408115879696116
az,eu,Motion,0.1863430937891311
az,eu,Possession,0.27361860299725255
az,eu,Quantity,0.4235257313303328
az,eu,Sense perception,0.26091379509120666
az,eu,Social and political relations,0.2664432224630022
az,eu,Spatial relations,0.312632225556527
az,eu,Speech and language,0.28877911557070957
az,eu,The body,0.25645454061192235
az,eu,The house,0.2037398115411547
az,eu,The physical world,0.26923285649251133
az,eu,Time,0.2803951535335715
az,he,Agriculture and vegetation,0.11400963984066634
az,he,Animals,0.2612768490927007
az,he,Basic actions and technology,0.15675575559004795
az,he,Clothing and grooming,0.20043782432687665
az,he,Cognition,0.21765507218497954
az,he,Emotions and values,0.1962214847880743
az,he,Food and drink,0.2189065958400631
az,he,Kinship,0.3296033436358708
az,he,Miscellaneous function words,0.3673254009005393
az,he,Modern world,0.17707501621610225
az,he,Motion,0.15817537102884374
az,he,Possession,0.2082056173056611
az,he,Quantity,0.5252680896502193
az,he,Sense perception,0.21088478927847734
az,he,Social and political relations,0.17841808951168567
az,he,Spatial relations,0.24172534675060856
az,he,Speech and language,0.12915729517599173
az,he,The body,0.1786207890450519
az,he,The house,0.1244030721660239
az,he,The physical world,0.238316928192537
az,he,Time,0.24681272080536532
az,ja,Agriculture and vegetation,0.16659960731170328
az,ja,Animals,0.22476480120333492
az,ja,Basic actions and technology,0.12320871124062988
az,ja,Clothing and grooming,0.17127646136471728
az,ja,Cognition,0.2262698713820908
az,ja,Emotions and values,0.1647120897393764
az,ja,Food and drink,0.19695658903091762
az,ja,Kinship,0.2801600711224023
az,ja,Miscellaneous function words,0.35614366377110745
az,ja,Modern world,0.13858224710668704
az,ja,Motion,0.143428395302359
az,ja,Possession,0.1838661853141001
az,ja,Quantity,0.4235915575314278
az,ja,Sense perception,0.19304007987042862
az,ja,Social and political relations,0.1705759821343377
az,ja,Spatial relations,0.17299076669729382
az,ja,Speech and language,0.15196386790267258
az,ja,The body,0.18708848382746318
az,ja,The house,0.09066253558880982
az,ja,The physical world,0.18855589473760342
az,ja,Time,0.2746025490209697
az,ka,Agriculture and vegetation,0.24500832834360906
az,ka,Animals,0.30513943946416194
az,ka,Basic actions and technology,0.18288300883715006
az,ka,Clothing and grooming,0.17838237730301867
az,ka,Cognition,0.26848748369570447
az,ka,Emotions and values,0.25758085367957645
az,ka,Food and drink,0.2514545700322332
az,ka,Kinship,0.42017254147314037
az,ka,Miscellaneous function words,0.3500789966289825
az,ka,Modern world,0.20204706484050847
az,ka,Motion,0.18416606728914212
az,ka,Possession,0.28805335171752516
az,ka,Quantity,0.5420041870342336
az,ka,Sense perception,0.2877807543675982
az,ka,Social and political relations,0.2549295334439951
az,ka,Spatial relations,0.26513436062675777
az,ka,Speech and language,0.2649241704334673
az,ka,The body,0.22936103648641837
az,ka,The house,0.22426321983847902
az,ka,The physical world,0.2738704393494739
az,ka,Time,0.29154886295458804
az,kk,Agriculture and vegetation,0.26670555488923986
az,kk,Animals,0.3179706670658421
az,kk,Basic actions and technology,0.17978697722853135
az,kk,Clothing and grooming,0.2611581328909493
az,kk,Cognition,0.2747134271881194
az,kk,Emotions and values,0.25170257275823665
az,kk,Food and drink,0.2955970536910005
az,kk,Kinship,0.3471510450240943
az,kk,Miscellaneous function words,0.2916507095767521
az,kk,Modern world,0.20602087826450413
az,kk,Motion,0.21513236880638856
az,kk,Possession,0.2355376962045677
az,kk,Quantity,0.5281352130449543
az,kk,Sense perception,0.25331466471991465
az,kk,Social and political relations,0.22771529485422684
az,kk,Spatial relations,0.20220673569632266
az,kk,Speech and language,0.27470833331263944
az,kk,The body,0.26005920162497637
az,kk,The house,0.16762237430868507
az,kk,The physical world,0.24541426692646034
az,kk,Time,0.31288442956065304
az,kn,Agriculture and vegetation,0.24471133064035358
az,kn,Animals,0.32859823692908224
az,kn,Basic actions and technology,0.15786723278072817
az,kn,Clothing and grooming,0.17333680040792393
az,kn,Cognition,0.2589241685071145
az,kn,Emotions and values,0.2525490727833122
az,kn,Food and drink,0.19251978143736573
az,kn,Kinship,0.41679853986856574
az,kn,Miscellaneous function words,0.39324952680456876
az,kn,Modern world,0.16638572547147482
az,kn,Motion,0.1448065983656851
az,kn,Possession,0.20874443182825106
az,kn,Quantity,0.5117079480409326
az,kn,Sense perception,0.24252041007530947
az,kn,Social and political relations,0.22633561356261822
az,kn,Spatial relations,0.2169866740183321
az,kn,Speech and language,0.25352404663690664
az,kn,The body,0.25863184111310367
az,kn,The house,0.2073634410569582
az,kn,The physical world,0.22237482909816
az,kn,Time,0.26232261494736075
az,ko,Agriculture and vegetation,0.18663099670578975
az,ko,Animals,0.23171584484880672
az,ko,Basic actions and technology,0.18836132516788184
az,ko,Clothing and grooming,0.14668375155048988
az,ko,Cognition,0.2521834931895025
az,ko,Emotions and values,0.23744700611845357
az,ko,Food and drink,0.21308200107308217
az,ko,Kinship,0.3990100180949337
az,ko,Miscellaneous function words,0.3881355951740895
az,ko,Modern world,0.16469522706237802
az,ko,Motion,0.1675064022408899
az,ko,Possession,0.23862518856448212
az,ko,Quantity,0.37688440867671685
az,ko,Sense perception,0.23726097232892976
az,ko,Social and political relations,0.2206564643835339
az,ko,Spatial relations,0.2433882171239884
az,ko,Speech and language,0.20051285243886172
az,ko,The body,0.23436349281364313
az,ko,The house,0.1358338030960519
az,ko,The physical world,0.20946116099421572
az,ko,Time,0.2826019622134643
az,lbe,Agriculture and vegetation,0.09835074711171582
az,lbe,Animals,0.180185555148283
az,lbe,Basic actions and technology,0.2065139810152367
az,lbe,Clothing and grooming,0.039839322338324726
az,lbe,Cognition,-0.0027558964842690123
az,lbe,Emotions and values,0.15465693019904148
az,lbe,Food and drink,0.01592023141889561
az,lbe,Kinship,0.09102415041173485
az,lbe,Miscellaneous function words,0.08239662385743296
az,lbe,Modern world,0.13088580900719018
az,lbe,Motion,0.18824069947408567
az,lbe,Possession,0.07505239781102524
az,lbe,Quantity,0.29764436497514263
az,lbe,Sense perception,0.15802494111046464
az,lbe,Social and political relations,0.09032667255101914
az,lbe,Spatial relations,0.06559733290882436
az,lbe,Speech and language,0.03131302629135784
az,lbe,The body,0.03117192319095903
az,lbe,The house,-0.03769910847197717
az,lbe,The physical world,0.055467149479431654
az,lbe,Time,0.0980700544595838
az,lez,Agriculture and vegetation,0.07713549012965662
az,lez,Animals,0.18689460510947686
az,lez,Basic actions and technology,0.22529942535450642
az,lez,Clothing and grooming,0.19522397837573593
az,lez,Cognition,0.2173468481901912
az,lez,Emotions and values,0.12341094609065688
az,lez,Food and drink,0.1080953958115343
az,lez,Kinship,0.18699086620171823
az,lez,Miscellaneous function words,0.16936665490804131
az,lez,Modern world,0.11708990694906306
az,lez,Motion,0.2451116566613039
az,lez,Possession,0.22163267509123885
az,lez,Quantity,0.23509553815238685
az,lez,Sense perception,0.18724462856458268
az,lez,Social and political relations,0.15576434035364817
az,lez,Spatial relations,0.15824784035496567
az,lez,Speech and language,0.15819418097869645
az,lez,The body,0.09329506666898428
az,lez,The house,0.07227490186707962
az,lez,The physical world,0.10708362658541506
az,lez,Time,0.13041379175040563
az,ml,Agriculture and vegetation,0.19584127300934395
az,ml,Animals,0.34346617596467055
az,ml,Basic actions and technology,0.17282500154605993
az,ml,Clothing and grooming,0.13675391354334063
az,ml,Cognition,0.27092222748703015
az,ml,Emotions and values,0.27173248411732476
az,ml,Food and drink,0.21970808319196877
az,ml,Kinship,0.4081494788499935
az,ml,Miscellaneous function words,0.30044651454348237
az,ml,Modern world,0.151121926713059
az,ml,Motion,0.18112232608528545
az,ml,Possession,0.1948196547190396
az,ml,Quantity,0.5176943438108472
az,ml,Sense perception,0.2679482398006333
az,ml,Social and political relations,0.21134835759496406
az,ml,Spatial relations,0.22479277491993752
az,ml,Speech and language,0.20265766015737227
az,ml,The body,0.2510141004794455
az,ml,The house,0.14682985958271522
az,ml,The physical world,0.23154396564854787
az,ml,Time,0.27316839273461907
az,mn,Agriculture and vegetation,0.17843801606988474
az,mn,Animals,0.21666782246421437
az,mn,Basic actions and technology,0.13640820332932252
az,mn,Clothing and grooming,0.17505468231410942
az,mn,Cognition,0.24483487147441796
az,mn,Emotions and values,0.21710245242095547
az,mn,Food and drink,0.20971425876019847
az,mn,Kinship,0.40407803848542684
az,mn,Miscellaneous function words,0.33316585683396516
az,mn,Modern world,0.2152562105672362
az,mn,Motion,0.1476766159779177
az,mn,Possession,0.21558298044704216
az,mn,Quantity,0.27874697280713945
az,mn,Sense perception,0.20518530809519647
az,mn,Social and political relations,0.22810735363291756
az,mn,Spatial relations,0.18112165573323832
az,mn,Speech and language,0.22064515139376753
az,mn,The body,0.21132950213563562
az,mn,The house,0.1245870210642605
az,mn,The physical world,0.1793002498890524
az,mn,Time,0.2618930161197485
az,sah,Agriculture and vegetation,0.14452904692996435
az,sah,Animals,0.15635902143627994
az,sah,Basic actions and technology,0.10660863706219145
az,sah,Clothing and grooming,0.1099695078376229
az,sah,Cognition,0.1787971302187795
az,sah,Emotions and values,0.20764769888634718
az,sah,Food and drink,0.19482027645266525
az,sah,Kinship,0.2844204728978386
az,sah,Miscellaneous function words,0.23283962966457955
az,sah,Modern world,0.15816582514990923
az,sah,Motion,0.07769928467388529
az,sah,Possession,0.20060192091912693
az,sah,Quantity,0.3626085763978492
az,sah,Sense perception,0.1752936483526154
az,sah,Social and political relations,0.16165373095578725
az,sah,Spatial relations,0.16309196731238765
az,sah,Speech and language,0.12819552012854749
az,sah,The body,0.12512523879650975
az,sah,The house,0.14542664299038188
az,sah,The physical world,0.16026450446923332
az,sah,Time,0.21822422192023955
az,ta,Agriculture and vegetation,0.21624873548258963
az,ta,Animals,0.31059129665302526
az,ta,Basic actions and technology,0.15476921638455918
az,ta,Clothing and grooming,0.15952228433920307
az,ta,Cognition,0.28280202323839465
az,ta,Emotions and values,0.24655075801623327
az,ta,Food and drink,0.2763185376140948
az,ta,Kinship,0.39653844061529575
az,ta,Miscellaneous function words,0.37942754071976337
az,ta,Modern world,0.2024664223271136
az,ta,Motion,0.11241733454287788
az,ta,Possession,0.2230851330393341
az,ta,Quantity,0.5304689177310609
az,ta,Sense perception,0.24464375656587614
az,ta,Social and political relations,0.23065729767033177
az,ta,Spatial relations,0.23798467641009108
az,ta,Speech and language,0.216894909955569
az,ta,The body,0.2846486011003849
az,ta,The house,0.12948136155372825
az,ta,The physical world,0.24701005695236972
az,ta,Time,0.2791645542018407
az,te,Agriculture and vegetation,0.14815321122348823
az,te,Animals,0.29855299535678403
az,te,Basic actions and technology,0.18096030792382417
az,te,Clothing and grooming,0.16182732024161733
az,te,Cognition,0.22855423912561915
az,te,Emotions and values,0.25333078270150594
az,te,Food and drink,0.26074161383088396
az,te,Kinship,0.39498063479976087
az,te,Miscellaneous function words,0.4083537645989016
az,te,Modern world,0.1494231428405581
az,te,Motion,0.16184040554912768
az,te,Possession,0.21338629441030735
az,te,Quantity,0.38081508049718393
az,te,Sense perception,0.2557566283538698
az,te,Social and political relations,0.16380190463702438
az,te,Spatial relations,0.2255178382323168
az,te,Speech and language,0.13881028628099162
az,te,The body,0.23873206874370256
az,te,The house,0.1638761419387254
az,te,The physical world,0.21241178214208514
az,te,Time,0.21503194312627388
az,tt,Agriculture and vegetation,0.207667528112861
az,tt,Animals,0.2802120897886624
az,tt,Basic actions and technology,0.15357562160646757
az,tt,Clothing and grooming,0.18079879711989238
az,tt,Cognition,0.2533679573225413
az,tt,Emotions and values,0.2429742600981568
az,tt,Food and drink,0.257493099053997
az,tt,Kinship,0.2762418149635836
az,tt,Miscellaneous function words,0.3063606101653557
az,tt,Modern world,0.2353468707735387
az,tt,Motion,0.17553278999247793
az,tt,Possession,0.21232467441025438
az,tt,Quantity,0.5025271189954509
az,tt,Sense perception,0.18411329522327677
az,tt,Social and political relations,0.2061582258605846
az,tt,Spatial relations,0.22387855461325898
az,tt,Speech and language,0.21806047108495205
az,tt,The body,0.16789303652946125
az,tt,The house,0.12109954473272147
az,tt,The physical world,0.17813103585451123
