l1,l2,IDS_SEMANTICFIELD_l1,local_alignment,comparison_count
uz,ka,Motion,0.11444071131890589,4
sv,he,Speech and language,0.1145095210751461,23
ko,zh,Food and drink,0.1146755342226632,26
bg,ta,Motion,0.1152311778735242,34
ta,zh,Sense perception,0.11529437978143647,33
de,ta,Motion,0.11549671308173877,29
no,uz,Agriculture and vegetation,0.11564640759224949,17
ko,ja,Motion,0.11652827076175165,37
ko,zh,Animals,0.11663030042905462,38
et,de,Animals,0.11663848848980662,1
bg,he,The house,0.11673115561267858,23
tr,ja,The house,0.11708366245028304,26
pl,he,Speech and language,0.11715060463669169,22
en,ja,The house,0.11758701355061829,21
bg,ta,The house,0.11834912312694945,21
de,zh,Clothing and grooming,0.11837486815759748,5
de,he,Speech and language,0.11837689511573528,13
uz,ko,The house,0.11906026525925223,11
ta,ar,The house,0.11906997966837626,21
et,ja,The house,0.11912030438596438,21
en,ja,Modern world,0.11980551465149407,25
de,fr,Agriculture and vegetation,0.11992135536091723,2
uz,ja,Basic actions and technology,0.12042277332270328,38
fi,he,Agriculture and vegetation,0.12047422422648754,23
ko,zh,Emotions and values,0.12059017924286282,38
et,ar,The house,0.1207216302856934,23
ja,ka,Motion,0.12096592841474697,43
de,he,The house,0.12125809242549568,1
ko,zh,Sense perception,0.1213411845667605,46
no,he,Speech and language,0.12166321117116827,23
ko,zh,Motion,0.12166889907851879,40
ko,zh,Spatial relations,0.12184628516583962,57
nl,uz,Agriculture and vegetation,0.12197135533938827,16
hy,ta,Motion,0.12235974883428659,34
he,zh,Social and political relations,0.12239544047696413,30
hy,ja,Basic actions and technology,0.12240034028850047,103
sv,ta,Motion,0.12272372650028066,35
uk,ja,Modern world,0.12276832339803705,28
ta,he,Modern world,0.12281968082891585,23
de,pt,Animals,0.12285459667707453,2
ro,ta,Motion,0.12285870560786634,38
ar,zh,Agriculture and vegetation,0.12293340449899919,20
da,ja,The house,0.1231205710986871,21
be,ja,Modern world,0.12315290524740191,26
az,ja,Basic actions and technology,0.12320871124062988,96
be,ta,Modern world,0.12322366928627396,20
uz,zh,Motion,0.12371614440108977,5
fa,ta,Basic actions and technology,0.12371650542112769,62
da,zh,The house,0.1237434193073805,19
he,zh,Modern world,0.12386651088652281,29
ka,zh,Modern world,0.12397072939521615,24
uz,zh,Social and political relations,0.12402246794559908,16
bg,ja,Basic actions and technology,0.1240590220870775,97
kk,zh,Agriculture and vegetation,0.12414378606323197,22
kk,ja,Modern world,0.12422467098226438,28
uz,ta,Basic actions and technology,0.12425284634898023,35
el,ta,Basic actions and technology,0.12439694125382614,64
az,he,The house,0.1244030721660239,21
uz,ja,The house,0.12461992743191197,14
el,he,Speech and language,0.1252349275748805,21
ja,he,Agriculture and vegetation,0.12535862576015014,22
uz,ta,Social and political relations,0.12537860905088113,16
uz,zh,Basic actions and technology,0.1258528382963701,35
hi,ja,Agriculture and vegetation,0.1260424561194964,25
hu,uz,Motion,0.12615648544605568,5
ko,ka,Clothing and grooming,0.1263002785412886,18
ko,zh,Speech and language,0.12661303208637345,17
uz,zh,Possession,0.1267390384002049,10
cs,de,Agriculture and vegetation,0.12677878209418836,3
bg,ar,The house,0.12678251752851155,26
ko,ta,The house,0.1268592317427246,14
he,zh,The physical world,0.1269330017505907,72
el,de,Animals,0.1272407870979653,1
ko,zh,Modern world,0.12726337094565782,21
ta,zh,Social and political relations,0.1273974595558902,23
ko,he,Basic actions and technology,0.12758297428187187,85
de,zh,Modern world,0.12769580661056848,4
ta,zh,The house,0.12805040270439788,17
ta,zh,Clothing and grooming,0.12834978455246077,18
hy,ja,Emotions and values,0.12836337743416745,40
uz,ka,Clothing and grooming,0.12879557737943065,14
ko,he,Agriculture and vegetation,0.12885516153215837,19
az,zh,Modern world,0.12889064353391302,28
sv,az,Motion,0.12897204234996024,48
az,he,Speech and language,0.12915729517599173,21
uz,ja,Emotions and values,0.12929464051638334,20
uz,he,Emotions and values,0.12934233034033893,26
ko,he,The body,0.1293916005987409,76
uz,zh,Emotions and values,0.12943837654327653,25
az,ta,The house,0.12948136155372825,19
ca,uz,Speech and language,0.12966844440377542,9
uz,ja,Agriculture and vegetation,0.12981024073941377,16
uz,zh,Agriculture and vegetation,0.12993420895540048,14
ja,ta,Food and drink,0.13031236663950943,23
hy,ko,Clothing and grooming,0.13055459757544224,14
ja,ta,The house,0.13087665283649197,19
et,ko,Agriculture and vegetation,0.13102869816575852,21
ko,zh,Clothing and grooming,0.13114417735184572,18
de,ta,Basic actions and technology,0.1312318584637716,47
hr,ja,Agriculture and vegetation,0.13140204388742535,28
ar,zh,Basic actions and technology,0.13150463944786112,133
ja,ar,Motion,0.13150655544973844,72
ko,ar,Agriculture and vegetation,0.13159628823967712,19
uz,he,Agriculture and vegetation,0.131664610206449,15
ja,ta,Agriculture and vegetation,0.1317110974102225,17
kk,he,Agriculture and vegetation,0.13184952804958086,24
ko,he,The house,0.13210250151814454,15
fi,ja,Agriculture and vegetation,0.13221890713378642,25
ar,zh,Motion,0.13225313897655955,79
ja,ar,Possession,0.13228758175384195,23
et,ja,Agriculture and vegetation,0.1323249517417378,24
ta,ar,Basic actions and technology,0.1323801293024295,90
ta,zh,Speech and language,0.13276995291271776,18
et,uz,Agriculture and vegetation,0.1329159136948499,17
sv,uz,The house,0.1334267770686391,15
ja,he,Motion,0.13350041098131957,62
hi,sl,Time,0.13353551676336495,8
hr,uz,Modern world,0.13364548076269855,26
kk,ja,Motion,0.133662139139479,50
ja,ka,The house,0.13366539878178638,26
uz,ja,Food and drink,0.13374518033876648,18
no,ko,Modern world,0.13379290974461122,22
he,zh,Sense perception,0.1338175515049583,45
ta,he,The house,0.13385058711878553,18
kk,zh,Modern world,0.1338608781174393,27
be,de,Clothing and grooming,0.1338827622032371,2
de,az,Modern world,0.13401356483800977,2
ta,ar,Motion,0.13405159894085147,45
ta,zh,Spatial relations,0.13412541689052684,58
de,ja,Animals,0.1341888045615366,2
ko,zh,Basic actions and technology,0.1342654903280956,74
hy,ta,Basic actions and technology,0.1344970292291325,79
da,he,Speech and language,0.13472619334405542,24
ta,he,Basic actions and technology,0.1347515693230056,89
be,he,Social and political relations,0.1347943575971981,34
ko,ja,Modern world,0.13485441479924482,23
bg,ja,Agriculture and vegetation,0.13505254275803355,22
fa,uz,Agriculture and vegetation,0.1350563978826545,16
de,ta,Animals,0.13539779619125156,2
hy,ko,The house,0.1354402080945313,16
ru,ar,Agriculture and vegetation,0.1354554932688812,22
hy,sv,The house,0.13568690147696394,21
ja,zh,The physical world,0.1357721889934367,69
az,ko,The house,0.1358338030960519,15
no,he,Agriculture and vegetation,0.1359414348063032,23
ja,eu,Basic actions and technology,0.13601016257904303,100
de,ar,Modern world,0.13611020802471713,5
ja,zh,Modern world,0.13628979461346963,25
no,ar,Agriculture and vegetation,0.13634995805850905,23
uz,zh,Food and drink,0.13638674854205757,18
ta,ka,Basic actions and technology,0.13639920727449306,64
el,ja,Basic actions and technology,0.13644741655900505,80
hi,sl,Spatial relations,0.1365167552149201,16
he,zh,Spatial relations,0.13660693385663183,77
ca,ta,Motion,0.13662509895194708,38
hr,ja,Basic actions and technology,0.136639761047458,117
ca,uz,Social and political relations,0.1367406719773889,15
bg,kk,The house,0.13674701644923945,28
he,zh,The body,0.13689405679635874,87
hy,ja,Clothing and grooming,0.13715794825559435,24
ro,ta,The house,0.13716619113330755,21
ja,zh,Spatial relations,0.1372150638127096,55
et,ja,Modern world,0.13727227703162317,29
hy,ja,Agriculture and vegetation,0.137338336557676,21
ta,ka,Motion,0.13746092655817785,26
he,zh,Speech and language,0.1374811281591487,23
en,az,Motion,0.13755877195164057,44
kk,ja,Spatial relations,0.13759199617166848,65
kk,ja,Basic actions and technology,0.13760681067117528,121
ko,ar,Motion,0.1376944248625902,52
en,ta,Motion,0.13779535955352862,34
kk,zh,Motion,0.1378560382132373,58
de,uz,Spatial relations,0.13812047518751416,31
el,uz,Speech and language,0.138207846752577,11
el,ja,Agriculture and vegetation,0.1382764105479411,25
ja,ar,Modern world,0.13856568982442413,27
ja,he,Social and political relations,0.1385673885732493,28
az,ja,Modern world,0.13858224710668704,28
et,zh,Agriculture and vegetation,0.13869193066134888,20
en,ja,Basic actions and technology,0.13870498475810278,106
en,ta,Basic actions and technology,0.1388742575145992,77
sv,ar,The house,0.13895092145138205,24
el,zh,The house,0.13895492468765705,22
az,ar,The house,0.13905705427908313,24
hy,zh,Basic actions and technology,0.13913092362710333,113
de,he,Basic actions and technology,0.13914536075603826,95
ro,ja,The house,0.13929235949379393,25
da,ja,Basic actions and technology,0.13934809686613547,115
eu,zh,Basic actions and technology,0.13943246609603693,107
uz,ar,Emotions and values,0.1394441594730808,26
ta,he,Motion,0.13959269159795182,37
tr,ja,Modern world,0.13962948158842076,28
no,zh,The house,0.13966067705275134,22
uz,zh,The physical world,0.13970022280237576,40
da,de,Agriculture and vegetation,0.13977141311283484,2
ja,he,Modern world,0.1398913502254635,29
ko,he,Social and political relations,0.1399436963036565,28
ru,he,Speech and language,0.14005688369417146,23
kk,ko,Modern world,0.14018685637722708,26
uz,ko,Miscellaneous function words,0.14019122198363482,6
kk,ar,The house,0.14019564312393268,28
ko,he,Speech and language,0.1403262705608808,16
ka,zh,Agriculture and vegetation,0.14048068332868302,22
hy,zh,Agriculture and vegetation,0.14051620737045586,18
hi,ar,The house,0.14076727331055386,32
et,ar,Modern world,0.1410882809493108,34
pl,ja,Basic actions and technology,0.14109077904216047,111
sv,ja,Basic actions and technology,0.14111081075499096,126
ko,ar,Basic actions and technology,0.14118266720062386,87
ko,ta,Modern world,0.14128776447771108,18
ja,ka,Agriculture and vegetation,0.14147611391835466,25
ko,ja,Food and drink,0.1414813340838979,28
ja,eu,Motion,0.14148385970910887,51
hy,zh,Sense perception,0.14162564017429063,50
et,ja,Animals,0.14173255430338244,46
pl,ja,The house,0.14173793566374754,23
he,zh,Motion,0.14177899107202344,70
en,uz,Modern world,0.14200366788828864,22
ko,ta,Speech and language,0.1420149387901189,16
no,ja,Basic actions and technology,0.14205169833099612,118
uz,kk,Miscellaneous function words,0.14225519743927773,9
et,uz,The house,0.14225559606364635,13
en,he,Speech and language,0.14227957899487798,23
sk,ja,The house,0.1423072103913243,24
ru,ko,The house,0.14232204445614768,15
de,ko,Kinship,0.14238702335252304,6
uz,he,Sense perception,0.14248994489839106,29
et,zh,Modern world,0.1425926359851606,30
ja,eu,The house,0.14268475541920636,21
de,tr,Modern world,0.1427946206119588,2
uz,he,The house,0.14296574907603507,14
bg,en,The house,0.1429914929426837,23
it,ko,The house,0.14339846812686258,15
az,ja,Motion,0.143428395302359,44
sk,ja,Basic actions and technology,0.14345377113170543,110
hr,ja,The house,0.14379129132687887,25
et,da,The house,0.14384186678067942,20
uz,ta,The house,0.14387854925733817,13
kk,zh,Basic actions and technology,0.14388634627840344,128
it,he,Agriculture and vegetation,0.1439093218122669,20
ko,ja,Agriculture and vegetation,0.14394969840737834,21
eu,zh,Motion,0.14395487693305684,54
hi,de,Agriculture and vegetation,0.14403437123145538,1
no,kk,The house,0.14403787288209788,27
hu,ar,Agriculture and vegetation,0.14409529966903992,23
be,zh,The house,0.14423823191822902,21
ko,ta,Clothing and grooming,0.1442748692810736,15
be,uz,The house,0.14428847643131265,17
hy,he,The house,0.14432885649338761,20
bg,ta,Basic actions and technology,0.14439567491162428,73
et,ko,The house,0.14469903479251928,16
bg,no,The house,0.14491120488021758,26
ja,ta,Spatial relations,0.14503957778665327,45
de,ta,Modern world,0.1451449334992076,1
hi,zh,Motion,0.14529639555071108,54
cs,ar,Agriculture and vegetation,0.1453328877356644,23
ro,ja,Basic actions and technology,0.1454225880970124,129
da,uz,Clothing and grooming,0.14556266830774098,14
et,ja,Food and drink,0.1459588681771654,36
be,ja,Basic actions and technology,0.14604194070124218,86
ja,he,Speech and language,0.14607190724098884,20
uz,ja,Sense perception,0.14617501110938003,24
ja,ka,Social and political relations,0.146254207686419,28
el,zh,Modern world,0.14642575826174717,26
az,ko,Clothing and grooming,0.14668375155048988,18
et,ko,Clothing and grooming,0.14677828519389965,16
ja,zh,The house,0.14683072497434685,20
bg,tr,The house,0.14683932724228227,28
hr,ja,Modern world,0.14684987749402503,30
da,ta,Basic actions and technology,0.14689286990243733,80
uz,he,Modern world,0.14703339180745476,24
uz,zh,Clothing and grooming,0.14711472739398848,15
hi,ko,Clothing and grooming,0.14727420375584815,21
kk,ko,Clothing and grooming,0.14732818957726523,18
et,az,Motion,0.14736344290567016,42
ro,az,Motion,0.14736584291040442,50
no,az,The house,0.14745057149788485,24
ar,zh,Social and political relations,0.14745206396989255,30
uz,ar,Cognition,0.1474888132643886,12
uz,eu,Motion,0.1475078695083768,4
kk,ja,Agriculture and vegetation,0.14771409964157084,25
hy,ja,Speech and language,0.14775256434254116,22
hi,ro,The house,0.1478452249955367,33
hy,zh,Spatial relations,0.14805791610625402,71
hy,ja,Modern world,0.14810933116787717,28
hr,eu,Clothing and grooming,0.1482247986944665,29
kk,ta,Motion,0.14825805643266884,34
de,ta,Social and political relations,0.148361700848337,4
hr,uz,Clothing and grooming,0.1484146210671021,17
et,ko,Modern world,0.1484404826483686,26
lt,ko,Clothing and grooming,0.14845911816034496,18
de,he,Clothing and grooming,0.14855332366184631,5
uz,ta,Possession,0.14855600319634066,8
nl,he,Social and political relations,0.1486794590915955,34
uz,ar,Social and political relations,0.1487861508587318,17
ko,ja,Speech and language,0.1487874408638581,17
it,ko,Clothing and grooming,0.14878864304390804,16
ko,zh,Social and political relations,0.14885301625691555,26
sv,ja,Motion,0.14890318291917987,57
fa,he,Agriculture and vegetation,0.14890687405675235,22
hy,da,Clothing and grooming,0.14909838156779698,22
it,ja,The house,0.1491419448237068,21
et,ar,Agriculture and vegetation,0.14918686987270616,22
uz,ja,Possession,0.14921323102477235,9
kk,zh,Spatial relations,0.14932223077224216,83
pl,ja,Modern world,0.14953711994294866,29
bg,fr,The house,0.14955564786293937,27
be,zh,Emotions and values,0.14963618795349057,45
el,ta,Speech and language,0.14973618166325892,19
en,he,Social and political relations,0.1497470097644276,31
ro,ta,Basic actions and technology,0.14977447985885525,92
bg,ko,Clothing and grooming,0.14994298295541247,19
ka,zh,Motion,0.14996248646390437,47
ka,zh,Basic actions and technology,0.14998957218748687,87
hy,he,Basic actions and technology,0.1500277236088148,125
tr,ar,The house,0.15005622933979396,29
uz,ar,The house,0.150118038532734,17
be,he,Basic actions and technology,0.1502362731846843,104
uz,ta,Miscellaneous function words,0.15025488348183366,7
nl,he,Speech and language,0.15025621872434783,25
en,ja,Motion,0.15034779384389194,54
lt,de,Agriculture and vegetation,0.15048678494672038,3
ar,zh,Modern world,0.15071590082936734,30
tr,ja,Basic actions and technology,0.15077104336683542,117
hu,ta,The house,0.1507843355488266,20
ar,zh,Spatial relations,0.15103131828534233,73
uz,ja,The body,0.15103464913726958,49
uk,uz,Social and political relations,0.15107726401299032,16
nl,uz,Speech and language,0.1511342297205998,10
ru,ja,The house,0.15123727416121285,21
bg,ro,The house,0.1514556104198926,28
de,tr,The house,0.15152867280510726,1
en,zh,Modern world,0.15157888998795316,26
hy,no,The house,0.15158810018747615,23
et,be,Motion,0.1519427765767818,51
az,ja,Speech and language,0.15196386790267258,21
hu,ko,Clothing and grooming,0.15196834595098713,19
de,uz,Social and political relations,0.15213055564082373,2
sv,ja,Modern world,0.15216290699455234,27
el,uz,Social and political relations,0.15232853870565222,18
ru,uz,The house,0.1523545290377549,14
hr,ta,Motion,0.15237193345335684,32
sv,ja,The house,0.15264379884704404,22
hr,ja,Motion,0.15265545010538117,52
pt,he,Speech and language,0.15267820180738417,24
hy,ar,The house,0.15275388321340996,23
en,zh,The house,0.1527638016239889,19
tr,zh,Motion,0.15280107068789262,67
uz,ko,Emotions and values,0.15283424856516975,22
uz,ta,Clothing and grooming,0.1529210408939167,11
be,zh,The physical world,0.1529212983063394,70
hr,tr,The house,0.1529840897293223,30
et,ja,Basic actions and technology,0.15310869570432023,100
no,tr,The house,0.15313049883354166,28
et,uz,Miscellaneous function words,0.15315820252074114,8
uz,ko,Speech and language,0.1533079664267724,10
sk,ja,Social and political relations,0.15333872609331095,30
et,he,Modern world,0.1533821714909309,34
fi,az,Agriculture and vegetation,0.15339395713563894,23
uz,he,The body,0.1534176263800463,48
en,ko,Motion,0.1534342182352686,38
hi,ja,Modern world,0.15345093684949962,38
ar,zh,The body,0.15345812079153656,92
ja,ar,Spatial relations,0.15346253569460294,63
hy,ta,Possession,0.15347242885061252,17
ja,he,The physical world,0.1534909109028436,72
hr,de,Clothing and grooming,0.1536260331073111,2
no,he,The house,0.15374373148398252,23
fi,ja,Basic actions and technology,0.15386971023433366,127
pl,zh,Modern world,0.1539371186317472,30
hr,ta,The house,0.15394554357705678,21
ar,he,Agriculture and vegetation,0.1539860517059865,21
ro,zh,Basic actions and technology,0.1541678251602808,140
de,ja,Basic actions and technology,0.15429566780198684,70
sv,ta,Basic actions and technology,0.15436318489511838,90
ta,he,Social and political relations,0.15439835073820807,25
en,zh,Motion,0.15440297374361073,60
be,zh,Basic actions and technology,0.15446535581849496,95
uz,ko,Sense perception,0.15447655051944165,29
et,zh,Motion,0.15449427272399266,56
hi,ta,Basic actions and technology,0.15449643086397152,80
hy,ko,Modern world,0.15450349525562207,26
az,zh,Motion,0.1545058598455426,48
hu,he,Agriculture and vegetation,0.1545818126571262,23
ka,zh,Emotions and values,0.15458357707398243,48
sv,uz,Speech and language,0.15458403066967313,10
kk,ja,Emotions and values,0.15463826273146072,47
be,zh,Modern world,0.15475022454666754,27
az,ta,Basic actions and technology,0.15476921638455918,77
sv,de,Animals,0.15482087898806546,2
ar,zh,Possession,0.15485509384723958,28
uz,zh,Sense perception,0.15486426326228836,30
no,ta,The house,0.15487620059786966,21
bg,sv,The house,0.15487691420721067,24
bg,da,The house,0.15509716719271704,23
et,ta,The house,0.15511915509711993,18
no,ta,Basic actions and technology,0.155131444896236,84
be,ko,The house,0.15515589185188527,18
sk,ta,Motion,0.15515649278552537,33
hy,ta,Speech and language,0.15516710589677787,19
hr,ta,Modern world,0.1551868743608601,24
et,fa,The house,0.15518819208246964,20
et,ta,Motion,0.15529500901160634,33
ro,zh,The house,0.15535868087425994,23
ja,ar,The body,0.15539759847856316,84
de,tr,Animals,0.15545471874623584,2
bg,he,Agriculture and vegetation,0.15548373169389124,21
fa,ja,Basic actions and technology,0.1554999522176544,81
de,ar,Social and political relations,0.15550645960094397,9
he,zh,Animals,0.15551866251922336,44
uz,ko,Basic actions and technology,0.15559759912736176,30
ta,zh,Food and drink,0.15560185217164627,25
et,zh,Animals,0.15563182349778681,45
be,ja,Emotions and values,0.155708404443475,36
ja,he,Spatial relations,0.1557313609039512,61
uz,ta,Sense perception,0.15574119442570172,21
no,ar,The house,0.15576742175161667,26
ca,uz,Modern world,0.1557699385975998,24
et,ko,Food and drink,0.15577353539473637,29
ja,zh,Agriculture and vegetation,0.15577791776704136,20
fr,tr,The house,0.15581617136613538,28
et,az,Basic actions and technology,0.15590767649701992,110
ta,ar,Modern world,0.155927114834289,22
hi,bg,The house,0.1559971183329449,32
hy,he,Speech and language,0.156009115954502,24
ja,ta,Clothing and grooming,0.1561093121644869,19
el,bg,The house,0.15615813975588597,27
pl,ta,Basic actions and technology,0.15627097153405703,80
ar,zh,Cognition,0.1563230607715069,31
hi,ja,The house,0.156371649656432,29
et,ja,Clothing and grooming,0.15649031213798173,24
ko,he,Sense perception,0.15651208020211516,44
az,zh,Basic actions and technology,0.15658758297471775,103
ru,uz,Agriculture and vegetation,0.15662976394585276,16
ko,ta,Agriculture and vegetation,0.1566573562969281,15
az,he,Basic actions and technology,0.15675575559004795,114
az,uz,Clothing and grooming,0.15698460621045682,15
el,zh,Social and political relations,0.1569895478875496,27
ko,ja,Animals,0.15700907730086625,39
ca,zh,The house,0.1571164470620369,20
ar,he,The house,0.15714428140062067,23
hr,zh,Motion,0.15724632600773406,60
cs,ko,Modern world,0.15725255771246968,23
et,zh,Basic actions and technology,0.15725984399073265,105
et,he,The house,0.15728921516327304,20
bg,ja,Clothing and grooming,0.15732880293601448,28
eu,he,Basic actions and technology,0.1574080902223961,121
sv,zh,The house,0.15744340749622224,19
ta,eu,Basic actions and technology,0.15744682111627123,79
uz,ko,The body,0.15746775039152341,47
fr,zh,The house,0.15751074367595647,22
fi,ar,Agriculture and vegetation,0.15759875071203658,23
en,ko,Basic actions and technology,0.15760575850230565,78
hy,ta,The house,0.1576085326358609,18
pl,uz,Emotions and values,0.15761863468454057,26
et,el,Motion,0.15762293103869843,49
hr,da,Agriculture and vegetation,0.157675612429578,27
et,ar,Motion,0.15774962117556618,72
uk,ko,Modern world,0.15781072262724874,24
ru,ja,Agriculture and vegetation,0.15789549554693993,23
ja,eu,Clothing and grooming,0.15789665725951385,32
eu,ar,Basic actions and technology,0.15790673726837345,119
hr,ar,The house,0.15797501997610747,26
hy,ja,Spatial relations,0.15797680551091875,57
el,az,Motion,0.15799149478397448,43
ko,ja,Spatial relations,0.15800865327920344,45
az,he,Motion,0.15817537102884374,51
fa,ta,Motion,0.15823044960704757,26
hi,ja,Basic actions and technology,0.15823363785504105,106
ja,zh,Sense perception,0.1582395999262397,40
ro,he,Speech and language,0.15840182081224585,27
be,zh,Motion,0.158518936380616,54
ca,ja,The house,0.15860320871674888,22
hy,he,The body,0.15861244020017884,88
et,uz,Speech and language,0.15867836745220804,10
hu,he,Social and political relations,0.1587712436614166,32
ro,zh,Motion,0.15891758623723,65
kk,ta,Spatial relations,0.15908025051810926,77
be,ta,Basic actions and technology,0.15913428696142176,64
sk,ta,Possession,0.15923645930367025,15
sv,ja,Animals,0.15933472126393033,46
hr,ka,Clothing and grooming,0.15936204666132245,24
ja,eu,Food and drink,0.15938738923883938,37
el,zh,Spatial relations,0.1594002043697778,74
hu,zh,Agriculture and vegetation,0.15951783489467508,21
az,ta,Clothing and grooming,0.15952228433920307,18
de,ko,Possession,0.15975813045629314,17
lt,uz,Miscellaneous function words,0.15977818852089928,11
ro,ko,The house,0.1597859146163378,18
sk,ja,Clothing and grooming,0.15984530783062334,32
el,he,Agriculture and vegetation,0.15987661766075015,23
uz,zh,The house,0.15988296923799336,13
az,ar,Basic actions and technology,0.1599028482952184,119
el,he,Basic actions and technology,0.1599078097005028,99
ja,he,The body,0.15996998750231425,78
it,zh,The house,0.1599746197700445,18
cs,ja,Modern world,0.16006138946787768,28
hu,uz,Agriculture and vegetation,0.16012510293770243,16
sv,zh,Sense perception,0.16013930647662525,53
da,kk,The house,0.16014474465638015,24
da,ja,Clothing and grooming,0.16017377687573495,27
az,zh,Social and political relations,0.1602481195141886,31
