l1,l2,IDS_SEMANTICFIELD_l1,local_alignment,comparison_count
sl,cv,Kinship,0.013980382708291567,13
mhr,ta,Time,0.01429986918070227,4
sl,sah,Sense perception,0.014382167896931381,11
cv,sah,Motion,0.014762896288378353,35
sl,br,The house,0.015181580581088261,7
ku,ar,Clothing and grooming,0.015196203765555997,13
mhr,te,The house,0.015381065734386728,1
sl,is,Animals,0.015550538971218244,13
ps,sl,Animals,0.015648914627352885,10
myv,ta,Clothing and grooming,0.015781149678342776,15
mhr,uz,Speech and language,0.016057769225906553,3
ku,os,The house,0.01606524015557609,13
mrj,cv,Social and political relations,0.016345230878136954,19
myv,ce,Clothing and grooming,0.01640229454605659,10
ku,cy,The house,0.016696873639830374,18
bn,cv,Motion,0.016856508695177328,29
mrj,cv,Spatial relations,0.016980068612948745,53
sl,cv,The body,0.017040591557321644,30
ku,cv,Spatial relations,0.017210625809968797,49
cv,sah,Spatial relations,0.017308959531918244,70
mrj,he,The house,0.017370844947280358,10
bn,ce,The house,0.017453769945737926,11
sl,ga,Modern world,0.01757044219631832,10
ps,sl,Possession,0.017579337841311753,6
mhr,ku,Social and political relations,0.017675835965778104,7
mhr,lt,Possession,0.01777050133010969,1
myv,cv,Spatial relations,0.017899246804414452,62
mrj,cv,The body,0.01813257090974538,46
sl,cv,Agriculture and vegetation,0.018454079434885105,5
sl,te,The house,0.018456118006147076,7
sl,te,Animals,0.018693008661701094,10
ku,sl,Spatial relations,0.018791514494029125,26
bg,sl,The house,0.01930053161894753,7
mhr,cy,The house,0.01973436572782021,1
mhr,ar,Agriculture and vegetation,0.019860370151240217,5
sl,ta,Kinship,0.020018501288422013,16
mhr,ce,Cognition,0.02015216034017436,6
sl,tt,Sense perception,0.020256511761722686,10
sl,br,Kinship,0.02029253789876458,13
sl,mn,Animals,0.020420593419239002,14
mhr,ce,Speech and language,0.020491627073851264,4
sl,ce,Sense perception,0.02049801085692131,4
myv,ga,The house,0.02118349351862164,15
mhr,hr,Possession,0.02150043748110908,1
sl,ce,The physical world,0.021567185460433517,21
sl,cv,Time,0.02156981532508896,18
myv,ce,The house,0.02168097064215383,8
mrj,cv,Emotions and values,0.021816344410682895,27
mhr,cv,Emotions and values,0.021858237637530357,4
mrj,ml,The house,0.02219011279604146,9
sl,ml,Motion,0.022255470369406852,6
sl,cv,Miscellaneous function words,0.02234757766197668,11
ku,sl,Agriculture and vegetation,0.022384501923821905,4
mrj,cv,Basic actions and technology,0.02257805269034476,50
mhr,ga,Possession,0.02272641613352795,1
ku,hy,Clothing and grooming,0.022941691083861595,13
sl,ce,Time,0.02294276716376097,19
mrj,bn,The house,0.023214781723769895,7
mrj,ku,Modern world,0.023283420407235963,14
sl,ce,Speech and language,0.023456471942503422,11
lv,sl,Animals,0.023549176908549272,14
mrj,sl,Time,0.02361391456947292,26
ku,sl,The house,0.023755747625973066,7
de,ce,Agriculture and vegetation,0.024050858700173133,1
mrj,sah,Social and political relations,0.02410749513210012,21
myv,cv,Social and political relations,0.024342144318589786,22
ga,sah,Miscellaneous function words,0.024379229686194815,19
mhr,ku,Possession,0.02472420799779805,1
sl,ml,Modern world,0.024892419276609973,9
mhr,sq,Speech and language,0.02492345173697793,5
cv,sah,Cognition,0.02493444283990433,21
myv,ps,Agriculture and vegetation,0.025009396703858922,22
sl,te,Emotions and values,0.025130649799069357,11
ga,uz,Miscellaneous function words,0.02514415471661831,9
sl,ta,Clothing and grooming,0.025402242783279072,6
cv,kn,Agriculture and vegetation,0.025439911776655368,15
bn,cv,Basic actions and technology,0.025516204996162528,48
sl,cv,Social and political relations,0.025822221818951146,10
mhr,mn,Modern world,0.025902176105058763,3
sl,cv,Motion,0.026061123112710416,7
ba,cv,Motion,0.0261814895040643,41
sl,no,Possession,0.026585136512931318,5
ps,sl,Basic actions and technology,0.02663293486593386,19
mrj,ca,The house,0.026642991279587434,10
ku,kn,Clothing and grooming,0.026707022957466887,11
br,cv,Agriculture and vegetation,0.027078814919981428,17
myv,sah,Clothing and grooming,0.02713894406186799,16
mrj,sl,Basic actions and technology,0.027205688427854754,13
myv,cv,The house,0.027238980738598942,12
mhr,ru,Possession,0.02726245844177617,1
ku,sq,Clothing and grooming,0.02735113966289308,13
la,ce,Miscellaneous function words,0.027620756114779915,14
sl,cy,Sense perception,0.02763729824212939,9
mrj,uz,Social and political relations,0.027699117970407645,14
la,cv,Cognition,0.027930934211116424,28
sl,cv,Modern world,0.028037392070664226,7
lv,sl,The physical world,0.02813629854752378,39
lv,cv,Speech and language,0.02817274823837197,10
sl,ta,Motion,0.028226985282665706,2
sl,br,Sense perception,0.028378371596299766,8
sl,ml,Kinship,0.02857977312974367,16
myv,uz,Clothing and grooming,0.028596998284413182,12
ps,sl,Social and political relations,0.028715483477210705,13
ku,ml,Clothing and grooming,0.02880265353386978,13
myv,te,Social and political relations,0.028877976303151105,20
ku,zh,Clothing and grooming,0.029140648920854433,13
mrj,sl,Emotions and values,0.029176312062412217,8
myv,br,Clothing and grooming,0.029249146867783436,16
la,cv,The body,0.029359890090938815,66
mrj,be,The house,0.029404398793743115,11
bn,sl,Animals,0.02944070666793964,10
os,ce,The house,0.029544006140623483,8
sl,uk,The house,0.029563642980626866,7
myv,cv,Basic actions and technology,0.029617023865291293,63
mrj,cv,Motion,0.02965786309520384,24
br,cv,Spatial relations,0.03015651541417688,61
mrj,cy,The house,0.030211693645136352,11
mhr,ca,Miscellaneous function words,0.030323707217039815,4
ps,sl,The house,0.030452064948444126,7
sl,sah,Social and political relations,0.030499491809627622,10
sl,ka,Animals,0.03085665134943047,12
myv,cy,The house,0.030874309669355,16
ku,cv,Cognition,0.030943804036041904,17
sl,ga,Basic actions and technology,0.031044213120400416,21
cv,ce,Spatial relations,0.031439104527877446,43
mrj,sl,The physical world,0.031593562985064695,32
mhr,os,Miscellaneous function words,0.031604482219847206,5
mhr,ce,The house,0.03160768233754594,1
myv,ce,Miscellaneous function words,0.0316389628207783,16
mrj,sl,Clothing and grooming,0.031864823778826545,5
sl,ka,Kinship,0.03189316110943163,16
myv,cv,Emotions and values,0.03194038918739926,35
bn,cv,Miscellaneous function words,0.032069038448385656,12
br,cv,Motion,0.03210719970902992,40
mhr,sah,The house,0.03217661003724626,1
mrj,de,Time,0.03223357977096333,31
mrj,cv,Speech and language,0.032345288914231114,14
ps,sl,Kinship,0.03249598709998074,17
sl,ml,Animals,0.03250491877239212,10
sl,en,Animals,0.032616573372205665,13
mrj,cv,Possession,0.03279003235450662,23
sl,ml,Possession,0.032815810815099614,4
bn,sl,The house,0.032853756650123,5
myv,cv,Cognition,0.03304143925124335,26
myv,la,The house,0.03310316265251399,14
myv,cv,The body,0.033449639968165475,51
mhr,mn,Basic actions and technology,0.03364397625134826,11
mhr,az,Possession,0.03378869320227226,1
cy,cv,Spatial relations,0.033801724519442806,63
sl,cy,The house,0.033870202266318,8
cv,ce,Agriculture and vegetation,0.03393582744210557,11
ku,uz,Clothing and grooming,0.033946991943336315,9
mhr,cv,The physical world,0.034011840350929155,14
cv,ce,The body,0.034025437347343854,40
mrj,ce,The house,0.034135351381745505,6
sl,br,Time,0.03415334663702736,15
sl,sah,Agriculture and vegetation,0.03418650232988773,6
sl,ja,Animals,0.03424278999303753,12
br,la,Miscellaneous function words,0.0344857429388725,14
br,sah,Motion,0.0345063645868317,41
sl,ta,Possession,0.034626595516107486,2
mhr,ba,Sense perception,0.0347858126712188,6
mrj,he,The body,0.034809997712907756,60
mrj,br,Kinship,0.03508658725451208,22
ps,cv,Clothing and grooming,0.03509985951399192,12
la,cv,Miscellaneous function words,0.03514930276416645,14
ps,uz,Agriculture and vegetation,0.03523276731096084,18
mrj,da,The house,0.03534219788792917,10
os,cv,Speech and language,0.035352864786376545,13
ku,sl,Modern world,0.0353971063174696,6
myv,sq,Clothing and grooming,0.03541040073854641,18
cv,te,Emotions and values,0.035471368787840504,36
lv,sl,Agriculture and vegetation,0.035560728735170306,6
mrj,cv,The physical world,0.03571928303158342,51
mrj,en,The house,0.03577697744275003,10
sl,mn,The body,0.035842137790165936,41
myv,ta,The house,0.035980251299275144,14
la,cv,Spatial relations,0.03598676714091968,67
mhr,az,Miscellaneous function words,0.035993184831641135,3
ps,kn,Agriculture and vegetation,0.03614278473971118,19
en,cv,Motion,0.03634989366642906,40
sah,ce,The house,0.03638623823137393,12
sl,te,The body,0.03644521446938162,31
mhr,ce,Social and political relations,0.03645804927420636,4
mhr,zh,Possession,0.036538699029796895,1
sl,ga,Sense perception,0.03660057575487862,11
mhr,sah,Cognition,0.03680466010545406,13
ku,sah,Agriculture and vegetation,0.03691302703617008,17
sl,ta,The house,0.036991808283126905,7
sl,te,Spatial relations,0.037014551532256516,37
sl,br,Animals,0.03706005213818484,11
ga,cv,Motion,0.037376216820678015,49
cv,te,Clothing and grooming,0.037841469675159264,13
sl,ce,The body,0.03791440162202298,24
mrj,bn,Social and political relations,0.03799606051161233,19
mhr,en,Miscellaneous function words,0.03809321130303626,4
mrj,myv,Modern world,0.03810392404098588,17
mrj,ku,The house,0.03824843276883341,9
mrj,sl,Kinship,0.0382725489296951,13
cv,kn,Basic actions and technology,0.03828472324617543,67
cv,he,Cognition,0.03832261596355819,24
myv,ps,The house,0.0384640475586432,14
mrj,mhr,Emotions and values,0.03850554318479421,4
br,la,The house,0.038510195128356954,17
os,te,Miscellaneous function words,0.03865449897568944,9
myv,ga,Clothing and grooming,0.03868027086073875,17
de,sah,Animals,0.03877919769048528,1
sl,tt,Motion,0.03885035611591346,7
mrj,sl,Social and political relations,0.03888415736565685,11
sl,no,Clothing and grooming,0.038901830179669715,7
mhr,os,Motion,0.03891141391322883,2
myv,da,Clothing and grooming,0.03898824811905319,18
lv,sl,The house,0.03900771031625424,7
bg,sl,Kinship,0.0390717017825795,15
mrj,sl,The house,0.03907873604155823,6
ku,sl,Basic actions and technology,0.0394257576498567,18
ps,sl,Spatial relations,0.03964726701776533,44
sl,sah,Cognition,0.03975246514870299,9
br,he,Agriculture and vegetation,0.03975974629190152,20
uz,cv,Miscellaneous function words,0.03979242903142645,7
sl,sah,Animals,0.03982638285594321,13
ku,cv,Motion,0.039896273894197365,32
sl,ga,Animals,0.03992638428371186,10
sl,cv,The house,0.04006171030477257,7
ku,kk,Agriculture and vegetation,0.040174389270442215,20
ku,uz,Modern world,0.04032660450414009,17
mhr,ga,Social and political relations,0.040362520286646754,7
sl,az,Kinship,0.04041353409823694,15
ga,cv,Speech and language,0.04065611328253922,16
ps,br,Agriculture and vegetation,0.040872350393403374,20
mhr,lv,The house,0.041242814942212006,1
ku,en,Clothing and grooming,0.041248889591587644,13
myv,uz,Modern world,0.04129324632614201,17
lv,sl,The body,0.041332693480692656,48
en,cv,Spatial relations,0.04137532916009696,65
sl,te,Modern world,0.041428688618279155,9
lv,sl,Food and drink,0.0414946922296441,12
cv,he,The physical world,0.04161443134033872,54
sl,ml,The house,0.04164968691826668,7
sl,cv,Spatial relations,0.041789333020907246,27
cv,sah,The house,0.04185510483509553,17
sl,ta,Modern world,0.04187458802802348,7
mrj,sl,Spatial relations,0.041957607342196314,36
bn,ku,Clothing and grooming,0.04204500008146335,11
os,cv,Modern world,0.04218511674890258,19
bn,sl,Social and political relations,0.04224586235154499,11
myv,ca,Modern world,0.04227955173254014,20
bn,sl,Clothing and grooming,0.042288709622525365,6
mhr,ku,Kinship,0.04236338971189551,6
mrj,mhr,Speech and language,0.04247965212299913,5
myv,he,The house,0.042484216563779924,14
mhr,pl,The house,0.04248581044861642,1
sl,en,Food and drink,0.04258098950285978,10
mhr,lv,Speech and language,0.042597407061388676,8
mhr,pl,Basic actions and technology,0.0426853165380289,6
myv,cv,Agriculture and vegetation,0.042687337872146555,19
cv,sah,Speech and language,0.04273017173217141,15
mrj,br,The house,0.04279876674264718,8
sl,br,Social and political relations,0.042851326403441865,11
cv,kn,Clothing and grooming,0.042921780864222346,13
la,cv,Food and drink,0.0429475075453209,27
mhr,cy,Speech and language,0.0429732609462538,5
uz,cv,Spatial relations,0.043044821029624564,43
cy,cv,Cognition,0.043105974095576156,24
myv,bn,Clothing and grooming,0.04311088507434578,15
myv,hy,The house,0.04311381791895723,14
mrj,sah,Motion,0.04315443232457433,33
myv,cv,The physical world,0.04316603599725303,49
sl,te,Sense perception,0.04316813960443074,9
lv,sl,Clothing and grooming,0.04318688412597486,8
myv,ps,Clothing and grooming,0.04335492580210068,16
mrj,ga,The house,0.043362862099773386,8
mrj,ga,Clothing and grooming,0.043385117799193886,16
ps,kk,Agriculture and vegetation,0.043599085954408756,24
mrj,myv,Kinship,0.04367727146266484,22
mhr,az,Sense perception,0.043864198622911556,6
mhr,myv,Social and political relations,0.043875940222198664,9
uz,he,Speech and language,0.04388012985338755,12
cy,sah,Motion,0.04393447718314932,50
ku,cv,Basic actions and technology,0.04394319122869063,53
mhr,la,The house,0.04412218585579624,1
mrj,ps,The house,0.04418688015479871,10
ps,cv,The house,0.04419152977136271,18
sl,ce,Modern world,0.04425772824433007,7
myv,ku,Modern world,0.04430858271084666,15
myv,te,The house,0.0444309127373867,14
br,ce,Speech and language,0.044439629064547556,16
mrj,ku,Clothing and grooming,0.044546131185464,12
sl,ml,Basic actions and technology,0.04454844211038968,21
ce,he,Agriculture and vegetation,0.04474603000729353,14
os,cv,Spatial relations,0.0447777100935194,42
sl,en,Modern world,0.04480571293061529,9
mrj,myv,The house,0.0448342695608453,8
sl,br,Modern world,0.044891588904479376,10
br,cv,Emotions and values,0.04489193173252707,39
mhr,cv,Kinship,0.04489590705711093,7
mrj,myv,Possession,0.044905266878016485,17
myv,ku,Clothing and grooming,0.04493837183628955,10
ku,br,The house,0.04495448297814462,15
mhr,uz,Agriculture and vegetation,0.044978357533768845,4
fa,cv,Motion,0.04501146376562622,28
sl,az,Food and drink,0.04518582653285446,9
cv,te,Speech and language,0.04519902115295301,14
sl,is,Social and political relations,0.04525949562197609,11
sl,cy,Modern world,0.045323062476067336,10
ga,ce,The house,0.045408587777721485,10
mrj,kn,Emotions and values,0.04546051889845172,29
ce,he,The house,0.045501546677295536,12
mrj,os,The body,0.045561248967023384,40
ku,tt,Clothing and grooming,0.045651145105394635,14
sl,uk,Possession,0.04575967682751861,4
sl,ta,The physical world,0.04581142911063072,28
mhr,ga,Basic actions and technology,0.04604573747298887,7
mhr,bn,Miscellaneous function words,0.046322741716349425,4
cy,uz,The house,0.04642284798724957,16
ku,ru,Clothing and grooming,0.04644187567212422,13
ps,cv,Agriculture and vegetation,0.04645921851382821,17
sl,te,Agriculture and vegetation,0.046566454673085726,4
ku,os,Clothing and grooming,0.04661608454921287,6
myv,cv,Motion,0.04671005253815967,31
sl,az,The house,0.046851209942010724,8
cv,sah,The body,0.04685556852925875,59
la,cv,Agriculture and vegetation,0.04687081921016847,18
mrj,myv,Social and political relations,0.046907554162705145,18
cv,kn,Motion,0.047139508138013084,41
br,ce,Agriculture and vegetation,0.047159408679319635,13
sl,cv,Basic actions and technology,0.04739637783787652,13
sl,ja,Sense perception,0.047457580968495394,7
bn,cv,The house,0.04748405078141106,18
myv,sah,Miscellaneous function words,0.04752533416169596,18
mhr,ba,Speech and language,0.047533857268705994,5
ga,cy,Miscellaneous function words,0.04760705907808348,16
ku,ba,Clothing and grooming,0.047664997731140975,13
mrj,uz,The body,0.047795103888995556,42
ku,cv,Quantity,0.04782310288023946,46
mhr,ku,Basic actions and technology,0.047888492271167454,4
ku,sl,Sense perception,0.04799481233609532,11
sl,cy,Motion,0.04801859755924123,8
br,cv,Miscellaneous function words,0.048034684758565316,14
sl,ja,The physical world,0.048093797917119506,31
mhr,kn,Sense perception,0.04810070068001724,5
mhr,hr,Motion,0.04810131675393249,2
os,cv,Motion,0.048278846655476326,20
sl,ga,Spatial relations,0.04831630018471384,43
sl,te,Clothing and grooming,0.04831769685953779,6
myv,he,Social and political relations,0.04846811116784641,27
ps,sl,Time,0.04853018795299334,26
ga,sah,Motion,0.04856871489594355,47
cv,te,Motion,0.04870464962894161,33
sl,ce,Animals,0.0487135059314886,8
myv,sah,The body,0.04871853331258235,58
kn,ce,The house,0.0488647794602164,12
sl,br,Food and drink,0.048955560668299494,10
br,he,The house,0.048972665425978064,18
ku,no,Modern world,0.049151981593551705,20
mrj,ce,The body,0.049195221245369666,42
la,uz,The house,0.0492216474049223,13
myv,zh,The house,0.04923669637007986,14
mrj,sl,Agriculture and vegetation,0.04933220365120789,5
ps,ku,Agriculture and vegetation,0.049333418952296385,18
myv,zh,Clothing and grooming,0.049557758342080344,18
sl,pl,The house,0.04956336596713791,7
sl,br,Motion,0.04961241617225857,7
myv,ku,Social and political relations,0.04964983220856972,21
sl,pl,Kinship,0.04970510677212426,15
cy,cv,Motion,0.04971797528212718,47
ps,ku,Clothing and grooming,0.049780559995910224,12
mrj,myv,The body,0.04988746516286818,46
mrj,myv,Speech and language,0.04993900275378771,16
br,cv,Basic actions and technology,0.05000327264040051,56
os,uz,The house,0.05014577483190199,10
mrj,ba,Modern world,0.050200591829642795,17
bn,cv,Cognition,0.05020958135159283,19
mhr,ja,The house,0.05024218936571204,1
mrj,sl,The body,0.050256537710318065,27
mhr,he,Animals,0.050270159300559975,4
mrj,zh,Kinship,0.05030642587908113,24
os,br,The house,0.05055486504844526,13
mhr,cv,Basic actions and technology,0.050638481863829854,6
mhr,myv,Cognition,0.05064865673053999,10
mrj,kn,Time,0.05065440039365802,52
myv,sah,Motion,0.05070744163729705,38
mrj,cv,Cognition,0.0507232210432327,19
mrj,hu,The house,0.050826401143177116,10
kn,ce,Agriculture and vegetation,0.05094401275257814,12
cv,ce,Motion,0.05100397979421231,34
ps,az,Agriculture and vegetation,0.05101183377932439,20
ku,sl,Animals,0.05102284177132691,10
cv,sah,Clothing and grooming,0.05110890725303008,13
sl,en,Kinship,0.05114744647266751,15
sl,te,Cognition,0.05124828628398691,7
sl,az,Basic actions and technology,0.05132104151752458,25
sl,ja,Food and drink,0.05134199166349451,10
myv,he,Agriculture and vegetation,0.051386653302979646,22
myv,uz,Miscellaneous function words,0.051386659515382335,9
da,cv,The house,0.05140652920194934,18
kk,cv,Miscellaneous function words,0.0514660085513463,19
mrj,mhr,Quantity,0.05161833756188091,12
br,kn,Agriculture and vegetation,0.05170168311532799,18
ga,cv,Spatial relations,0.051723852719722525,74
mrj,mhr,Miscellaneous function words,0.05174180576834886,5
sl,sah,The house,0.05174428656593119,8
cv,eu,The house,0.0517836437341842,21
myv,br,Kinship,0.05196295610773264,20
en,cv,The house,0.05199241771996352,18
ps,cv,Spatial relations,0.052151814677348404,67
os,kn,Possession,0.052274838078923955,14
sl,te,Food and drink,0.05228046531407917,10
mrj,mhr,Cognition,0.05228851565587004,6
ku,la,Clothing and grooming,0.0523197811872455,14
myv,is,Social and political relations,0.052320912842594554,25
mrj,mhr,Kinship,0.05238416079608288,6
myv,ga,Miscellaneous function words,0.052475379325160165,17
ps,sl,Motion,0.05254682448956403,5
uz,cv,Social and political relations,0.052555812665305984,16
sl,ja,Clothing and grooming,0.05256630039666464,7
ku,sl,The physical world,0.052666490423529076,29
ga,cv,Basic actions and technology,0.052684061650089965,82
sl,cy,Agriculture and vegetation,0.05269025237939573,6
mhr,hu,Sense perception,0.052703068870289346,7
myv,bn,The house,0.05272635506941903,13
ps,uz,The house,0.05284618770107,14
cv,he,Motion,0.05287677635501215,49
cv,sah,Modern world,0.05296485750197879,22
br,cv,Possession,0.053047649003954554,27
myv,it,The house,0.05306849441372844,14
mrj,ta,Motion,0.05316176425125322,21
sl,ta,Food and drink,0.053200739144163664,9
mrj,uz,Kinship,0.05326319641515625,23
mrj,mhr,Possession,0.05332747635057415,1
sl,ce,Social and political relations,0.0533511608609031,10
mhr,bn,Sense perception,0.05337852123567126,5
mrj,te,Kinship,0.053391460516762475,23
mhr,myv,Basic actions and technology,0.05341507525434918,8
sl,ml,Food and drink,0.05354476588286912,10
myv,la,The body,0.05354484829557681,67
ce,zh,The house,0.05356535712519217,12
cv,ce,Basic actions and technology,0.053674521032339495,58
mrj,sl,Speech and language,0.05373275044812564,12
ku,cv,Agriculture and vegetation,0.05373789134408916,14
mrj,kn,Miscellaneous function words,0.05378506261758298,15
sl,tt,Modern world,0.053831403718870796,9
ca,uz,The house,0.053942243563415655,14
mrj,br,Social and political relations,0.054322597665333074,19
sl,sah,Motion,0.054335615093883995,6
sl,ta,Spatial relations,0.05436249398832374,36
mhr,sah,Modern world,0.05439268227429598,3
mhr,la,Agriculture and vegetation,0.05439304514133514,4
mrj,zh,The house,0.054412475392876435,10
mrj,be,Kinship,0.054471907468291426,24
uz,cv,Emotions and values,0.054538297161563554,25
myv,tt,Clothing and grooming,0.05458813019568509,18
