"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"mrj","myv","Clothing and grooming",-0.013149968491361,13,NA
"mhr","myv","Modern world",-0.012987728057651,2,NA
"cv","ce","Speech and language",-0.0122720129528207,12,NA
"ku","sl","Possession",-0.0116307431992069,4,NA
"mhr","te","Miscellaneous function words",-0.0113364887592088,3,NA
"mhr","he","Speech and language",-0.0105277150122524,5,NA
"mhr","ja","Possession",-0.0100883093782169,1,0.607272727272728
"mhr","ca","Possession",-0.0100299707241008,1,NA
"myv","cv","Modern world",-0.00857413290689862,15,NA
"sl","br","Basic actions and technology",-0.00836420369681127,16,NA
"sl","en","Clothing and grooming",-0.00810703553031651,6,NA
"mrj","ce","Miscellaneous function words",-0.00754557217627587,16,NA
"mhr","uz","The house",-0.00731717841074088,1,NA
"sl","cv","Speech and language",-0.00698516704304216,9,NA
"mrj","ce","Kinship",-0.00624722240756086,19,NA
"mhr","te","Speech and language",-0.00561412999501009,4,NA
"sl","cy","Possession",-0.00508796772089143,4,NA
"mhr","uz","Animals",-0.00452155849401756,4,NA
"mhr","bg","Agriculture and vegetation",-0.00415671180398859,4,0.272727272727273
"sl","br","Clothing and grooming",-0.00321614379969239,6,NA
"ku","br","Clothing and grooming",-0.00307825075222329,12,NA
"ga","br","Miscellaneous function words",-0.00175109412548994,15,NA
"mhr","pl","Miscellaneous function words",-0.00113132761073941,4,NA
"mhr","he","Motion",-0.0011034546196877,2,NA
"bn","sl","Possession",-0.000637964796240742,3,NA
"la","cv","The house",-4.66363907064331e-05,17,0.573636363636363
"mhr","pt","Miscellaneous function words",-3.59896065109735e-05,4,NA
"sl","br","Possession",0.000156608367904635,4,NA
"mhr","ce","Possession",0.000190969503807678,1,NA
"mhr","ro","The house",0.000302257326575857,1,NA
"sl","ce","Possession",0.000356544095030963,2,NA
"mhr","br","Spatial relations",0.000464718427507015,8,NA
"mhr","is","Miscellaneous function words",0.000615160215564479,4,NA
"mhr","cv","Cognition",0.000706007812604947,10,NA
"mhr","ta","The house",0.000804813984060154,1,0.453636363636364
"mrj","cv","The house",0.00138248050958937,9,NA
"cy","ce","The house",0.00186427748795918,13,NA
"sl","ga","Motion",0.00260466588985937,8,NA
"mrj","os","The house",0.00294890997290911,8,NA
"lv","cv","Motion",0.00332400177433415,8,NA
"uz","ce","The house",0.00420340598822377,10,NA
"sl","az","Possession",0.00420654478111692,4,NA
"sl","en","The house",0.00438126479757077,7,NA
"ku","ja","Clothing and grooming",0.00463519831967352,13,NA
"lv","sl","Motion",0.00482879058446505,4,NA
"de","sah","Clothing and grooming",0.00559187072688556,1,NA
"mhr","en","Agriculture and vegetation",0.00576089729011439,4,0.181818181818182
"br","cv","The house",0.00605264361127654,17,NA
"sl","ta","Animals",0.0060832030010776,11,NA
"sl","sah","Possession",0.00648757278546287,3,NA
"myv","os","The house",0.00675447162769728,12,0.72
"ku","cv","Clothing and grooming",0.00681259739476961,9,NA
"sl","cv","Cognition",0.00688494231979186,8,NA
"myv","cv","Clothing and grooming",0.00701003790979039,11,NA
"mhr","en","Possession",0.00714305620986589,1,0.452272727272727
"sl","tt","Clothing and grooming",0.00716704479451594,6,NA
"sl","cv","Sense perception",0.00731847515986898,9,NA
"br","sah","The house",0.00765764502790917,17,NA
"myv","kn","Clothing and grooming",0.00799747001615633,15,NA
"sl","en","Motion",0.00801136979692599,7,NA
"mrj","cv","Kinship",0.0085687545603936,22,NA
"sl","ga","Agriculture and vegetation",0.00857083600661066,7,NA
"mhr","cy","Possession",0.00860280993829068,1,NA
"myv","sah","The house",0.00863374420222136,15,0.818181818181818
"myv","uz","Social and political relations",0.00869588313373985,14,NA
"sl","ml","Clothing and grooming",0.00874822224913294,6,NA
"sl","ja","Possession",0.00884633096559508,3,NA
"ku","sl","Time",0.00942760742741504,21,NA
"myv","os","Clothing and grooming",0.00979629717991999,10,NA
"myv","la","Miscellaneous function words",0.0103319248085491,16,NA
"mhr","cv","Speech and language",0.0109961799523197,5,NA
"mhr","uz","Social and political relations",0.0110024631968404,4,NA
"sl","ga","The house",0.0110536871350526,6,NA
"mrj","de","Kinship",0.0114487502107959,5,NA
"sl","cv","The physical world",0.0118560379968593,23,NA
"mhr","bg","Possession",0.012036195767272,1,0.394772727272727
"mhr","ku","Modern world",0.0120433483020577,3,NA
"sl","cy","Animals",0.0121036564355044,13,NA
"mhr","hy","Agriculture and vegetation",0.0128541428547498,4,0.181818181818182
"mhr","os","Sense perception",0.0128884865613404,4,NA
"cv","he","Agriculture and vegetation",0.0130274929013125,18,0.454545454545454
"sl","cs","The house",0.013568818154376,7,NA
"myv","uz","The house",0.0136865969609655,10,NA
"cv","ce","The house",0.0138411644924251,11,NA
"sl","cv","Kinship",0.0139803827082916,13,NA
"mhr","ta","Time",0.0142998691807023,4,NA
"sl","sah","Sense perception",0.0143821678969314,11,NA
"cv","sah","Motion",0.0147628962883784,35,NA
"sl","br","The house",0.0151815805810883,7,NA
"ku","ar","Clothing and grooming",0.015196203765556,13,NA
"mhr","te","The house",0.0153810657343867,1,0.439090909090909
"sl","is","Animals",0.0155505389712182,13,NA
"ps","sl","Animals",0.0156489146273529,10,NA
"myv","ta","Clothing and grooming",0.0157811496783428,15,NA
"mhr","uz","Speech and language",0.0160577692259066,3,NA
"ku","os","The house",0.0160652401555761,13,NA
"mrj","cv","Social and political relations",0.016345230878137,19,NA
"myv","ce","Clothing and grooming",0.0164022945460566,10,NA
"ku","cy","The house",0.0166968736398304,18,NA
"bn","cv","Motion",0.0168565086951773,29,NA
"mrj","cv","Spatial relations",0.0169800686129487,53,NA
"sl","cv","The body",0.0170405915573216,30,NA
"ku","cv","Spatial relations",0.0172106258099688,49,NA
"cv","sah","Spatial relations",0.0173089595319182,70,NA
"mrj","he","The house",0.0173708449472804,10,NA
"bn","ce","The house",0.0174537699457379,11,NA
"sl","ga","Modern world",0.0175704421963183,10,NA
"ps","sl","Possession",0.0175793378413118,6,NA
"mhr","ku","Social and political relations",0.0176758359657781,7,NA
"mhr","lt","Possession",0.0177705013301097,1,0.409772727272727
"myv","cv","Spatial relations",0.0178992468044145,62,NA
"mrj","cv","The body",0.0181325709097454,46,NA
"sl","cv","Agriculture and vegetation",0.0184540794348851,5,NA
"sl","te","The house",0.0184561180061471,7,NA
"sl","te","Animals",0.0186930086617011,10,NA
"ku","sl","Spatial relations",0.0187915144940291,26,NA
"bg","sl","The house",0.0193005316189475,7,NA
"mhr","cy","The house",0.0197343657278202,1,NA
"mhr","ar","Agriculture and vegetation",0.0198603701512402,5,NA
"sl","ta","Kinship",0.020018501288422,16,NA
"mhr","ce","Cognition",0.0201521603401744,6,NA
"sl","tt","Sense perception",0.0202565117617227,10,NA
"sl","br","Kinship",0.0202925378987646,13,NA
"sl","mn","Animals",0.020420593419239,14,NA
"mhr","ce","Speech and language",0.0204916270738513,4,NA
"sl","ce","Sense perception",0.0204980108569213,4,NA
"myv","ga","The house",0.0211834935186216,15,0.607272727272727
"mhr","hr","Possession",0.0215004374811091,1,NA
"sl","ce","The physical world",0.0215671854604335,21,NA
"sl","cv","Time",0.021569815325089,18,NA
"myv","ce","The house",0.0216809706421538,8,NA
"mrj","cv","Emotions and values",0.0218163444106829,27,NA
"mhr","cv","Emotions and values",0.0218582376375304,4,0.546
"mrj","ml","The house",0.0221901127960415,9,NA
"sl","ml","Motion",0.0222554703694069,6,NA
"sl","cv","Miscellaneous function words",0.0223475776619767,11,NA
"ku","sl","Agriculture and vegetation",0.0223845019238219,4,NA
"mrj","cv","Basic actions and technology",0.0225780526903448,50,NA
"mhr","ga","Possession",0.0227264161335279,1,0.407727272727272
"ku","hy","Clothing and grooming",0.0229416910838616,13,NA
"sl","ce","Time",0.022942767163761,19,NA
"mrj","bn","The house",0.0232147817237699,7,NA
"mrj","ku","Modern world",0.023283420407236,14,NA
"sl","ce","Speech and language",0.0234564719425034,11,NA
"lv","sl","Animals",0.0235491769085493,14,NA
"mrj","sl","Time",0.0236139145694729,26,NA
"ku","sl","The house",0.0237557476259731,7,NA
"de","ce","Agriculture and vegetation",0.0240508587001731,1,NA
"mrj","sah","Social and political relations",0.0241074951321001,21,NA
"myv","cv","Social and political relations",0.0243421443185898,22,0.358461538461538
"ga","sah","Miscellaneous function words",0.0243792296861948,19,NA
"mhr","ku","Possession",0.0247242079977981,1,NA
"sl","ml","Modern world",0.02489241927661,9,NA
"mhr","sq","Speech and language",0.0249234517369779,5,NA
"cv","sah","Cognition",0.0249344428399043,21,NA
"myv","ps","Agriculture and vegetation",0.0250093967038589,22,NA
"sl","te","Emotions and values",0.0251306497990694,11,NA
"ga","uz","Miscellaneous function words",0.0251441547166183,9,NA
"sl","ta","Clothing and grooming",0.0254022427832791,6,NA
"cv","kn","Agriculture and vegetation",0.0254399117766554,15,NA
"bn","cv","Basic actions and technology",0.0255162049961625,48,0.541666666666666
"sl","cv","Social and political relations",0.0258222218189511,10,NA
"mhr","mn","Modern world",0.0259021761050588,3,NA
"sl","cv","Motion",0.0260611231127104,7,NA
"ba","cv","Motion",0.0261814895040643,41,NA
"sl","no","Possession",0.0265851365129313,5,NA
"ps","sl","Basic actions and technology",0.0266329348659339,19,NA
"mrj","ca","The house",0.0266429912795874,10,NA
"ku","kn","Clothing and grooming",0.0267070229574669,11,NA
"br","cv","Agriculture and vegetation",0.0270788149199814,17,NA
"myv","sah","Clothing and grooming",0.027138944061868,16,NA
"mrj","sl","Basic actions and technology",0.0272056884278548,13,NA
"myv","cv","The house",0.0272389807385989,12,0.272727272727273
"mhr","ru","Possession",0.0272624584417762,1,0.58
"ku","sq","Clothing and grooming",0.0273511396628931,13,NA
"la","ce","Miscellaneous function words",0.0276207561147799,14,NA
"sl","cy","Sense perception",0.0276372982421294,9,NA
"mrj","uz","Social and political relations",0.0276991179704076,14,NA
"la","cv","Cognition",0.0279309342111164,28,NA
"sl","cv","Modern world",0.0280373920706642,7,NA
"lv","sl","The physical world",0.0281362985475238,39,NA
"lv","cv","Speech and language",0.028172748238372,10,NA
"sl","ta","Motion",0.0282269852826657,2,NA
"sl","br","Sense perception",0.0283783715962998,8,NA
"sl","ml","Kinship",0.0285797731297437,16,NA
"myv","uz","Clothing and grooming",0.0285969982844132,12,NA
"ps","sl","Social and political relations",0.0287154834772107,13,NA
"ku","ml","Clothing and grooming",0.0288026535338698,13,NA
"myv","te","Social and political relations",0.0288779763031511,20,0.611153846153846
"ku","zh","Clothing and grooming",0.0291406489208544,13,NA
"mrj","sl","Emotions and values",0.0291763120624122,8,NA
"myv","br","Clothing and grooming",0.0292491468677834,16,NA
"la","cv","The body",0.0293598900909388,66,NA
"mrj","be","The house",0.0294043987937431,11,NA
"bn","sl","Animals",0.0294407066679396,10,NA
"os","ce","The house",0.0295440061406235,8,NA
"sl","uk","The house",0.0295636429806269,7,NA
"myv","cv","Basic actions and technology",0.0296170238652913,63,0.291666666666667
"mrj","cv","Motion",0.0296578630952038,24,NA
"br","cv","Spatial relations",0.0301565154141769,61,NA
"mrj","cy","The house",0.0302116936451364,11,NA
"mhr","ca","Miscellaneous function words",0.0303237072170398,4,NA
"ps","sl","The house",0.0304520649484441,7,NA
"sl","sah","Social and political relations",0.0304994918096276,10,NA
"sl","ka","Animals",0.0308566513494305,12,NA
"myv","cy","The house",0.030874309669355,16,NA
"ku","cv","Cognition",0.0309438040360419,17,NA
"sl","ga","Basic actions and technology",0.0310442131204004,21,NA
"cv","ce","Spatial relations",0.0314391045278774,43,NA
"mrj","sl","The physical world",0.0315935629850647,32,NA
"mhr","os","Miscellaneous function words",0.0316044822198472,5,NA
"mhr","ce","The house",0.0316076823375459,1,NA
"myv","ce","Miscellaneous function words",0.0316389628207783,16,NA
"mrj","sl","Clothing and grooming",0.0318648237788265,5,NA
"sl","ka","Kinship",0.0318931611094316,16,NA
"myv","cv","Emotions and values",0.0319403891873993,35,0.312666666666666
"bn","cv","Miscellaneous function words",0.0320690384483857,12,NA
"br","cv","Motion",0.0321071997090299,40,NA
"mhr","sah","The house",0.0321766100372463,1,0.780909090909091
"mrj","de","Time",0.0322335797709633,31,NA
"mrj","cv","Speech and language",0.0323452889142311,14,NA
"ps","sl","Kinship",0.0324959870999807,17,NA
"sl","ml","Animals",0.0325049187723921,10,NA
"sl","en","Animals",0.0326165733722057,13,NA
"mrj","cv","Possession",0.0327900323545066,23,NA
"sl","ml","Possession",0.0328158108150996,4,NA
"bn","sl","The house",0.032853756650123,5,NA
"myv","cv","Cognition",0.0330414392512434,26,NA
"myv","la","The house",0.033103162652514,14,0.532727272727272
"myv","cv","The body",0.0334496399681655,51,NA
"mhr","mn","Basic actions and technology",0.0336439762513483,11,NA
"mhr","az","Possession",0.0337886932022723,1,NA
"cy","cv","Spatial relations",0.0338017245194428,63,NA
"sl","cy","The house",0.033870202266318,8,NA
"cv","ce","Agriculture and vegetation",0.0339358274421056,11,NA
"ku","uz","Clothing and grooming",0.0339469919433363,9,NA
"mhr","cv","The physical world",0.0340118403509292,14,0.318333333333333
"cv","ce","The body",0.0340254373473439,40,NA
"mrj","ce","The house",0.0341353513817455,6,NA
"sl","br","Time",0.0341533466370274,15,NA
"sl","sah","Agriculture and vegetation",0.0341865023298877,6,NA
"sl","ja","Animals",0.0342427899930375,12,NA
"br","la","Miscellaneous function words",0.0344857429388725,14,NA
"br","sah","Motion",0.0345063645868317,41,NA
"sl","ta","Possession",0.0346265955161075,2,NA
"mhr","ba","Sense perception",0.0347858126712188,6,NA
"mrj","he","The body",0.0348099977129078,60,NA
"mrj","br","Kinship",0.0350865872545121,22,NA
"ps","cv","Clothing and grooming",0.0350998595139919,12,NA
"la","cv","Miscellaneous function words",0.0351493027641665,14,NA
"ps","uz","Agriculture and vegetation",0.0352327673109608,18,NA
"mrj","da","The house",0.0353421978879292,10,NA
"os","cv","Speech and language",0.0353528647863765,13,NA
"ku","sl","Modern world",0.0353971063174696,6,NA
"myv","sq","Clothing and grooming",0.0354104007385464,18,NA
"cv","te","Emotions and values",0.0354713687878405,36,0.56
"lv","sl","Agriculture and vegetation",0.0355607287351703,6,NA
"mrj","cv","The physical world",0.0357192830315834,51,NA
"mrj","en","The house",0.03577697744275,10,NA
"sl","mn","The body",0.0358421377901659,41,NA
"myv","ta","The house",0.0359802512992751,14,0.528181818181818
"la","cv","Spatial relations",0.0359867671409197,67,NA
"mhr","az","Miscellaneous function words",0.0359931848316411,3,NA
"ps","kn","Agriculture and vegetation",0.0361427847397112,19,NA
"en","cv","Motion",0.0363498936664291,40,NA
"sah","ce","The house",0.0363862382313739,12,NA
"sl","te","The body",0.0364452144693816,31,NA
"mhr","ce","Social and political relations",0.0364580492742064,4,NA
"mhr","zh","Possession",0.0365386990297969,1,0.508636363636364
"sl","ga","Sense perception",0.0366005757548786,11,NA
"mhr","sah","Cognition",0.0368046601054541,13,NA
"ku","sah","Agriculture and vegetation",0.0369130270361701,17,NA
"sl","ta","The house",0.0369918082831269,7,NA
"sl","te","Spatial relations",0.0370145515322565,37,NA
"sl","br","Animals",0.0370600521381848,11,NA
"ga","cv","Motion",0.037376216820678,49,NA
"cv","te","Clothing and grooming",0.0378414696751593,13,NA
"sl","ce","The body",0.037914401622023,24,NA
"mrj","bn","Social and political relations",0.0379960605116123,19,NA
"mhr","en","Miscellaneous function words",0.0380932113030363,4,NA
"mrj","myv","Modern world",0.0381039240409859,17,NA
"mrj","ku","The house",0.0382484327688334,9,NA
"mrj","sl","Kinship",0.0382725489296951,13,NA
"cv","kn","Basic actions and technology",0.0382847232461754,67,NA
"cv","he","Cognition",0.0383226159635582,24,NA
"myv","ps","The house",0.0384640475586432,14,NA
"mrj","mhr","Emotions and values",0.0385055431847942,4,NA
"br","la","The house",0.038510195128357,17,NA
"os","te","Miscellaneous function words",0.0386544989756894,9,NA
"myv","ga","Clothing and grooming",0.0386802708607387,17,NA
"de","sah","Animals",0.0387791976904853,1,NA
"sl","tt","Motion",0.0388503561159135,7,NA
"mrj","sl","Social and political relations",0.0388841573656568,11,NA
"sl","no","Clothing and grooming",0.0389018301796697,7,NA
"mhr","os","Motion",0.0389114139132288,2,NA
"myv","da","Clothing and grooming",0.0389882481190532,18,NA
"lv","sl","The house",0.0390077103162542,7,NA
"bg","sl","Kinship",0.0390717017825795,15,NA
"mrj","sl","The house",0.0390787360415582,6,NA
"ku","sl","Basic actions and technology",0.0394257576498567,18,NA
"ps","sl","Spatial relations",0.0396472670177653,44,NA
"sl","sah","Cognition",0.039752465148703,9,NA
"br","he","Agriculture and vegetation",0.0397597462919015,20,NA
"uz","cv","Miscellaneous function words",0.0397924290314264,7,NA
"sl","sah","Animals",0.0398263828559432,13,NA
"ku","cv","Motion",0.0398962738941974,32,NA
"sl","ga","Animals",0.0399263842837119,10,NA
"sl","cv","The house",0.0400617103047726,7,NA
"ku","kk","Agriculture and vegetation",0.0401743892704422,20,NA
"ku","uz","Modern world",0.0403266045041401,17,NA
"mhr","ga","Social and political relations",0.0403625202866468,7,0.446153846153846
"sl","az","Kinship",0.0404135340982369,15,NA
"ga","cv","Speech and language",0.0406561132825392,16,NA
"ps","br","Agriculture and vegetation",0.0408723503934034,20,NA
"mhr","lv","The house",0.041242814942212,1,0.436363636363636
"ku","en","Clothing and grooming",0.0412488895915876,13,NA
"myv","uz","Modern world",0.041293246326142,17,NA
"lv","sl","The body",0.0413326934806927,48,NA
"en","cv","Spatial relations",0.041375329160097,65,NA
"sl","te","Modern world",0.0414286886182792,9,NA
"lv","sl","Food and drink",0.0414946922296441,12,NA
"cv","he","The physical world",0.0416144313403387,54,0.741666666666667
"sl","ml","The house",0.0416496869182667,7,NA
"sl","cv","Spatial relations",0.0417893330209072,27,NA
"cv","sah","The house",0.0418551048350955,17,0.818181818181818
"sl","ta","Modern world",0.0418745880280235,7,NA
"mrj","sl","Spatial relations",0.0419576073421963,36,NA
"bn","ku","Clothing and grooming",0.0420450000814633,11,NA
"os","cv","Modern world",0.0421851167489026,19,NA
"bn","sl","Social and political relations",0.042245862351545,11,NA
"myv","ca","Modern world",0.0422795517325401,20,NA
"bn","sl","Clothing and grooming",0.0422887096225254,6,NA
"mhr","ku","Kinship",0.0423633897118955,6,NA
"mrj","mhr","Speech and language",0.0424796521229991,5,NA
"myv","he","The house",0.0424842165637799,14,0.63
"mhr","pl","The house",0.0424858104486164,1,NA
"sl","en","Food and drink",0.0425809895028598,10,NA
"mhr","lv","Speech and language",0.0425974070613887,8,NA
"mhr","pl","Basic actions and technology",0.0426853165380289,6,NA
"myv","cv","Agriculture and vegetation",0.0426873378721466,19,0.272727272727273
"cv","sah","Speech and language",0.0427301717321714,15,NA
"mrj","br","The house",0.0427987667426472,8,NA
"sl","br","Social and political relations",0.0428513264034419,11,NA
"cv","kn","Clothing and grooming",0.0429217808642223,13,NA
"la","cv","Food and drink",0.0429475075453209,27,NA
"mhr","cy","Speech and language",0.0429732609462538,5,NA
"uz","cv","Spatial relations",0.0430448210296246,43,NA
"cy","cv","Cognition",0.0431059740955762,24,NA
"myv","bn","Clothing and grooming",0.0431108850743458,15,NA
"myv","hy","The house",0.0431138179189572,14,0.60090909090909
"mrj","sah","Motion",0.0431544323245743,33,NA
"myv","cv","The physical world",0.043166035997253,49,0.5
"sl","te","Sense perception",0.0431681396044307,9,NA
"lv","sl","Clothing and grooming",0.0431868841259749,8,NA
"myv","ps","Clothing and grooming",0.0433549258021007,16,NA
"mrj","ga","The house",0.0433628620997734,8,NA
"mrj","ga","Clothing and grooming",0.0433851177991939,16,NA
"ps","kk","Agriculture and vegetation",0.0435990859544088,24,NA
"mrj","myv","Kinship",0.0436772714626648,22,NA
"mhr","az","Sense perception",0.0438641986229116,6,NA
"mhr","myv","Social and political relations",0.0438759402221987,9,0.490769230769231
"uz","he","Speech and language",0.0438801298533876,12,NA
"cy","sah","Motion",0.0439344771831493,50,NA
"ku","cv","Basic actions and technology",0.0439431912286906,53,NA
"mhr","la","The house",0.0441221858557962,1,0.675454545454545
"mrj","ps","The house",0.0441868801547987,10,NA
"ps","cv","The house",0.0441915297713627,18,NA
"sl","ce","Modern world",0.0442577282443301,7,NA
"myv","ku","Modern world",0.0443085827108467,15,NA
"myv","te","The house",0.0444309127373867,14,0.545454545454546
"br","ce","Speech and language",0.0444396290645476,16,NA
"mrj","ku","Clothing and grooming",0.044546131185464,12,NA
"sl","ml","Basic actions and technology",0.0445484421103897,21,NA
"ce","he","Agriculture and vegetation",0.0447460300072935,14,NA
"os","cv","Spatial relations",0.0447777100935194,42,NA
"sl","en","Modern world",0.0448057129306153,9,NA
"mrj","myv","The house",0.0448342695608453,8,NA
"sl","br","Modern world",0.0448915889044794,10,NA
"br","cv","Emotions and values",0.0448919317325271,39,NA
"mhr","cv","Kinship",0.0448959070571109,7,0.446785714285715
"mrj","myv","Possession",0.0449052668780165,17,NA
"myv","ku","Clothing and grooming",0.0449383718362895,10,NA
"ku","br","The house",0.0449544829781446,15,NA
"mhr","uz","Agriculture and vegetation",0.0449783575337688,4,NA
"fa","cv","Motion",0.0450114637656262,28,NA
"sl","az","Food and drink",0.0451858265328545,9,NA
"cv","te","Speech and language",0.045199021152953,14,NA
"sl","is","Social and political relations",0.0452594956219761,11,NA
"sl","cy","Modern world",0.0453230624760673,10,NA
"ga","ce","The house",0.0454085877777215,10,NA
"mrj","kn","Emotions and values",0.0454605188984517,29,NA
"ce","he","The house",0.0455015466772955,12,NA
"mrj","os","The body",0.0455612489670234,40,NA
"ku","tt","Clothing and grooming",0.0456511451053946,14,NA
"sl","uk","Possession",0.0457596768275186,4,NA
"sl","ta","The physical world",0.0458114291106307,28,NA
"mhr","ga","Basic actions and technology",0.0460457374729889,7,0.3725
"mhr","bn","Miscellaneous function words",0.0463227417163494,4,NA
"cy","uz","The house",0.0464228479872496,16,NA
"ku","ru","Clothing and grooming",0.0464418756721242,13,NA
"ps","cv","Agriculture and vegetation",0.0464592185138282,17,NA
"sl","te","Agriculture and vegetation",0.0465664546730857,4,NA
"ku","os","Clothing and grooming",0.0466160845492129,6,NA
"myv","cv","Motion",0.0467100525381597,31,NA
"sl","az","The house",0.0468512099420107,8,NA
"cv","sah","The body",0.0468555685292587,59,NA
"la","cv","Agriculture and vegetation",0.0468708192101685,18,0.363636363636364
"mrj","myv","Social and political relations",0.0469075541627051,18,NA
"cv","kn","Motion",0.0471395081380131,41,NA
"br","ce","Agriculture and vegetation",0.0471594086793196,13,NA
"sl","cv","Basic actions and technology",0.0473963778378765,13,NA
"sl","ja","Sense perception",0.0474575809684954,7,NA
"bn","cv","The house",0.0474840507814111,18,0.636363636363635
"myv","sah","Miscellaneous function words",0.047525334161696,18,NA
"mhr","ba","Speech and language",0.047533857268706,5,NA
"ga","cy","Miscellaneous function words",0.0476070590780835,16,NA
"ku","ba","Clothing and grooming",0.047664997731141,13,NA
"mrj","uz","The body",0.0477951038889956,42,NA
"ku","cv","Quantity",0.0478231028802395,46,NA
"mhr","ku","Basic actions and technology",0.0478884922711675,4,NA
"ku","sl","Sense perception",0.0479948123360953,11,NA
"sl","cy","Motion",0.0480185975592412,8,NA
"br","cv","Miscellaneous function words",0.0480346847585653,14,NA
"sl","ja","The physical world",0.0480937979171195,31,NA
"mhr","kn","Sense perception",0.0481007006800172,5,NA
"mhr","hr","Motion",0.0481013167539325,2,NA
"os","cv","Motion",0.0482788466554763,20,NA
"sl","ga","Spatial relations",0.0483163001847138,43,NA
"sl","te","Clothing and grooming",0.0483176968595378,6,NA
"myv","he","Social and political relations",0.0484681111678464,27,0.641153846153846
"ps","sl","Time",0.0485301879529933,26,NA
"ga","sah","Motion",0.0485687148959435,47,NA
"cv","te","Motion",0.0487046496289416,33,NA
"sl","ce","Animals",0.0487135059314886,8,NA
"myv","sah","The body",0.0487185333125824,58,NA
"kn","ce","The house",0.0488647794602164,12,NA
"sl","br","Food and drink",0.0489555606682995,10,NA
"br","he","The house",0.0489726654259781,18,NA
"ku","no","Modern world",0.0491519815935517,20,NA
