"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"uz","zh","Spatial relations",0.099320804329955,45,NA
"bg","zh","The house",0.0996828853897001,22,0.521818181818182
"hi","sl","Basic actions and technology",0.0997745162125384,6,NA
"ja","he","Basic actions and technology",0.100102371356082,118,0.545416666666667
"bg","ja","The house",0.100218774970052,24,0.578181818181818
"ko","ka","Modern world",0.100615662687148,22,NA
"ta","he","Speech and language",0.101264126487845,17,NA
"uz","zh","Speech and language",0.101360124880186,10,NA
"uz","ja","Speech and language",0.102147568060709,10,NA
"bg","de","Clothing and grooming",0.102372841478288,2,NA
"hy","ja","The house",0.102785098255502,21,0.680909090909091
"de","uz","Food and drink",0.102953326922834,4,NA
"ko","ja","Basic actions and technology",0.103267666079108,73,0.599583333333333
"de","he","Social and political relations",0.104532423426569,9,NA
"ja","he","The house",0.104658846905471,21,0.690909090909091
"de","zh","The house",0.104897024054332,1,NA
"fi","uz","Agriculture and vegetation",0.105335057125883,17,NA
"he","zh","The house",0.105430423633519,19,0.546363636363636
"uz","ta","Speech and language",0.105619515089171,9,NA
"no","de","Agriculture and vegetation",0.105644311165635,2,NA
"el","ja","The house",0.106780496418995,24,0.554545454545455
"ta","zh","Modern world",0.107135725148087,19,NA
"uz","ja","Motion",0.107232950454243,4,NA
"ja","ar","Basic actions and technology",0.10724376964843,120,NA
"sk","de","Clothing and grooming",0.107544993342865,4,NA
"ja","ta","Modern world",0.107711154737337,18,NA
"ko","ja","The house",0.108180836710488,16,0.272727272727273
"ja","ta","Possession",0.108750293695914,15,0.410681818181818
"uz","ja","The physical world",0.109403541326916,39,NA
"ja","ka","Basic actions and technology",0.109834662541187,83,NA
"de","ko","Animals",0.109872191846072,1,NA
"et","zh","The house",0.110215940730591,19,0.503636363636363
"uz","zh","Modern world",0.110504643787993,21,NA
"uz","ko","Modern world",0.110856506565937,19,NA
"lt","de","Animals",0.110890869359973,2,NA
"ko","ta","Basic actions and technology",0.110999682737937,55,0.575
"he","zh","Basic actions and technology",0.111140027385116,126,0.565833333333333
"et","de","Clothing and grooming",0.111471584506626,1,NA
"no","ja","The house",0.112168889088564,24,NA
"ta","zh","Miscellaneous function words",0.112182417641831,11,NA
"ja","zh","Basic actions and technology",0.112191814067686,103,0.458333333333333
"ja","ar","Agriculture and vegetation",0.112328461866969,22,NA
"az","ta","Motion",0.112417334542878,29,NA
"uz","he","Social and political relations",0.112484938684447,16,NA
"ja","zh","Motion",0.113095733041338,58,NA
"de","ro","Animals",0.113504363238954,2,NA
"ta","ka","Clothing and grooming",0.113604343135816,18,NA
"ko","ar","The house",0.113800169721545,17,NA
"az","he","Agriculture and vegetation",0.114009639840666,20,NA
"uz","ka","Motion",0.114440711318906,4,NA
"sv","he","Speech and language",0.114509521075146,23,NA
"ko","zh","Food and drink",0.114675534222663,26,NA
"bg","ta","Motion",0.115231177873524,34,NA
"ta","zh","Sense perception",0.115294379781436,33,NA
"de","ta","Motion",0.115496713081739,29,NA
"no","uz","Agriculture and vegetation",0.115646407592249,17,NA
"ko","ja","Motion",0.116528270761752,37,NA
"ko","zh","Animals",0.116630300429055,38,NA
"et","de","Animals",0.116638488489807,1,NA
"bg","he","The house",0.116731155612679,23,0.571818181818181
"tr","ja","The house",0.117083662450283,26,0.607272727272727
"pl","he","Speech and language",0.117150604636692,22,NA
"en","ja","The house",0.117587013550618,21,0.501818181818182
"bg","ta","The house",0.118349123126949,21,0.554545454545454
"de","zh","Clothing and grooming",0.118374868157597,5,NA
"de","he","Speech and language",0.118376895115735,13,NA
"uz","ko","The house",0.119060265259252,11,NA
"ta","ar","The house",0.119069979668376,21,NA
"et","ja","The house",0.119120304385964,21,0.374545454545455
"en","ja","Modern world",0.119805514651494,25,NA
"de","fr","Agriculture and vegetation",0.119921355360917,2,NA
"uz","ja","Basic actions and technology",0.120422773322703,38,NA
"fi","he","Agriculture and vegetation",0.120474224226488,23,NA
"ko","zh","Emotions and values",0.120590179242863,38,0.446666666666667
"et","ar","The house",0.120721630285693,23,NA
"ja","ka","Motion",0.120965928414747,43,NA
"de","he","The house",0.121258092425496,1,NA
"ko","zh","Sense perception",0.121341184566761,46,NA
"no","he","Speech and language",0.121663211171168,23,NA
"ko","zh","Motion",0.121668899078519,40,NA
"ko","zh","Spatial relations",0.12184628516584,57,NA
"nl","uz","Agriculture and vegetation",0.121971355339388,16,NA
"hy","ta","Motion",0.122359748834287,34,NA
"he","zh","Social and political relations",0.122395440476964,30,0.529615384615385
"hy","ja","Basic actions and technology",0.1224003402885,103,0.60125
"sv","ta","Motion",0.122723726500281,35,NA
"uk","ja","Modern world",0.122768323398037,28,NA
"ta","he","Modern world",0.122819680828916,23,NA
"de","pt","Animals",0.122854596677075,2,NA
"ro","ta","Motion",0.122858705607866,38,NA
"ar","zh","Agriculture and vegetation",0.122933404498999,20,NA
"da","ja","The house",0.123120571098687,21,NA
"be","ja","Modern world",0.123152905247402,26,NA
"az","ja","Basic actions and technology",0.12320871124063,96,NA
"be","ta","Modern world",0.123223669286274,20,NA
"uz","zh","Motion",0.12371614440109,5,NA
"fa","ta","Basic actions and technology",0.123716505421128,62,NA
"da","zh","The house",0.123743419307381,19,NA
"he","zh","Modern world",0.123866510886523,29,NA
"ka","zh","Modern world",0.123970729395216,24,NA
"uz","zh","Social and political relations",0.124022467945599,16,NA
"bg","ja","Basic actions and technology",0.124059022087078,97,0.51625
"kk","zh","Agriculture and vegetation",0.124143786063232,22,0.908181818181817
"kk","ja","Modern world",0.124224670982264,28,NA
"uz","ta","Basic actions and technology",0.12425284634898,35,NA
"el","ta","Basic actions and technology",0.124396941253826,64,0.414583333333333
"az","he","The house",0.124403072166024,21,NA
"uz","ja","The house",0.124619927431912,14,NA
"el","he","Speech and language",0.125234927574881,21,NA
"ja","he","Agriculture and vegetation",0.12535862576015,22,0.454545454545454
"uz","ta","Social and political relations",0.125378609050881,16,NA
"uz","zh","Basic actions and technology",0.12585283829637,35,NA
"hi","ja","Agriculture and vegetation",0.126042456119496,25,NA
"hu","uz","Motion",0.126156485446056,5,NA
"ko","ka","Clothing and grooming",0.126300278541289,18,NA
"ko","zh","Speech and language",0.126613032086373,17,NA
"uz","zh","Possession",0.126739038400205,10,NA
"cs","de","Agriculture and vegetation",0.126778782094188,3,NA
"bg","ar","The house",0.126782517528512,26,NA
"ko","ta","The house",0.126859231742725,14,0.639999999999999
"he","zh","The physical world",0.126933001750591,72,0.745
"el","de","Animals",0.127240787097965,1,NA
"ko","zh","Modern world",0.127263370945658,21,NA
"ta","zh","Social and political relations",0.12739745955589,23,0.428461538461538
"ko","he","Basic actions and technology",0.127582974281872,85,0.5
"de","zh","Modern world",0.127695806610568,4,NA
"ta","zh","The house",0.128050402704398,17,0.394545454545455
"ta","zh","Clothing and grooming",0.128349784552461,18,NA
"hy","ja","Emotions and values",0.128363377434167,40,0.621333333333333
"uz","ka","Clothing and grooming",0.128795577379431,14,NA
"ko","he","Agriculture and vegetation",0.128855161532158,19,0.545454545454546
"az","zh","Modern world",0.128890643533913,28,NA
"sv","az","Motion",0.12897204234996,48,NA
"az","he","Speech and language",0.129157295175992,21,NA
"uz","ja","Emotions and values",0.129294640516383,20,NA
"uz","he","Emotions and values",0.129342330340339,26,NA
"ko","he","The body",0.129391600598741,76,NA
"uz","zh","Emotions and values",0.129438376543277,25,NA
"az","ta","The house",0.129481361553728,19,NA
"ca","uz","Speech and language",0.129668444403775,9,NA
"uz","ja","Agriculture and vegetation",0.129810240739414,16,NA
"uz","zh","Agriculture and vegetation",0.1299342089554,14,NA
"ja","ta","Food and drink",0.130312366639509,23,NA
"hy","ko","Clothing and grooming",0.130554597575442,14,NA
"ja","ta","The house",0.130876652836492,19,0.586363636363636
"et","ko","Agriculture and vegetation",0.131028698165759,21,0.363636363636364
"ko","zh","Clothing and grooming",0.131144177351846,18,NA
"de","ta","Basic actions and technology",0.131231858463772,47,NA
"hr","ja","Agriculture and vegetation",0.131402043887425,28,NA
"ar","zh","Basic actions and technology",0.131504639447861,133,NA
"ja","ar","Motion",0.131506555449738,72,NA
"ko","ar","Agriculture and vegetation",0.131596288239677,19,NA
"uz","he","Agriculture and vegetation",0.131664610206449,15,NA
"ja","ta","Agriculture and vegetation",0.131711097410222,17,0.272727272727273
"kk","he","Agriculture and vegetation",0.131849528049581,24,0.776363636363637
"ko","he","The house",0.132102501518145,15,0.729090909090909
"fi","ja","Agriculture and vegetation",0.132218907133786,25,NA
"ar","zh","Motion",0.13225313897656,79,NA
"ja","ar","Possession",0.132287581753842,23,NA
"et","ja","Agriculture and vegetation",0.132324951741738,24,0.363636363636364
"ta","ar","Basic actions and technology",0.13238012930243,90,NA
"ta","zh","Speech and language",0.132769952912718,18,NA
"et","uz","Agriculture and vegetation",0.13291591369485,17,NA
"sv","uz","The house",0.133426777068639,15,NA
"ja","he","Motion",0.13350041098132,62,NA
"hi","sl","Time",0.133535516763365,8,NA
"hr","uz","Modern world",0.133645480762699,26,NA
"kk","ja","Motion",0.133662139139479,50,NA
"ja","ka","The house",0.133665398781786,26,NA
"uz","ja","Food and drink",0.133745180338766,18,NA
"no","ko","Modern world",0.133792909744611,22,NA
"he","zh","Sense perception",0.133817551504958,45,NA
"ta","he","The house",0.133850587118786,18,0.570909090909091
"kk","zh","Modern world",0.133860878117439,27,NA
"be","de","Clothing and grooming",0.133882762203237,2,NA
"de","az","Modern world",0.13401356483801,2,NA
"ta","ar","Motion",0.134051598940851,45,NA
"ta","zh","Spatial relations",0.134125416890527,58,NA
"de","ja","Animals",0.134188804561537,2,NA
"ko","zh","Basic actions and technology",0.134265490328096,74,0.390833333333333
"hy","ta","Basic actions and technology",0.134497029229133,79,0.60125
"da","he","Speech and language",0.134726193344055,24,NA
"ta","he","Basic actions and technology",0.134751569323006,89,0.429583333333334
"be","he","Social and political relations",0.134794357597198,34,0.498076923076923
"ko","ja","Modern world",0.134854414799245,23,NA
"bg","ja","Agriculture and vegetation",0.135052542758034,22,0.272727272727273
"fa","uz","Agriculture and vegetation",0.135056397882654,16,NA
"de","ta","Animals",0.135397796191252,2,NA
"hy","ko","The house",0.135440208094531,16,0.738181818181818
"ru","ar","Agriculture and vegetation",0.135455493268881,22,NA
"hy","sv","The house",0.135686901476964,21,NA
"ja","zh","The physical world",0.135772188993437,69,0.465
"az","ko","The house",0.135833803096052,15,NA
"no","he","Agriculture and vegetation",0.135941434806303,23,NA
"ja","eu","Basic actions and technology",0.136010162579043,100,NA
"de","ar","Modern world",0.136110208024717,5,NA
"ja","zh","Modern world",0.13628979461347,25,NA
"no","ar","Agriculture and vegetation",0.136349958058509,23,NA
"uz","zh","Food and drink",0.136386748542058,18,NA
"ta","ka","Basic actions and technology",0.136399207274493,64,NA
"el","ja","Basic actions and technology",0.136447416559005,80,0.396666666666667
"hi","sl","Spatial relations",0.13651675521492,16,NA
"he","zh","Spatial relations",0.136606933856632,77,NA
"ca","ta","Motion",0.136625098951947,38,NA
"hr","ja","Basic actions and technology",0.136639761047458,117,NA
"ca","uz","Social and political relations",0.136740671977389,15,NA
"bg","kk","The house",0.136747016449239,28,0.762727272727272
"he","zh","The body",0.136894056796359,87,NA
"hy","ja","Clothing and grooming",0.137157948255594,24,NA
"ro","ta","The house",0.137166191133308,21,NA
"ja","zh","Spatial relations",0.13721506381271,55,NA
"et","ja","Modern world",0.137272277031623,29,NA
"hy","ja","Agriculture and vegetation",0.137338336557676,21,0.272727272727273
"ta","ka","Motion",0.137460926558178,26,NA
"he","zh","Speech and language",0.137481128159149,23,NA
"en","az","Motion",0.137558771951641,44,NA
"kk","ja","Spatial relations",0.137591996171668,65,NA
"kk","ja","Basic actions and technology",0.137606810671175,121,0.64125
"ko","ar","Motion",0.13769442486259,52,NA
"en","ta","Motion",0.137795359553529,34,NA
"kk","zh","Motion",0.137856038213237,58,NA
"de","uz","Spatial relations",0.138120475187514,31,NA
"el","uz","Speech and language",0.138207846752577,11,NA
"el","ja","Agriculture and vegetation",0.138276410547941,25,0.363636363636364
"ja","ar","Modern world",0.138565689824424,27,NA
"ja","he","Social and political relations",0.138567388573249,28,0.66923076923077
"az","ja","Modern world",0.138582247106687,28,NA
"et","zh","Agriculture and vegetation",0.138691930661349,20,0.363636363636364
"en","ja","Basic actions and technology",0.138704984758103,106,0.445833333333333
"en","ta","Basic actions and technology",0.138874257514599,77,0.4825
"sv","ar","The house",0.138950921451382,24,NA
"el","zh","The house",0.138954924687657,22,0.55
"az","ar","The house",0.139057054279083,24,NA
"hy","zh","Basic actions and technology",0.139130923627103,113,0.503333333333333
"de","he","Basic actions and technology",0.139145360756038,95,NA
"ro","ja","The house",0.139292359493794,25,NA
"da","ja","Basic actions and technology",0.139348096866135,115,NA
"eu","zh","Basic actions and technology",0.139432466096037,107,NA
"uz","ar","Emotions and values",0.139444159473081,26,NA
"ta","he","Motion",0.139592691597952,37,NA
"tr","ja","Modern world",0.139629481588421,28,NA
"no","zh","The house",0.139660677052751,22,NA
"uz","zh","The physical world",0.139700222802376,40,NA
"da","de","Agriculture and vegetation",0.139771413112835,2,NA
"ja","he","Modern world",0.139891350225464,29,NA
"ko","he","Social and political relations",0.139943696303656,28,0.573846153846154
"ru","he","Speech and language",0.140056883694171,23,NA
"kk","ko","Modern world",0.140186856377227,26,NA
"uz","ko","Miscellaneous function words",0.140191221983635,6,NA
"kk","ar","The house",0.140195643123933,28,NA
"ko","he","Speech and language",0.140326270560881,16,NA
"ka","zh","Agriculture and vegetation",0.140480683328683,22,NA
"hy","zh","Agriculture and vegetation",0.140516207370456,18,0.363636363636364
"hi","ar","The house",0.140767273310554,32,NA
"et","ar","Modern world",0.141088280949311,34,NA
"pl","ja","Basic actions and technology",0.14109077904216,111,NA
"sv","ja","Basic actions and technology",0.141110810754991,126,NA
"ko","ar","Basic actions and technology",0.141182667200624,87,NA
"ko","ta","Modern world",0.141287764477711,18,NA
"ja","ka","Agriculture and vegetation",0.141476113918355,25,NA
"ko","ja","Food and drink",0.141481334083898,28,NA
"ja","eu","Motion",0.141483859709109,51,NA
"hy","zh","Sense perception",0.141625640174291,50,NA
"et","ja","Animals",0.141732554303382,46,NA
"pl","ja","The house",0.141737935663748,23,NA
"he","zh","Motion",0.141778991072023,70,NA
"en","uz","Modern world",0.142003667888289,22,NA
"ko","ta","Speech and language",0.142014938790119,16,NA
"no","ja","Basic actions and technology",0.142051698330996,118,NA
"uz","kk","Miscellaneous function words",0.142255197439278,9,NA
"et","uz","The house",0.142255596063646,13,NA
"en","he","Speech and language",0.142279578994878,23,NA
"sk","ja","The house",0.142307210391324,24,NA
"ru","ko","The house",0.142322044456148,15,0.363636363636364
"de","ko","Kinship",0.142387023352523,6,NA
"uz","he","Sense perception",0.142489944898391,29,NA
"et","zh","Modern world",0.142592635985161,30,NA
"ja","eu","The house",0.142684755419206,21,NA
"de","tr","Modern world",0.142794620611959,2,NA
"uz","he","The house",0.142965749076035,14,NA
"bg","en","The house",0.142991492942684,23,0.754545454545455
"it","ko","The house",0.143398468126863,15,NA
"az","ja","Motion",0.143428395302359,44,NA
"sk","ja","Basic actions and technology",0.143453771131705,110,NA
"hr","ja","The house",0.143791291326879,25,NA
"et","da","The house",0.143841866780679,20,NA
"uz","ta","The house",0.143878549257338,13,NA
"kk","zh","Basic actions and technology",0.143886346278403,128,0.565833333333334
"it","he","Agriculture and vegetation",0.143909321812267,20,NA
"ko","ja","Agriculture and vegetation",0.143949698407378,21,0.363636363636364
"eu","zh","Motion",0.143954876933057,54,NA
"hi","de","Agriculture and vegetation",0.144034371231455,1,NA
"no","kk","The house",0.144037872882098,27,NA
"hu","ar","Agriculture and vegetation",0.14409529966904,23,NA
"be","zh","The house",0.144238231918229,21,0.358181818181818
"ko","ta","Clothing and grooming",0.144274869281074,15,NA
"be","uz","The house",0.144288476431313,17,NA
"hy","he","The house",0.144328856493388,20,0.386363636363637
"bg","ta","Basic actions and technology",0.144395674911624,73,0.557916666666667
"et","ko","The house",0.144699034792519,16,0.523636363636364
"bg","no","The house",0.144911204880218,26,NA
"ja","ta","Spatial relations",0.145039577786653,45,NA
"de","ta","Modern world",0.145144933499208,1,NA
"hi","zh","Motion",0.145296395550711,54,NA
"cs","ar","Agriculture and vegetation",0.145332887735664,23,NA
"ro","ja","Basic actions and technology",0.145422588097012,129,NA
"da","uz","Clothing and grooming",0.145562668307741,14,NA
"et","ja","Food and drink",0.145958868177165,36,NA
"be","ja","Basic actions and technology",0.146041940701242,86,0.655833333333334
"ja","he","Speech and language",0.146071907240989,20,NA
"uz","ja","Sense perception",0.14617501110938,24,NA
"ja","ka","Social and political relations",0.146254207686419,28,NA
"el","zh","Modern world",0.146425758261747,26,NA
"az","ko","Clothing and grooming",0.14668375155049,18,NA
"et","ko","Clothing and grooming",0.1467782851939,16,NA
"ja","zh","The house",0.146830724974347,20,0.515454545454545
"bg","tr","The house",0.146839327242282,28,0.533636363636363
"hr","ja","Modern world",0.146849877494025,30,NA
"da","ta","Basic actions and technology",0.146892869902437,80,NA
"uz","he","Modern world",0.147033391807455,24,NA
"uz","zh","Clothing and grooming",0.147114727393988,15,NA
"hi","ko","Clothing and grooming",0.147274203755848,21,NA
"kk","ko","Clothing and grooming",0.147328189577265,18,NA
"et","az","Motion",0.14736344290567,42,NA
"ro","az","Motion",0.147365842910404,50,NA
"no","az","The house",0.147450571497885,24,NA
"ar","zh","Social and political relations",0.147452063969893,30,NA
"uz","ar","Cognition",0.147488813264389,12,NA
"uz","eu","Motion",0.147507869508377,4,NA
"kk","ja","Agriculture and vegetation",0.147714099641571,25,0.685454545454545
"hy","ja","Speech and language",0.147752564342541,22,NA
"hi","ro","The house",0.147845224995537,33,NA
"hy","zh","Spatial relations",0.148057916106254,71,NA
"hy","ja","Modern world",0.148109331167877,28,NA
"hr","eu","Clothing and grooming",0.148224798694467,29,NA
"kk","ta","Motion",0.148258056432669,34,NA
"de","ta","Social and political relations",0.148361700848337,4,NA
"hr","uz","Clothing and grooming",0.148414621067102,17,NA
"et","ko","Modern world",0.148440482648369,26,NA
"lt","ko","Clothing and grooming",0.148459118160345,18,NA
"de","he","Clothing and grooming",0.148553323661846,5,NA
"uz","ta","Possession",0.148556003196341,8,NA
"nl","he","Social and political relations",0.148679459091595,34,0.521153846153846
"uz","ar","Social and political relations",0.148786150858732,17,NA
"ko","ja","Speech and language",0.148787440863858,17,NA
"it","ko","Clothing and grooming",0.148788643043908,16,NA
"ko","zh","Social and political relations",0.148853016256916,26,0.535
"sv","ja","Motion",0.14890318291918,57,NA
"fa","he","Agriculture and vegetation",0.148906874056752,22,NA
"hy","da","Clothing and grooming",0.149098381567797,22,NA
"it","ja","The house",0.149141944823707,21,NA
"et","ar","Agriculture and vegetation",0.149186869872706,22,NA
"uz","ja","Possession",0.149213231024772,9,NA
"kk","zh","Spatial relations",0.149322230772242,83,NA
"pl","ja","Modern world",0.149537119942949,29,NA
"bg","fr","The house",0.149555647862939,27,0.650909090909091
"be","zh","Emotions and values",0.149636187953491,45,0.532
"el","ta","Speech and language",0.149736181663259,19,NA
"en","he","Social and political relations",0.149747009764428,31,0.625769230769231
"ro","ta","Basic actions and technology",0.149774479858855,92,NA
"bg","ko","Clothing and grooming",0.149942982955412,19,NA
"ka","zh","Motion",0.149962486463904,47,NA
"ka","zh","Basic actions and technology",0.149989572187487,87,NA
"hy","he","Basic actions and technology",0.150027723608815,125,0.58875
"tr","ar","The house",0.150056229339794,29,NA
"uz","ar","The house",0.150118038532734,17,NA
"be","he","Basic actions and technology",0.150236273184684,104,0.609583333333333
"uz","ta","Miscellaneous function words",0.150254883481834,7,NA
"nl","he","Speech and language",0.150256218724348,25,NA
"en","ja","Motion",0.150347793843892,54,NA
"lt","de","Agriculture and vegetation",0.15048678494672,3,NA
"ar","zh","Modern world",0.150715900829367,30,NA
"tr","ja","Basic actions and technology",0.150771043366835,117,0.329166666666666
"hu","ta","The house",0.150784335548827,20,0.468181818181818
"ar","zh","Spatial relations",0.151031318285342,73,NA
"uz","ja","The body",0.15103464913727,49,NA
"uk","uz","Social and political relations",0.15107726401299,16,NA
"nl","uz","Speech and language",0.1511342297206,10,NA
"ru","ja","The house",0.151237274161213,21,0.272727272727273
"bg","ro","The house",0.151455610419893,28,NA
"de","tr","The house",0.151528672805107,1,NA
"en","zh","Modern world",0.151578889987953,26,NA
"hy","no","The house",0.151588100187476,23,NA
"et","be","Motion",0.151942776576782,51,NA
"az","ja","Speech and language",0.151963867902673,21,NA
"hu","ko","Clothing and grooming",0.151968345950987,19,NA
"de","uz","Social and political relations",0.152130555640824,2,NA
"sv","ja","Modern world",0.152162906994552,27,NA
"el","uz","Social and political relations",0.152328538705652,18,NA
"ru","uz","The house",0.152354529037755,14,NA
"hr","ta","Motion",0.152371933453357,32,NA
"sv","ja","The house",0.152643798847044,22,NA
"hr","ja","Motion",0.152655450105381,52,NA
"pt","he","Speech and language",0.152678201807384,24,NA
"hy","ar","The house",0.15275388321341,23,NA
"en","zh","The house",0.152763801623989,19,0.616363636363636
"tr","zh","Motion",0.152801070687893,67,NA
"uz","ko","Emotions and values",0.15283424856517,22,NA
"uz","ta","Clothing and grooming",0.152921040893917,11,NA
"be","zh","The physical world",0.152921298306339,70,0.343333333333333
"hr","tr","The house",0.152984089729322,30,NA
"et","ja","Basic actions and technology",0.15310869570432,100,0.67
"no","tr","The house",0.153130498833542,28,NA
"et","uz","Miscellaneous function words",0.153158202520741,8,NA
"uz","ko","Speech and language",0.153307966426772,10,NA
"sk","ja","Social and political relations",0.153338726093311,30,NA
"et","he","Modern world",0.153382171490931,34,NA
"fi","az","Agriculture and vegetation",0.153393957135639,23,NA
"uz","he","The body",0.153417626380046,48,NA
"en","ko","Motion",0.153434218235269,38,NA
"hi","ja","Modern world",0.1534509368495,38,NA
"ar","zh","The body",0.153458120791537,92,NA
"ja","ar","Spatial relations",0.153462535694603,63,NA
"hy","ta","Possession",0.153472428850613,17,0.507954545454546
"ja","he","The physical world",0.153490910902844,72,0.575
"hr","de","Clothing and grooming",0.153626033107311,2,NA
"no","he","The house",0.153743731483983,23,NA
"fi","ja","Basic actions and technology",0.153869710234334,127,NA
"pl","zh","Modern world",0.153937118631747,30,NA
"hr","ta","The house",0.153945543577057,21,NA
"ar","he","Agriculture and vegetation",0.153986051705987,21,NA
"ro","zh","Basic actions and technology",0.154167825160281,140,NA
"de","ja","Basic actions and technology",0.154295667801987,70,NA
"sv","ta","Basic actions and technology",0.154363184895118,90,NA
"ta","he","Social and political relations",0.154398350738208,25,0.631923076923077
"en","zh","Motion",0.154402973743611,60,NA
"be","zh","Basic actions and technology",0.154465355818495,95,0.484583333333333
"uz","ko","Sense perception",0.154476550519442,29,NA
"et","zh","Motion",0.154494272723993,56,NA
"hi","ta","Basic actions and technology",0.154496430863972,80,NA
"hy","ko","Modern world",0.154503495255622,26,NA
"az","zh","Motion",0.154505859845543,48,NA
"hu","he","Agriculture and vegetation",0.154581812657126,23,0.272727272727273
"ka","zh","Emotions and values",0.154583577073982,48,NA
"sv","uz","Speech and language",0.154584030669673,10,NA
"kk","ja","Emotions and values",0.154638262731461,47,0.777999999999999
"be","zh","Modern world",0.154750224546668,27,NA
"az","ta","Basic actions and technology",0.154769216384559,77,NA
"sv","de","Animals",0.154820878988065,2,NA
"ar","zh","Possession",0.15485509384724,28,NA
"uz","zh","Sense perception",0.154864263262288,30,NA
"no","ta","The house",0.15487620059787,21,NA
"bg","sv","The house",0.154876914207211,24,NA
"bg","da","The house",0.155097167192717,23,NA
"et","ta","The house",0.15511915509712,18,0.589090909090909
"no","ta","Basic actions and technology",0.155131444896236,84,NA
"be","ko","The house",0.155155891851885,18,0.490909090909091
"sk","ta","Motion",0.155156492785525,33,NA
"hy","ta","Speech and language",0.155167105896778,19,NA
"hr","ta","Modern world",0.15518687436086,24,NA
"et","fa","The house",0.15518819208247,20,NA
"et","ta","Motion",0.155295009011606,33,NA
"ro","zh","The house",0.15535868087426,23,NA
"ja","ar","The body",0.155397598478563,84,NA
"de","tr","Animals",0.155454718746236,2,NA
"bg","he","Agriculture and vegetation",0.155483731693891,21,0.363636363636364
"fa","ja","Basic actions and technology",0.155499952217654,81,NA
"de","ar","Social and political relations",0.155506459600944,9,NA
"he","zh","Animals",0.155518662519223,44,NA
