"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"myv","av","Clothing and grooming",-0.044839438801378,2,NA
"mdf","tt","Clothing and grooming",-0.0447678175611476,2,NA
"mdf","be","Modern world",-0.0446875014679386,2,NA
"ta","lbe","The physical world",-0.0444842238336257,10,NA
"mhr","pt","Miscellaneous function words",-0.0443467899726397,4,NA
"udm","lbe","Cognition",-0.0441837702787103,3,NA
"kv","xal","Agriculture and vegetation",-0.0441184894014999,2,NA
"mdf","cs","Modern world",-0.0439998557443849,2,NA
"xal","zh","Social and political relations",-0.0438819149251414,11,0.713461538461539
"fi","av","Agriculture and vegetation",-0.0438283749567459,4,NA
"de","ko","Agriculture and vegetation",-0.0435261891378353,1,NA
"br","ab","Animals",-0.0433891364761611,1,NA
"no","xal","Agriculture and vegetation",-0.0433777365174588,3,NA
"sq","lbe","Clothing and grooming",-0.0433154005350265,2,NA
"te","lbe","Cognition",-0.0429664545565258,5,NA
"mhr","kn","Possession",-0.0426504703353305,1,NA
"mhr","uk","Motion",-0.0425396198097694,1,NA
"ku","ml","Clothing and grooming",-0.0424625858096291,8,NA
"ku","lbe","Cognition",-0.0423166233925686,6,NA
"sah","lez","The house",-0.042154268500313,4,NA
"ml","ab","The house",-0.0421424264351618,1,0.731818181818182
"no","lbe","Cognition",-0.0420822411648982,6,NA
"no","av","Agriculture and vegetation",-0.0420161003432913,4,NA
"de","ta","Clothing and grooming",-0.0420094456384621,1,NA
"ab","ce","Agriculture and vegetation",-0.0417193044431307,1,NA
"ko","av","Agriculture and vegetation",-0.0416436978138591,4,NA
"mdf","uz","Clothing and grooming",-0.0413370845858149,1,NA
"lv","lez","The house",-0.0411544880147458,5,NA
"mn","xal","Agriculture and vegetation",-0.0411255530222026,4,NA
"mdf","sv","Clothing and grooming",-0.040771081437103,3,NA
"bg","lbe","The house",-0.0403121612700506,3,NA
"sq","lbe","Food and drink",-0.0402730403090494,2,NA
"pt","ab","Emotions and values",-0.0400636882105411,2,NA
"mdf","no","Modern world",-0.0400350873275868,2,NA
"te","ab","Speech and language",-0.039902618674332,3,NA
"mdf","nl","Cognition",-0.0398562607327811,10,NA
"lbe","zh","Food and drink",-0.039784989703776,3,NA
"mdf","uk","Modern world",-0.0396692829360376,4,NA
"ab","zh","Modern world",-0.0395583504995378,3,NA
"mrj","mdf","Clothing and grooming",-0.0395530183626599,1,NA
"lbe","ar","Cognition",-0.0395282715937308,6,NA
"vep","ga","The house",-0.0391207105380579,7,0.598181818181818
"mhr","en","Motion",-0.0390240811355484,1,NA
"mrj","cy","The house",-0.0387920504849072,4,NA
"et","mhr","The house",-0.0385027277531282,1,0.449090909090909
"mdf","udm","Speech and language",-0.0382844038310616,7,NA
"mhr","ca","Miscellaneous function words",-0.0382131846957504,4,NA
"os","ce","Miscellaneous function words",-0.0381589807391038,8,NA
"az","lbe","The house",-0.0376991084719772,3,NA
"mdf","lez","Modern world",-0.0374683569668704,4,NA
"myv","udm","Clothing and grooming",-0.0372137391211037,5,NA
"kk","lbe","Cognition",-0.0370294534343478,7,NA
"lbe","ar","The physical world",-0.0370206658937326,13,NA
"en","lbe","The physical world",-0.0367017788768819,11,NA
"xal","ko","Clothing and grooming",-0.0366829100606297,6,NA
"os","ar","Clothing and grooming",-0.0366134346253015,6,NA
"mdf","pt","Modern world",-0.0364335262542453,2,NA
"mhr","no","Possession",-0.0363481778110109,1,NA
"xal","lez","Clothing and grooming",-0.0362242351056002,5,NA
"xal","he","Agriculture and vegetation",-0.0361890047361699,3,0.545454545454546
"nl","lbe","Cognition",-0.0360802344799208,7,NA
"ro","xal","Clothing and grooming",-0.0359819915259881,8,NA
"mrj","cv","Modern world",-0.0359257428110823,7,NA
"az","xal","Agriculture and vegetation",-0.0358501635512848,3,NA
"xal","eu","Agriculture and vegetation",-0.0358167434895271,3,NA
"is","xal","Cognition",-0.0357149355158501,6,NA
"mdf","hu","Modern world",-0.0356414893141652,2,NA
"mdf","en","Modern world",-0.035534864876384,2,NA
"mdf","br","Clothing and grooming",-0.0354166464294657,2,NA
"uz","lbe","Cognition",-0.0353625280845728,5,NA
"uz","xal","Miscellaneous function words",-0.0352910950958544,3,NA
"lbe","zh","The physical world",-0.0351478357354211,11,NA
"udm","ab","Modern world",-0.0351386805696168,3,NA
"xal","eu","The house",-0.0350931579380094,4,NA
"lbe","he","Cognition",-0.0350460315828554,6,NA
"mdf","udm","Clothing and grooming",-0.0349588122898512,1,NA
"os","tt","Clothing and grooming",-0.0348736818117439,6,NA
"mdf","be","Clothing and grooming",-0.034803508736547,2,NA
"kn","ab","Time",-0.0344621066347263,13,NA
"mhr","te","Agriculture and vegetation",-0.0344596352634611,1,0.272727272727273
"ga","ab","Modern world",-0.0343859757020452,3,NA
"xal","ja","Agriculture and vegetation",-0.034158868280511,3,0.636363636363635
"et","lez","The house",-0.0341311797388767,4,NA
"is","xal","Agriculture and vegetation",-0.0340039079882563,3,0.272727272727273
"xal","ce","The house",-0.0339765886213526,4,NA
"ku","ka","Clothing and grooming",-0.0335606060768317,9,NA
"la","xal","Food and drink",-0.0330412430215607,7,NA
"cs","lbe","Cognition",-0.0328580887323576,5,NA
"ko","ab","The house",-0.0325490263389699,1,0.734545454545455
"bg","xal","Food and drink",-0.0323475556430232,7,NA
"ku","sah","Clothing and grooming",-0.0318836810922529,7,NA
"el","xal","Agriculture and vegetation",-0.0317789645656659,4,0.545454545454546
"mrj","cv","Kinship",-0.0316924110106635,12,NA
"sq","xal","Clothing and grooming",-0.0316321911316272,8,NA
"se","he","Quantity",-0.0315658242497012,5,NA
"vep","br","The house",-0.031525330723853,7,NA
"da","xal","Agriculture and vegetation",-0.0313488464159117,3,NA
"xal","zh","Food and drink",-0.031272737912143,8,NA
"br","ab","Emotions and values",-0.0309747039485228,1,NA
"vep","os","Clothing and grooming",-0.0309360307971384,4,NA
"mdf","hr","Modern world",-0.0308337467680991,2,NA
"kn","lbe","Emotions and values",-0.0307379500627531,2,NA
"te","av","Clothing and grooming",-0.0307044521300614,4,NA
"cv","lez","Social and political relations",-0.0303683015634265,6,NA
"ku","ab","The house",-0.030150974771209,2,NA
"fr","xal","Agriculture and vegetation",-0.0299892096076417,3,0.545454545454546
"bn","xal","The body",-0.0298615601663426,20,NA
"xal","te","Clothing and grooming",-0.0294635644070486,7,NA
"hi","lbe","Possession",-0.0294133999174644,1,NA
"az","xal","Food and drink",-0.0293204363030558,8,NA
"ja","ab","Animals",-0.0293126755075742,2,NA
"xal","ka","Food and drink",-0.0292923643374214,8,NA
"fa","lbe","Cognition",-0.0291060937764299,6,NA
"nl","ab","Emotions and values",-0.0290711495952052,2,0.770666666666666
"kv","ja","Speech and language",-0.0289782385892855,12,NA
"xal","ko","The house",-0.0289504024909129,4,0.93090909090909
"ku","xal","Social and political relations",-0.0288481295086219,11,NA
"os","ga","Clothing and grooming",-0.0288048240171056,5,NA
"cv","xal","The body",-0.028791443837797,8,NA
"sah","ab","The house",-0.0286382290409697,1,0.763636363636363
"mhr","it","Miscellaneous function words",-0.0285195814861642,5,NA
"en","lbe","The house",-0.0282980386902843,3,NA
"la","lbe","Cognition",-0.0282640790885569,6,NA
"ku","en","Clothing and grooming",-0.0281659518933793,10,NA
"ca","ab","The house",-0.0280685678688412,1,NA
"lbe","he","Miscellaneous function words",-0.0278568469306555,6,NA
"sk","lbe","Clothing and grooming",-0.0276834618530724,2,NA
"sah","ab","Speech and language",-0.0276429762830168,4,NA
"vep","os","Animals",-0.0275500754696505,9,NA
"nl","lez","The house",-0.0274575519009565,5,NA
"mdf","xal","Speech and language",-0.0274139091061745,3,NA
"lbe","zh","Speech and language",-0.0274090743113216,7,NA
"bn","ab","Basic actions and technology",-0.0273692535785865,6,0.75
"la","lez","The house",-0.0273270908587875,5,NA
"mhr","da","Possession",-0.0272375052941323,1,NA
"mdf","ps","Modern world",-0.0272226246438879,2,NA
"udm","ab","Speech and language",-0.0272177523852394,3,NA
"ku","cv","Motion",-0.0271271373332653,9,NA
"ja","lbe","The body",-0.0266738397174616,14,NA
"ml","lbe","Food and drink",-0.0265900514706829,3,NA
"mdf","cv","Possession",-0.0261880703848279,5,NA
"ku","ko","Clothing and grooming",-0.0260158715531763,8,NA
"ku","zh","Clothing and grooming",-0.0260127512254197,10,NA
"kn","ab","Sense perception",-0.0259706401690132,2,NA
"fi","lbe","Cognition",-0.0258995251597523,6,NA
"lv","lbe","Cognition",-0.0258267239877561,6,NA
"mdf","uk","Clothing and grooming",-0.0256793062422918,2,NA
"cv","ko","Basic actions and technology",-0.0253659196623617,24,0.625
"vep","lbe","Food and drink",-0.0253263708021004,3,NA
"ps","ab","Cognition",-0.025240807309177,2,NA
"sv","lbe","Possession",-0.025187844978696,1,NA
"en","lbe","Cognition",-0.0251563975272116,6,NA
"ba","xal","Modern world",-0.0251469526269352,8,NA
"ps","de","The house",-0.0250628886504475,1,NA
"eu","lbe","Cognition",-0.0250392239645251,6,NA
"mrj","xal","Agriculture and vegetation",-0.0249246451505198,3,NA
"ja","lbe","The physical world",-0.0247018830805255,12,NA
"br","ab","The house",-0.0243318541301899,1,NA
"ja","ab","Cognition",-0.0240646185073563,2,NA
"udm","av","The body",-0.024052088594504,11,NA
"la","ab","The house",-0.0239122796518308,1,0.732727272727273
"mdf","uz","Possession",-0.0237991243307092,5,NA
"bn","ab","Emotions and values",-0.0235111283688048,2,0.781333333333333
"uz","lbe","Possession",-0.0234891410196926,1,NA
"be","xal","Agriculture and vegetation",-0.0234435696228255,3,0.636363636363635
"lbe","zh","Miscellaneous function words",-0.0233493189869074,7,NA
"xal","lez","Modern world",-0.023344982230091,9,NA
"ml","lbe","Cognition",-0.0232200882493177,5,NA
"mdf","ru","Modern world",-0.0231051054786261,2,NA
"mdf","bg","Clothing and grooming",-0.0229846695688569,3,NA
"cy","xal","Agriculture and vegetation",-0.0229499051078425,3,NA
"sah","av","Motion",-0.0228816678412087,13,NA
"pt","lbe","The physical world",-0.0228213054782356,13,NA
"mhr","de","The body",-0.0227069144225118,1,NA
"ro","lbe","The body",-0.0227058545233066,14,NA
"ps","ab","Agriculture and vegetation",-0.0226006994727216,1,NA
"cy","ab","Speech and language",-0.0225976089264764,4,NA
"xal","kn","Food and drink",-0.0224764077441068,8,NA
"uz","xal","Sense perception",-0.0224616758193901,13,NA
"is","lbe","Emotions and values",-0.0224576225839435,2,NA
"mrj","lez","The house",-0.0223976749943861,1,NA
"te","ab","Agriculture and vegetation",-0.0223958180285595,1,0.454545454545454
"myv","cv","Emotions and values",-0.0223794653546974,9,0.312666666666666
"mdf","ro","Modern world",-0.0221868618002925,4,NA
"mdf","ko","Animals",-0.0221812138397488,5,NA
"mn","lbe","Miscellaneous function words",-0.0221416441813003,7,NA
"mhr","sah","Possession",-0.0221292511640634,1,0.575909090909091
"kk","ab","Animals",-0.0220942129841448,2,NA
"xal","lez","Speech and language",-0.0220790583050754,9,NA
"kn","ab","The physical world",-0.0220289069773264,9,NA
"myv","os","Clothing and grooming",-0.0219810095432141,2,NA
"kv","xal","Time",-0.0219648596847224,15,NA
"xal","ta","Motion",-0.0219354828257625,3,NA
"ku","av","Agriculture and vegetation",-0.0218840260106779,3,NA
"xal","te","Cognition",-0.0217408855424068,6,NA
"eu","lbe","Possession",-0.02143991928282,1,NA
"mhr","ko","The house",-0.0213294996939193,1,0.602727272727272
"uz","lbe","Agriculture and vegetation",-0.0213051049171384,4,NA
"ka","lbe","The physical world",-0.0212744746132274,14,NA
"es","lbe","The house",-0.0212030975007665,3,NA
"xal","kn","The body",-0.0211743220075517,20,NA
"ku","de","Modern world",-0.0211385940813438,1,NA
"os","uz","Clothing and grooming",-0.0210037716608297,2,NA
"kv","cv","Miscellaneous function words",-0.0209932059244372,5,NA
"mdf","ka","Modern world",-0.0209137402531823,2,NA
"mrj","cv","The house",-0.0208384147594183,1,NA
"de","lbe","Possession",-0.0208153189618132,1,NA
"it","lez","The house",-0.0208080029702192,5,NA
"mdf","lez","Food and drink",-0.0206159711259759,8,NA
"ps","xal","The house",-0.0205403780794753,4,NA
"mdf","az","Clothing and grooming",-0.0204513575610931,2,NA
"mdf","cv","Quantity",-0.0203691853999244,7,NA
"tr","lbe","Cognition",-0.0203584803376137,8,NA
"os","ta","Clothing and grooming",-0.0203291500864716,5,NA
"mdf","cv","Motion",-0.0203199330793879,4,NA
"es","ab","The house",-0.0202055099754953,1,0.745454545454545
"ja","lbe","Possession",-0.0201867035375391,1,NA
"kv","xal","Social and political relations",-0.0201858580525414,9,NA
"lbe","ce","Cognition",-0.0201219904351076,5,NA
"sah","ab","The body",-0.0199750273369644,11,NA
"xal","ta","Cognition",-0.0199578624244715,5,NA
"kv","ja","The house",-0.0199294810789087,3,NA
"kn","ab","Cognition",-0.0198780074295061,4,NA
"kn","ab","Social and political relations",-0.0198099439639685,7,NA
"fi","os","Clothing and grooming",-0.019789093219771,5,NA
"ca","xal","Food and drink",-0.0197788341457936,8,NA
"pt","ab","Agriculture and vegetation",-0.0196622624328066,1,NA
"lbe","zh","The body",-0.0196407151798948,14,NA
"sv","lbe","Emotions and values",-0.0195674920563902,2,NA
"cv","ml","Speech and language",-0.0194997781267211,8,NA
"la","lbe","Clothing and grooming",-0.0194888225100814,1,NA
"cy","lbe","Cognition",-0.0194739082743245,5,NA
"ja","lbe","Spatial relations",-0.0194433838909233,6,NA
"myv","uz","Motion",-0.0194416352379711,1,NA
"mhr","cs","The house",-0.01932341275614,1,0.551818181818182
"xal","av","Modern world",-0.019256528199321,4,NA
"uk","lbe","Food and drink",-0.019239466873337,3,NA
"xal","zh","Emotions and values",-0.0191180274117077,15,0.745333333333333
"cv","zh","Motion",-0.019076908561403,18,NA
