society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
SCCS88,Tobelorese,xd760,tobe1252,Tobelo,North Halmahera,DistToCoast_km,0.751158412,,2015,,
If3,Majuro,xd834,rata1243,Ratak,Austronesian,DistToCoast_km,0.781754054,,2015,,
Ci12,Abkhaz,xd577,abkh1244,Abkhazian,Abkhaz-Adyge,DistToCoast_km,0.789962886,,2015,,
Ii5,Ontong Java,xd884,onto1237,Luangiua,Austronesian,DistToCoast_km,0.87816361,,2015,,
Ii8,Futunans,xd887,east2447,East Futuna,Austronesian,DistToCoast_km,0.881137849,,2015,,
Ce3,Ancient Romans,xd530,lati1261,Latin,Indo-European,DistToCoast_km,0.893110478,,2015,,
B46,Calusa,xd919,calu1239,Calusa,Unclassifiable,DistToCoast_km,0.897622289,,2015,,
WNAI8,Haihais,xd1424,oowe1239,Ooweekeeno,Wakashan,DistToCoast_km,0.952935498,,2015,,
Na25,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,DistToCoast_km,0.958313998,,2015,,
WNAI18,West Saanich,xd1428,saan1246,Saanich,Salishan,DistToCoast_km,0.961381741,,2015,,
Ij1,Mangaians,xd889,raro1241,Southern Cook Island Maori,Austronesian,DistToCoast_km,0.974105555,,2015,,
SCCS161,Callinago,xd1326,isla1278,Island Carib,Arawakan,DistToCoast_km,1.001924378,,2015,,
Sb1,Callinago,xd1326,isla1278,Island Carib,Arawakan,DistToCoast_km,1.001924378,,2015,,
Ii2,Tikopia,xd881,tiko1237,Tikopia,Austronesian,DistToCoast_km,1.018567657,,2015,,
SCCS100,Tikopia,xd881,tiko1237,Tikopia,Austronesian,DistToCoast_km,1.018567657,,2015,,
Ej6,Moken,xd728,moke1242,Moken,Austronesian,DistToCoast_km,1.023265753,,2015,,
Ig21,Tangu,xd854,tang1355,Tanggu,Lower Sepik-Ramu,DistToCoast_km,1.060731513,,2015,,
B386,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,DistToCoast_km,1.080370847,,2015,,
Na22,Iglulik Inuit,xd1025,west2618,Western Canadian Inuktitut,Eskimo-Aleut,DistToCoast_km,1.241064655,,2015,,
Na13,Baffin Island Inuit,xd1030,baff1240,North Baffin Inuktitut,Eskimo-Aleut,DistToCoast_km,1.254349718,,2015,,
Ag17,Biafada,xd252,biaf1240,Biafada,Atlantic-Congo,DistToCoast_km,1.262816245,,2015,,
If6,Yapese,xd837,yape1248,Yapese,Austronesian,DistToCoast_km,1.284768078,,2015,,
B22,Ainu,xd635,ainu1240,Hokkaido Ainu,Ainu,DistToCoast_km,1.333357632,,2015,,
If13,Nauruans,xd828,naur1243,Nauru,Austronesian,DistToCoast_km,1.370705496,,2015,,
Ce7,Greeks,xd534,mode1248,Modern Greek,Indo-European,DistToCoast_km,1.381184862,,2015,,
Ii3,Pukapukans,xd882,puka1242,Pukapuka,Austronesian,DistToCoast_km,1.383492846,,2015,,
Ih4,Lau,xd870,laua1243,Lauan,Austronesian,DistToCoast_km,1.394708148,,2015,,
Ed7,Okinawans,xd650,cent2126,Central Okinawan,Japonic,DistToCoast_km,1.42427991,,2015,,
Ag14,Baga,xd249,mbul1258,Mbulungish,Atlantic-Congo,DistToCoast_km,1.448569796,,2015,,
B82,Kaurareg,xd937,kala1377,Kala Lagaw Ya,Pama-Nyungan,DistToCoast_km,1.457848524,,2015,,
ch21,Latvians,xd559,latv1249,Latvian,Indo-European,DistToCoast_km,1.481832806,,2015,,
B294,Koniag,xd999,koni1262,Koniag,Eskimo-Aleut,DistToCoast_km,1.497065051,,2015,,
Ii6,Tokelau,xd885,toke1240,Tokelau,Austronesian,DistToCoast_km,1.518927719,,2015,,
Nb15,Lummi,xd1074,lumm1243,Lummi,Salishan,DistToCoast_km,1.528997515,,2015,,
SCCS186,Yahgan,xd1383,yama1264,Yámana,,DistToCoast_km,1.542162756,,2015,,
B85,Mirrngadja,xd940,djin1252,Djinba,Pama-Nyungan,DistToCoast_km,1.570288698,,2015,,
B53,Alacaluf,xd1387,qawa1238,Qawasqar,Kawesqar,DistToCoast_km,1.606762239,,2015,,
Eh1,Andamanese,xd686,akab1249,Aka-Bea,Great Andamanese,DistToCoast_km,1.611491541,,2015,,
SCCS79,Andamanese,xd686,akab1249,Aka-Bea,Great Andamanese,DistToCoast_km,1.611491541,,2015,,
Ig4,Lesu,xd856,nots1237,Notsi,Austronesian,DistToCoast_km,1.628764051,,2015,,
B114,Undanbi,xd961,waka1274,Wakawaka,Pama-Nyungan,DistToCoast_km,1.633471659,,2015,,
Nb3,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,DistToCoast_km,1.655966852,,2015,,
Id3,Tiwi,xd778,tiwi1244,Tiwi,,DistToCoast_km,1.713987464,,2015,,
B100,Worrorra,xd949,worr1237,Worrorra,Worrorran,DistToCoast_km,1.739058096,,2015,,
Ib3,Balinese,xd752,bali1278,Balinese,Austronesian,DistToCoast_km,1.762828975,,2015,,
B102,Lardil,xd951,lard1243,Lardil,Tangkic,DistToCoast_km,1.766059041,,2015,,
Ia9,Ami,xd749,amis1246,Amis,Austronesian,DistToCoast_km,1.803509608,,2015,,
Ed15a,Miyakans,xd642,miya1259,Miyako,Japonic,DistToCoast_km,1.807745706,,2015,,
If8,Chamorro,xd839,cham1312,Chamorro,Austronesian,DistToCoast_km,1.816013948,,2015,,
Ig19,Molima,xd851,moli1248,Molima,Austronesian,DistToCoast_km,1.816365933,,2015,,
Ig5,Dobuans,xd857,dobu1241,Dobu,Austronesian,DistToCoast_km,1.816365933,,2015,,
Ih6,Rotumans,xd872,rotu1241,Rotuman,Austronesian,DistToCoast_km,1.821719022,,2015,,
B373,Great Whale Inuit,xd1017,queb1248,Nunavik,Eskimo-Aleut,DistToCoast_km,1.845347643,,2015,,
Cd19,Sahel,xd517,sahi1245,Sahil,Afro-Asiatic,DistToCoast_km,1.852731271,,2015,,
Ig16,Bwaidoga,xd848,bwai1242,Bwaidoka,Austronesian,DistToCoast_km,1.878345861,,2015,,
Ad1,Bajuni,xd76,baju1245,Bajuni,Atlantic-Congo,DistToCoast_km,1.900520163,,2015,,
Cj1,Syrians,xd586,nort3142,North Mesopotamian Arabic,Afro-Asiatic,DistToCoast_km,1.926823597,,2015,,
B378,Inuvialuit,xd1019,sigl1242,Siglitun,Eskimo-Aleut,DistToCoast_km,1.953940847,,2015,,
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,DistToCoast_km,1.96860079,,2015,,
SCCS97,Lesu,xd856,nots1237,Notsi,Austronesian,DistToCoast_km,1.98279371,,2015,,
Na10,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,DistToCoast_km,1.986087993,,2015,,
B280,Cowichan,xd1086,cowi1241,Cowichan,Salishan,DistToCoast_km,2.041233903,,2015,,
B10,Vedda,xd690,vedd1240,Veddah,Indo-European,DistToCoast_km,2.083183736,,2015,,
If15,Carolinians,xd830,caro1242,Carolinian,Austronesian,DistToCoast_km,2.106113653,,2015,,
Af14,Sherbro,xd191,sher1258,Sherbro,Atlantic-Congo,DistToCoast_km,2.12045715,,2015,,
B287,Haisla,xd1105,hais1244,Haisla,Wakashan,DistToCoast_km,2.18310264,,2015,,
SCCS51,Irish,xd543,iris1253,Irish,Indo-European,DistToCoast_km,2.207929049,,2015,,
Ig11,Rossel Islanders,xd843,yele1255,Yele,,DistToCoast_km,2.24870229,,2015,,
SCCS78,Nicobarese,xd691,carn1240,Car Nicobarese,Austroasiatic,DistToCoast_km,2.320505719,,2015,,
Nb5,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,DistToCoast_km,2.352456615,,2015,,
Nb26,Cowichan,xd1086,cowi1241,Cowichan,Salishan,DistToCoast_km,2.396186083,,2015,,
SCCS90,Tiwi,xd778,tiwi1244,Tiwi,,DistToCoast_km,2.417303699,,2015,,
Ig2,Trobriands,xd852,kili1267,Kilivila,Austronesian,DistToCoast_km,2.442228685,,2015,,
WNAI5,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,DistToCoast_km,2.481578044,,2015,,
Ih11,Epi,xd864,lame1260,Lamenu,Austronesian,DistToCoast_km,2.487828704,,2015,,
Ii12,Tongans,xd878,tong1325,Tonga (Tonga Islands),Austronesian,DistToCoast_km,2.507926116,,2015,,
Ij10,Tongarevans,xd890,penr1237,Māngarongaro,Austronesian,DistToCoast_km,2.508352801,,2015,,
If14,Makin,xd829,bana1287,Banaban,Austronesian,DistToCoast_km,2.509667015,,2015,,
SCCS107,Makin,xd829,bana1287,Banaban,Austronesian,DistToCoast_km,2.509667015,,2015,,
Ic11,Ambonese,xd761,ambo1250,Ambonese Malay,Austronesian,DistToCoast_km,2.516883002,,2015,,
B55,Yahgan,xd1383,yama1264,Yámana,,DistToCoast_km,2.530203717,,2015,,
Sg1,Yahgan,xd1383,yama1264,Yámana,,DistToCoast_km,2.530203717,,2015,,
WNAI20,Musqueam,xd1441,musq1240,Musqueam,Salishan,DistToCoast_km,2.531321968,,2015,,
Ng8,Timucua,xd1257,timu1245,Timucua,,DistToCoast_km,2.540718063,,2015,,
Af44,Alagya,xd224,alla1248,Alladian,Atlantic-Congo,DistToCoast_km,2.541786303,,2015,,
Na24,Tasiilaq,xd1040,tunu1234,Tunumiisiut,Eskimo-Aleut,DistToCoast_km,2.55403107,,2015,,
Ij3,Marquesans,xd892,nort2845,North Marquesan,Austronesian,DistToCoast_km,2.569270433,,2015,,
B390,Inughuit (Northern Greenland),xd1031,pola1254,Polar Eskimo,Eskimo-Aleut,DistToCoast_km,2.588725844,,2015,,
SCCS105,Marquesans,xd892,nort2845,North Marquesan,Austronesian,DistToCoast_km,2.626774962,,2015,,
Ic2,Alorese,xd764,abui1241,Abui,Timor-Alor-Pantar,DistToCoast_km,2.643012736,,2015,,
WNAI10,Kwakwaka'wakw,xd1090,kwak1269,Kwak'wala,Wakashan,DistToCoast_km,2.643345471,,2015,,
B92,Nunggubuyu,xd944,nung1290,Wubuy,Gunwinyguan,DistToCoast_km,2.666804615,,2015,,
WNAI27,Lower Chinook,xd1078,chin1286,Chinook,Chinookan,DistToCoast_km,2.739371116,,2015,,
Nb16,Klallam,xd1075,clal1241,Clallam,Salishan,DistToCoast_km,2.763775404,,2015,,
Nb2,Twana,xd1079,twan1247,Twana,Salishan,DistToCoast_km,2.763775404,,2015,,
Ab16,Lenge,xd17,leng1257,Lengue,Atlantic-Congo,DistToCoast_km,2.771802524,,2015,,
Ig10,Usiai,xd842,lele1270,Lele (Papua New Guinea),Austronesian,DistToCoast_km,2.794667913,,2015,,
Ig9,Manus,xd861,tita1241,Titan,Austronesian,DistToCoast_km,2.794667913,,2015,,
Nb24,Makah,xd1084,maka1318,Makah,Wakashan,DistToCoast_km,2.811522047,,2015,,
WNAI13,Makah,xd1084,maka1318,Makah,Wakashan,DistToCoast_km,2.811522047,,2015,,
B273,Nuu chah nulth,xd1070,nuuc1236,Nuu-chah-nulth,Wakashan,DistToCoast_km,2.872760704,,2015,,
If11,Kosraeans,xd826,kosr1238,Kosraean,Austronesian,DistToCoast_km,2.889787938,,2015,,
SCCS96,Manus,xd861,tita1241,Titan,Austronesian,DistToCoast_km,2.910284825,,2015,,
Id2,"Yolngu, Dhuwal",xd777,dhuw1249,Dhuwal,Pama-Nyungan,DistToCoast_km,2.933016297,,2015,,
Af48,Kru,xd228,klao1243,Klao,Atlantic-Congo,DistToCoast_km,2.934029919,,2015,,
Nb1,Haida,xd1068,nort2938,Northern Haida,Haida,DistToCoast_km,2.994373474,,2015,,
WNAI3,Haida (Northern),xd1068,nort2938,Northern Haida,Haida,DistToCoast_km,2.994373474,,2015,,
Ib7,Mentaweians,xd756,ment1249,Mentawai,Austronesian,DistToCoast_km,3.012268562,,2015,,
Nj6,Huave,xd1305,sanm1287,San Mateo del Mar Huave,Huavean,DistToCoast_km,3.012704267,,2015,,
Ic9,Sumbanese,xd771,kamb1299,Kambera,Austronesian,DistToCoast_km,3.019869419,,2015,,
Cf3,Tristan da Cunha,xd538,stan1293,English,Indo-European,DistToCoast_km,3.10453389,,2015,,
Ig7,Lakalai,xd859,naka1262,Nakanai,Austronesian,DistToCoast_km,3.162203248,,2015,,
B98,Walmbaria,xd947,flin1247,Flinders Island,Pama-Nyungan,DistToCoast_km,3.176780385,,2015,,
Ih3,Bunlap,xd869,saaa1241,Sa,Austronesian,DistToCoast_km,3.18221041,,2015,,
SCCS101,Bunlap,xd869,saaa1241,Sa,Austronesian,DistToCoast_km,3.18221041,,2015,,
Ih2,Seniang,xd868,sout2857,Nahavaq,Austronesian,DistToCoast_km,3.182379046,,2015,,
B134,Bunurong,xd978,woiw1237,Woiwurrung,Pama-Nyungan,DistToCoast_km,3.188248382,,2015,,
Nb18,Quileute,xd1077,quil1240,Quileute,Chimakuan,DistToCoast_km,3.287681573,,2015,,
Ig15,Bakovi,xd847,bola1250,Bola,Austronesian,DistToCoast_km,3.292865325,,2015,,
B96,Kuku (Yalanji),xd946,kuku1273,Kuku-Yalanji,Pama-Nyungan,DistToCoast_km,3.297960912,,2015,,
WNAI89,Kumeyaay (Western Diegueno),xd1137,kumi1248,Tipai,Cochimi-Yuman,DistToCoast_km,3.306015224,,2015,,
Ag18,Bijogo,xd253,bidy1244,Kangaki-Kagbaaga-Kajoko Bidyogo,Atlantic-Congo,DistToCoast_km,3.307996852,,2015,,
Af45,Avikam,xd225,avik1243,Avikam,Atlantic-Congo,DistToCoast_km,3.334697834,,2015,,
Ic6,Tanimbarese,xd768,sela1259,Selaru,Austronesian,DistToCoast_km,3.36364734,,2015,,
Nb23,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,DistToCoast_km,3.395551748,,2015,,
WNAI9,Heiltsuk,xd1083,bell1263,Bella Bella,Wakashan,DistToCoast_km,3.395551748,,2015,,
SCCS102,Mbau Fijians,xd867,bauu1243,Bau (Fijian),Austronesian,DistToCoast_km,3.455250235,,2015,,
Ic8,Kei,xd770,keii1239,Kei,Austronesian,DistToCoast_km,3.463009668,,2015,,
Nc15,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,DistToCoast_km,3.464012481,,2015,,
Ad28,Zigula,xd96,zigu1242,Zigula,Atlantic-Congo,DistToCoast_km,3.514285817,,2015,,
SCCS99,Siuai,xd841,siwa1245,Siwai,South Bougainville,DistToCoast_km,3.567130503,,2015,,
Nb7,Tsimshian,xd1104,nucl1649,Southern-Coastal Tsimshian,Tsimshian,DistToCoast_km,3.598521894,,2015,,
B389,Tareumiut,xd1036,nort2944,North Slope Inupiatun,Eskimo-Aleut,DistToCoast_km,3.662651869,,2015,,
Ig14,Dahuni,xd846,suau1242,Suau,Austronesian,DistToCoast_km,3.669465176,,2015,,
B129,Kaurna,xd974,kaur1267,Kaurna,Pama-Nyungan,DistToCoast_km,3.675481259,,2015,,
Ei9,Mogh,xd715,rakh1245,Rakhine,Sino-Tibetan,DistToCoast_km,3.686669978,,2015,,
Ij9,Easter Islanders,xd898,rapa1244,Rapanui,Austronesian,DistToCoast_km,3.74809604,,2015,,
Nc28,Chumash,xd1127,cruz1243,Cruzeño,Chumashan,DistToCoast_km,3.753242974,,2015,,
Ic13,Kodi,xd763,kodi1247,Kodi-Gaura,Austronesian,DistToCoast_km,3.842108643,,2015,,
B297,Chugach,xd1027,chug1254,Chugach,Eskimo-Aleut,DistToCoast_km,3.884653116,,2015,,
Nb14,Comox,xd1073,isla1276,Island Comox,Salishan,DistToCoast_km,3.926276516,,2015,,
Ie29,Manam,xd806,mana1295,Manam,Austronesian,DistToCoast_km,4.004664791,,2015,,
Ic7,Ili-Mandiri,xd769,lama1277,Lamaholot,Austronesian,DistToCoast_km,4.006631512,,2015,,
SCCS131,Haida,xd1068,nort2938,Northern Haida,Haida,DistToCoast_km,4.00960578,,2015,,
If1,Palauans,xd824,pala1344,Palauan,Austronesian,DistToCoast_km,4.046354758,,2015,,
Ie39,Elema,xd817,orok1267,Orokolo,Eleman,DistToCoast_km,4.046830532,,2015,,
B177,Coast Yuki,xd1113,yuki1243,Yuki,Yuki-Wappo,DistToCoast_km,4.071471547,,2015,,
Ca38,Tigre,xd446,mans1267,Mansa',Afro-Asiatic,DistToCoast_km,4.2116251,,2015,,
Ie4,Wogeo,xd818,woge1237,Wogeo,Austronesian,DistToCoast_km,4.213175985,,2015,,
SCCS130,Eyak,xd1102,eyak1241,Eyak,Athabaskan-Eyak-Tlingit,DistToCoast_km,4.235018754,,2015,,
B4,Shompen,xd901,shom1245,Shom Peng,,DistToCoast_km,4.287333737,,2015,,
Cj8,Druze,xd594,sunn1238,Sunni Beiruti Arabic,Afro-Asiatic,DistToCoast_km,4.304521606,,2015,,
SCCS168,Chachi,xd1376,chac1249,Cha'palaa,Barbacoan,DistToCoast_km,4.405772615,,2015,,
Se10,Cocama,xd1363,coca1259,Cocama-Cocamilla,Tupian,DistToCoast_km,4.405772615,,2015,,
Sf3,Chachi,xd1376,chac1249,Cha'palaa,Barbacoan,DistToCoast_km,4.405772615,,2015,,
WNAI23,Twana,xd1079,twan1247,Twana,Salishan,DistToCoast_km,4.421248419,,2015,,
SCCS103,Ajie,xd871,ajie1238,Ajië,Austronesian,DistToCoast_km,4.440167386,,2015,,
B298,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,DistToCoast_km,4.492379485,,2015,,
SCCS123,Aleut,xd1067,east2533,Eastern Aleut,Eskimo-Aleut,DistToCoast_km,4.492379485,,2015,,
Na41,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,DistToCoast_km,4.554369739,,2015,,
Ij8,Tahitians,xd897,tahi1242,Tahitian,Austronesian,DistToCoast_km,4.618677155,,2015,,
Ng15,Chitimacha,xd1250,chit1248,Chitimacha,,DistToCoast_km,4.639768082,,2015,,
Na43,Netsilik,xd1060,nets1241,Natsilingmiutut,Eskimo-Aleut,DistToCoast_km,4.645049587,,2015,,
Ie28,Busama,xd805,buga1250,Bugawac,Austronesian,DistToCoast_km,4.841797359,,2015,,
Eh5,Nicobarese,xd691,carn1240,Car Nicobarese,Austroasiatic,DistToCoast_km,4.843382918,,2015,,
B8,Andamanese,xd686,akab1249,Aka-Bea,Great Andamanese,DistToCoast_km,4.874696367,,2015,,
Ih7,Lifu,xd873,dehu1237,Dehu,Austronesian,DistToCoast_km,4.89228555,,2015,,
WNAI29,Alsea,xd1088,alse1251,Alsea-Yaquina,,DistToCoast_km,4.910437564,,2015,,
Ih13,Ranon,xd866,nort2839,North Ambrym,Austronesian,DistToCoast_km,4.945706158,,2015,,
B292,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,DistToCoast_km,4.993850306,,2015,,
WNAI2,Tlingit,xd1082,tlin1245,Tlingit,Athabaskan-Eyak-Tlingit,DistToCoast_km,4.993850306,,2015,,
Ii10,Rennell Islanders,xd877,renn1242,Rennell-Bellona,Austronesian,DistToCoast_km,5.008989934,,2015,,
Ie19,Marind-Amin,xd795,nucl1622,Marind,Anim,DistToCoast_km,5.023780367,,2015,,
Ag15,Balanta,xd250,bala1301,Balanta-Kentohe,Atlantic-Congo,DistToCoast_km,5.027584417,,2015,,
Ag16,Banyun,xd251,bain1259,Bainounk-Gujaher,Atlantic-Congo,DistToCoast_km,5.027584417,,2015,,
Ag20,Papel,xd256,pape1239,Papel,Atlantic-Congo,DistToCoast_km,5.027584417,,2015,,
WNAI16,Squamish,xd1072,squa1248,Squamish,Salishan,DistToCoast_km,5.068339453,,2015,,
B184,Wiyot,xd1097,wiyo1248,Wiyot,Algic,DistToCoast_km,5.072284824,,2015,,
Ih12,Eromangans,xd865,siee1239,Sie,Austronesian,DistToCoast_km,5.130842829,,2015,,
ec19,Orok,xd627,orok1265,Orok,Tungusic,DistToCoast_km,5.163923604,,2015,,
Ig6,Ulawans,xd858,saaa1240,Sa'a,Austronesian,DistToCoast_km,5.266475675,,2015,,
Ig8,Simboese,xd860,simb1256,Simbo,Austronesian,DistToCoast_km,5.305874304,,2015,,
Ce5,Neapolitans,xd532,neap1235,Continental Southern Italian,Indo-European,DistToCoast_km,5.306734773,,2015,,
SCCS55,Abkhaz,xd577,abkh1244,Abkhazian,Abkhaz-Adyge,DistToCoast_km,5.410334059,,2015,,
Ec1,Nivkh,xd617,gily1242,Nivkh,,DistToCoast_km,5.451180397,,2015,,
SCCS119,Nivkh,xd617,gily1242,Nivkh,,DistToCoast_km,5.451180397,,2015,,
B385,Kalaallit (West Greenland),xd1041,kala1399,Kalaallisut,Eskimo-Aleut,DistToCoast_km,5.487613631,,2015,,
Ic10,Tobelorese,xd760,tobe1252,Tobelo,North Halmahera,DistToCoast_km,5.581044333,,2015,,
B193,Karankawa,xd1215,kara1289,Karankawa,,DistToCoast_km,5.634455671,,2015,,
B329,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,DistToCoast_km,5.661952859,,2015,,
SCCS126,Mi'kmaq,xd1058,mikm1235,Mi'kmaq,Algic,DistToCoast_km,5.661952859,,2015,,
Cb2,Wolof,xd469,nucl1347,Wolof,Atlantic-Congo,DistToCoast_km,5.663459919,,2015,,
Ih9,Santa Cruz Islanders,xd875,natu1246,Natügu,Austronesian,DistToCoast_km,5.669301497,,2015,,
Ig12,Choiseulese,xd844,vagh1249,Vaghua,Austronesian,DistToCoast_km,5.712799463,,2015,,
WNAI14,Klahoose,xd1071,slia1241,Sliammon,Salishan,DistToCoast_km,5.722519685,,2015,,
B369,Norton Sound Inuit,xd1014,kusk1241,General Central Yup'ik,Eskimo-Aleut,DistToCoast_km,5.842929953,,2015,,
B381,Copper Inuit,xd1022,copp1244,Inuinnaqtun,Eskimo-Aleut,DistToCoast_km,5.884336447,,2015,,
Sb8,Taíno,xd1333,tain1254,Taino,Arawakan,DistToCoast_km,5.917001553,,2015,,
B164,Salinan,xd1125,sali1253,Salinan,,DistToCoast_km,5.933557961,,2015,,
Eh8,Sakalava,xd694,saka1291,West Malagasy Sakalava,Austronesian,DistToCoast_km,6.017989245,,2015,,
Ie34,Bgu,xd812,bong1287,Bonggo,Austronesian,DistToCoast_km,6.076360883,,2015,,
WNAI4,Haida (Southern),xd1438,sout2956,Southern Haida,Haida,DistToCoast_km,6.117118742,,2015,,
SCCS134,Yurok,xd1101,yuro1248,Yurok,Algic,DistToCoast_km,6.139544712,,2015,,
WNAI36,Yurok,xd1101,yuro1248,Yurok,Algic,DistToCoast_km,6.139544712,,2015,,
B380,Inupiat,xd1021,nort2944,North Slope Inupiatun,Eskimo-Aleut,DistToCoast_km,6.214480924,,2015,,
